SMILES,Y_ld50_zhu,source
ClCNc1cc(Cl)ccc1Oc1ccc(Cl)cc1,2.62,tdc
CN(C)C(=O)CCCOC(=O)C(C)(C)Oc1ccc(Cl)cc1,2.12,tdc
NC1CCCC(N)C1,2.467,tdc
CC(C)(C)c1ccc(OP2OCC3(CO2)COP(Oc2ccc(C(C)(C)C)cc2C(C)(C)C)OC3)c(C(C)(C)C)c1,2.035,tdc
CCCCO[Si](OCCCC)(OCCCC)N(C)C1CCCCC1,2.006,tdc
CN(CCO)c1ccccc1,1.7280000000000002,tdc
OC1CC2CC1C1CC=CC21,1.672,tdc
C=CS(=O)(=O)COCS(=O)(=O)C=C,3.656,tdc
CC(C)c1noc2nc(C(C)(C)C)ncc12,1.153,tdc
CCOC(=O)c1ccc(N)cc1,1.735,tdc
OCCOCCOCCOCCOCCOCCOCCOCCOCCO,1.0490000000000002,tdc
CC(C)(C)CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCC(C)(C)C,0.8440000000000001,tdc
CC(Cc1ccc(C(C)(C)C)cc1)CN1CCCCC1,2.276,tdc
CC1(C)CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)CCC(OC6OC(CO)C(O)C(O)C6O)C(C)(C)C5CCC43C)C2C1,2.615,tdc
CCCCC(CC)C(=O)OCCOCCOCCOC(=O)C(CC)CCCC,1.113,tdc
CC(Cc1ccc(C(C)(C)C)cc1)CN1CC(C)OC(C)C1,1.933,tdc
CCC(C)NC(=S)C(=S)NC(C)CC,4.588,tdc
CCOC(=O)c1ccc(OC)cc1,1.946,tdc
FC(F)(F)c1nc2c(Br)c(Br)cc(Br)c2[nH]1,4.52,tdc
CCCCOC(=O)c1ccccc1Nc1cccc(C(F)(F)F)c1,2.82,tdc
O=C(OCCOc1ccc(Cl)cc1Cl)c1ccccc1,2.263,tdc
COC(=O)CCBr,2.019,tdc
O=C(NC1CCN(CCc2c[nH]c3ccccc23)CC1)c1ccccc1,2.286,tdc
CCCCCCCCCCCCCCCCCC(=O)NC(CCC(=O)O)C(=O)O,2.139,tdc
COc1ccc2c(c1)c(CC(=O)Oc1cccc(C(F)(F)F)c1)c(C)n2C(=O)c1ccc(Cl)cc1,3.213,tdc
N=C1C=C(Br)C(=O)c2c(N)cc(Br)c(O)c21,2.1590000000000003,tdc
O=Cc1ccc(O)cc1O,2.5380000000000003,tdc
CCN(N=O)C(C)(C)C,1.91,tdc
COc1ccc2c(c1)c(CC(=O)Oc1cccc(C)c1)c(C)n2C(=O)c1ccc(Cl)cc1,3.66,tdc
OC1(c2ccc(F)cc2)c2ccccc2C2=NCCN21,3.128,tdc
CCC(CC)C(=O)OCCOCCOCCOC(=O)C(CC)CC,1.7619999999999998,tdc
O=C1c2ccccc2-c2c([N+](=O)[O-])cc3c4cc([N+](=O)[O-])c5c6c(ccc(c7ccc1c2c73)c64)C(=O)c1ccccc1-5,1.7380000000000002,tdc
O=C(O)c1c(Cl)ccc(Cl)c1O,2.123,tdc
OC1(c2ccc(Cl)c(C(F)(F)F)c2)CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,3.515,tdc
CC(Cc1ccccc1)N(C)C(=O)Cn1nc(-c2ccccc2)ccc1=O,2.7510000000000003,tdc
CCC(C)OP(=S)(OC)OC,3.872,tdc
FC(F)(F)c1cccc(OCC2CNC(=S)O2)c1,2.724,tdc
c1ccc2[nH]nnc2c1,2.3280000000000003,tdc
c1nnc(NCNc2nncs2)s1,2.9160000000000004,tdc
CC(C)N(Sc1nc2ccccc2s1)C(C)C,1.71,tdc
CC1(C)CNC(=NN=C(C=Cc2ccc(C(F)(F)F)cc2)C=Cc2ccc(C(F)(F)F)cc2)NC1,2.641,tdc
ClC(Cl)=C1C(Cl)(Cl)C(Cl)=C(Cl)C1(Cl)Cl,1.983,tdc
c1ccc2sc(SNC3CCCCC3)nc2c1,1.6980000000000002,tdc
Cc1ccc(S(=O)(=O)NC(=O)NC2C3CCC(C)(C2O)C3(C)C)cc1,1.3090000000000002,tdc
CCCC(=O)OCN(C)N=O,2.301,tdc
ClC(Cl)=C(c1ccc(Cl)cc1)c1ccccc1Cl,2.5580000000000003,tdc
C=CC(=O)OCC1CC2C=CC1C2,2.122,tdc
CC(C)CCCCCc1ccc(O)cc1,1.982,tdc
CCC(C)(C)OO,2.081,tdc
CC(C(=O)O)c1ccc2c(c1)C(=O)Cc1ccccc1O2,3.425,tdc
Cc1ccccc1Cl,1.511,tdc
ClP(Cl)Oc1ccccc1,2.457,tdc
FC(F)(F)c1nnc2c3ccccc3ccn12,2.556,tdc
CC(C)=CC(=O)OC1CCC2(C=O)C3CCC4(C)C(c5ccc(=O)oc5)CCC4(O)C3CCC2(O)C1,5.457000000000001,tdc
COc1ccc2c(c1)c(CC(=O)NO)c(C)n2C(=O)c1ccc(Cl)cc1,3.679,tdc
Oc1ccccc1Cl,3.507,tdc
O=C1CCCN1CCO,0.952,tdc
CC(C(=O)O)c1cccc2c(-c3ccccc3)coc12,2.448,tdc
CC(C)c1ccc(C(C)(C)O)cc1,1.198,tdc
C=CCN1CCCC1=Nc1ccc(Cl)c(Cl)c1,2.1630000000000003,tdc
Nc1ccc(Cl)c(Cl)c1,2.4730000000000003,tdc
CC(C)Nc1nc(NC(C)C)nc(N(C)C#N)n1,2.166,tdc
CCCN1CCCC1=Nc1ccc(Cl)c(Cl)c1,2.107,tdc
O=C1C(Cl)C2(Cl)C3C(Cl)OC(Cl)C3C1(Cl)C2(Cl)Cl,4.75,tdc
OCC(Br)CBr,2.505,tdc
CC(=NNC(=O)c1ccncc1)c1ccco1,3.319,tdc
CCC(C)=NO,1.972,tdc
CCCC=CC(OCC)OCC,2.302,tdc
OC1(c2ccccc2)c2cc(F)ccc2C2=NCCN21,3.827,tdc
CC(=O)C=CC1C(C)C=C(C)CC1C,1.568,tdc
ClC1C=CCC1,2.506,tdc
CC=CC(C)OC,1.918,tdc
[O-][n+]1onc2c1c1no[n+]([O-])c1c1no[n+]([O-])c21,1.942,tdc
CC1(C)C(C=C(Cl)C(F)(F)F)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,3.495,tdc
C#CCOS(=O)OC(CC)COc1ccc(C(C)(C)CC)cc1,2.228,tdc
CCCCCCCCCCCCc1ccc(S(=O)(=O)O)cc1,2.701,tdc
S=C1NCCN1,1.746,tdc
C=CCCCC=CCOC(C)=O,0.7290000000000001,tdc
CC(C)CCCCCCCOC(=O)CCCCC(=O)OCCCCCCCC(C)C,1.318,tdc
CCCc1c(O)cccc1O,2.529,tdc
S=C1NCCS1,2.599,tdc
CC(OP(C)(=O)F)C(C)(C)C,5.658,tdc
CCCCCCCCCCCCc1ccccc1O,2.097,tdc
CCOC(=O)COc1ccc2c(C)c(CCN(CC)CC)c(=O)oc2c1Cl,2.501,tdc
Clc1c(Cl)c(Cl)c2nccnc2c1Cl,1.622,tdc
Cc1cc(Sc2cc(C)c(O)c(C(C)(C)C)c2)cc(C(C)(C)C)c1O,1.7519999999999998,tdc
CCCC(N(C)C)N(C)C,2.293,tdc
ClC1=C(Cl)C2(Cl)C(C(Cl)Cl)CC1(Cl)C2(Cl)Cl,2.38,tdc
CN(C)c1ccc(-c2nc(=O)n(C)nc2-c2ccc(N(C)C)cc2)cc1,2.066,tdc
Cc1cc(O)c(C(C)(C)C)cc1Sc1cc(C(C)(C)C)c(O)cc1C,2.184,tdc
CCCCCCCCCCCCCCO,0.904,tdc
CCN(CC)c1ccc(-c2nc(=O)n(C)nc2-c2ccc(N(CC)CC)cc2)cc1,2.795,tdc
O=S(=O)(Cl)CCl,2.603,tdc
CC(C)c1ccc2oc3nc(N)c(C(=O)O)cc3c(=O)c2c1,1.475,tdc
CCC(Cc1c(I)cc(I)c(O)c1I)C(=O)O,2.456,tdc
COc1cccc(C2(O)CCCCC2CN(C)C)c1,3.063,tdc
O=C(O)CCC(=O)OCC(NC(=O)C(Cl)Cl)C(O)c1ccc([N+](=O)[O-])cc1,1.707,tdc
CC(C)OC(Cl)=C(Cl)C(Cl)=C(Cl)Cl,2.371,tdc
CCSC(C)CC=O,1.645,tdc
COc1ccc(C(=O)CCC(=O)O)c2ccccc12,2.157,tdc
Nc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],2.8080000000000003,tdc
CC(C)=CC1C(C(=O)OC2CC(=O)C(C3C=CCC3)=C2C)C1(C)C,2.367,tdc
CC1=CC(=O)N2CC(=O)N(C)c3ccc(Cl)cc3C2(c2ccccc2)O1,1.868,tdc
COc1ccc(S(=O)(=O)Nc2nnc(C(C)(C)C)s2)cc1,2.454,tdc
COc1ccc2c(c1)c(CC(=O)Oc1ccc(NC(C)=O)cc1)c(C)n2C(=O)c1ccc(Cl)cc1,2.7430000000000003,tdc
C#CCc1cc(COC(=O)C2C(C=C(C)C)C2(C)C)c(C)o1,1.332,tdc
CCS(=O)(=O)Oc1ccc2c(c1)C(C)(C)CO2,2.073,tdc
Nc1ccc2c(c1)C(=O)NC(CCCl)O2,2.064,tdc
Oc1c(Cl)cc(Cl)cc1Sc1cc(Cl)cc(Cl)c1O,4.706,tdc
CC(=O)CC(=O)Nc1ccc(C)cc1C,1.835,tdc
CC(C)CCCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCCCCC(C)C,1.229,tdc
CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)n1,2.958,tdc
CCC(=O)c1ccc2c(c1)N(CCCN(C)C)c1ccccc1S2,2.833,tdc
CC1CC=CCC1COC(=O)CCCCC(=O)OCC1CC=CCC1C,1.759,tdc
CCOP(=O)(OC=C(Cl)Cl)OCCCl,4.754,tdc
CCOC(=O)C1C(C=C(C)C)C1(C)C,1.878,tdc
CCOC(=O)CCC1(CCC(=O)OCC)c2ccccc2-c2ccccc21,1.774,tdc
CCCCCCCCS(=O)CCCCl,1.625,tdc
CCN1CCCC1CNS(=O)(=O)c1cc(Cl)c(N)cc1OC,2.365,tdc
ClC1=C(Cl)C2(Cl)C3C4OC4(Cl)C(Cl)C3C1(Cl)C2(Cl)Cl,2.967,tdc
O=Cc1cc([N+](=O)[O-])ccc1O,2.32,tdc
CC(=O)C(Cl)C(=O)OC(C)c1ccccc1,2.437,tdc
CC=CC=CCOCCC#N,1.621,tdc
CC1(NC(N)=O)CCCC1,2.074,tdc
COc1cc([N+](=O)[O-])ccc1N,2.227,tdc
CC(c1ccccc1)N(C)N=O,2.437,tdc
CCCCNCC1COc2cccc(OCC)c2O1,2.882,tdc
CCOC(=O)C(C)O,1.159,tdc
COc1cc(OC)cc(OCCO)c1,1.69,tdc
CN(C)C(=S)SC(=S)N(C)C,2.6660000000000004,tdc
CN(N=O)C(C)(C)c1ccccc1,1.929,tdc
COc1cc(OC)cc(OCC(O)CO)c1,2.036,tdc
CS(=O)(=O)c1ccc(CN(CCO)C(=O)C(Cl)Cl)cc1,1.435,tdc
C=CCSC1=NCCS1,3.161,tdc
CC(C)COC(=O)C(C)C,1.052,tdc
CCCOCC(=Nc1ccc(Cl)cc1C(F)(F)F)n1ccnc1,2.684,tdc
O=C1OCc2c(Cl)c(Cl)c(Cl)c(Cl)c21,1.133,tdc
C=C(C)C(=O)OCCOC(=O)C(=C)C,1.779,tdc
Cc1ccc(S(=O)(=O)Nc2nnc(CC(C)C)s2)cc1,2.113,tdc
C#CCOP(=O)(OCC(C)C)c1ccccc1,2.624,tdc
CN1Cc2ccccc2C(=O)c2cc(CC(=O)O)ccc21,2.525,tdc
ClCC=C(Cl)C(Cl)Cl,2.662,tdc
O=C(O)Cc1ccc2c(c1)C(=O)c1ccccc1CN2,2.518,tdc
C=CC(O)CC#N,2.6860000000000004,tdc
OCc1ccco1,2.744,tdc
CC(C)CCCCCCCCCCO,1.071,tdc
Cc1ncsc1C,2.072,tdc
CN(SSN(C)C(=O)ON=C1CSCCS1)C(=O)ON=C1CSCCS1,3.472,tdc
O=Cc1cccs1,2.088,tdc
CC(C)(C)c1ccccc1,1.644,tdc
CCOC(=O)Cc1n[nH]c2ccc(Cl)cc12,1.6969999999999998,tdc
CSC(C)=NOC(=O)N(C)SSN(C)C(=O)ON=C(C)SC,3.3080000000000003,tdc
Nc1cccc2c(Cl)ccc(Cl)c12,1.784,tdc
CC(C)(C)c1ccc2c(c1)C(C)(C)CC2,1.116,tdc
CC(C)CCCCCOC(=O)c1ccccc1C(=O)OCCCCCC(C)C,1.249,tdc
O=S(=O)(Cl)c1ccccc1,1.955,tdc
CC(=NOC(=O)N(C)SSN(C)C(=O)ON=C(C)SCCC#N)SCCC#N,3.764,tdc
C=CCOC1=NS(=O)(=O)c2ccccc21,2.041,tdc
CC(C)(C)C1CCC(O)CC1,1.571,tdc
CC(C)(Oc1ccccc1)C(=O)OCCN1CCOCC1,1.569,tdc
CCOP(=S)(Oc1cnn(C)c(=O)c1SCC)OC(C)C,3.613,tdc
CC1=CCC(C(C)(C)O)CC1,1.475,tdc
CCc1nc(N)nc(N)c1-c1ccccc1,3.2310000000000003,tdc
CCCCNS(=O)(=O)c1ccccc1,2.017,tdc
O=C(O)Cc1cc(O)ccc1Nc1c(Cl)cccc1Cl,2.339,tdc
CCC(C)C(CN(C)C)c1cc(F)ccc1OC,2.927,tdc
O=C(Cl)c1ccccc1,1.869,tdc
NC(Cc1ccc(O)c(C(=O)O)c1)C(=O)O,1.654,tdc
O=C(O)Cc1ccccc1Nc1c(Cl)ccc(O)c1Cl,2.6060000000000003,tdc
CCOc1ccc(Cl)cc1C(CN(C)C)C(C)CC,2.652,tdc
COc1ccc(CC(N)C(=O)O)cc1C(=O)O,1.68,tdc
O=[N+]([O-])c1ccccc1,2.547,tdc
O=C(O)Cc1cc(O)ccc1Nc1c(Cl)cc(O)cc1Cl,2.516,tdc
C=CC(=O)NCOC,2.842,tdc
COP(=O)(OC)OC(=C(Cl)Cl)c1ccc(Cl)cc1Cl,3.526,tdc
Nc1c(Cl)cc([N+](=O)[O-])cc1Cl,1.936,tdc
O=[N+]([O-])C(Br)(Br)CO,3.932,tdc
CCC1=CSC(S)N1,3.624,tdc
CCOP(=O)(OCC)OC(=C(Cl)Cl)c1ccc(Cl)cc1Cl,4.1160000000000005,tdc
O=[N+]([O-])c1ccc(Cl)c(Cl)c1,2.3040000000000003,tdc
CCC(C)C(CN(C)C)c1ccc(OC)c(Cl)c1,2.774,tdc
N#CC1OC1C#N,2.576,tdc
Nc1cc([N+](=O)[O-])ccc1O,1.808,tdc
O=C(C=Cc1ccccc1)NO,1.882,tdc
CC(C)c1cccc(C(C)C)c1,1.341,tdc
CCOc1ccc(C(CN(C)C)C(C)CC)cc1Cl,2.799,tdc
CN1CCC(c2c[nH]c3ccccc23)C1,2.6860000000000004,tdc
NS(=O)(=O)OCC(Cl)(Cl)Cl,1.66,tdc
CCOc1ccc(F)cc1C(CN(C)C)C(C)CC,2.917,tdc
Fc1ccc2[nH]c(C(F)(F)F)nc2c1,4.09,tdc
O=[N+]([O-])c1cc2c(ccc3ccccc32)o1,2.6860000000000004,tdc
C=CCC(CC=C)C(=O)O,2.391,tdc
CC(C)N1C(=O)N(c2ccccc2)CSC1=NC(C)(C)C,2.143,tdc
CCC(C)c1ccc(O)cc1,1.788,tdc
CCCOc1ccc(Cl)cc1C(CN(C)C)C(C)CC,2.725,tdc
Nc1ccc2[nH]c(C(F)(F)F)nc2c1,3.477,tdc
CC(C)(C)c1ccc2[nH]c(C(F)(F)F)nc2c1,3.84,tdc
CCCOc1ccc(C(CN(C)C)C(C)CC)cc1Cl,2.604,tdc
CCOC(=O)c1ccc([N+](=O)[O-])cc1,1.866,tdc
Nc1c(Cl)c(F)nc(OCC(=O)O)c1Cl,2.025,tdc
CC(C)C(Nc1ccc(C(F)(F)F)cc1Cl)C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,3.285,tdc
CCCCOc1ccc(C(CN(C)C)C(C)CC)cc1Cl,2.4730000000000003,tdc
CCOC(=O)C(Br)CBr,3.035,tdc
CCOC(=O)CCCCCCCCC(C)c1ccc(I)cc1,2.297,tdc
CS(=O)C(C)(C)C(=O)O,1.3019999999999998,tdc
CC(C)(C)c1cc(C(=O)c2cccs2)cc(C(C)(C)C)c1O,2.291,tdc
C=C(C)C(=O)OCC(C)O,1.11,tdc
CN(N=O)c1ccc(N=O)cc1,2.081,tdc
CC1=CCC(C(C)C)C=C1,1.378,tdc
CCCCC(CC)CNCC(C)(N)CNCC(CC)CCCC,2.612,tdc
COC12CC(COC(=O)c3cncc(Br)c3)CN(C)C1Cc1cn(C)c3cccc2c13,2.609,tdc
C=C(C#N)CCO,2.399,tdc
CC1=CC=C(C(C)C)CC1,1.909,tdc
CCC(C)N(C(=O)c1ccc(Cl)c(Cl)c1)C(C)CC,2.319,tdc
Nc1ccc(Oc2ccc(C(c3ccc(Oc4ccc(N)cc4)cc3)(C(F)(F)F)C(F)(F)F)cc2)cc1,2.588,tdc
S=C=NCCN=C=S,3.11,tdc
CC(CC(=O)OC(C)(C)C)=NNc1ccc(N2CCOCC2)nn1,2.539,tdc
Cc1cc(-n2c(C)nc3ccccc3c2=O)cc(C)c1O,3.0860000000000003,tdc
CN(C)c1ccc(N)cc1,3.435,tdc
COc1ccc2c3c1OC1C(O)C=CC4C(C2)[N+](C)([O-])CCC341,2.295,tdc
CCOC(=O)C(SP(=O)(OC)OC)c1ccccc1,3.684,tdc
O=C1OCCC1N(C(=O)C1CC1)c1cccc(Cl)c1,3.2060000000000004,tdc
O=[N+]([O-])c1ccc(CCl)cc1,1.977,tdc
CN(C)C(=O)Nc1cccc(OC(F)(F)C(F)F)c1,2.345,tdc
O=C(Cl)c1ccc(C(=O)Cl)cc1,1.91,tdc
O=C1c2ccccc2C(=O)C1C(=O)C(c1ccccc1)c1ccc(Cl)cc1,5.252000000000001,tdc
CSc1nnc(C2(C)CC2(Cl)Cl)c(=O)n1N,2.365,tdc
O=C(OCC1(COC(=O)c2cccnc2)CCCC(COC(=O)c2cccnc2)(COC(=O)c2cccnc2)C1O)c1cccnc1,1.807,tdc
CN1CCOC1,2.324,tdc
CSC(C)(C)C=NOC(=O)N(C)SN(C)Cc1ccccc1,4.56,tdc
O=C=Nc1ccc([N+](=O)[O-])cc1,2.011,tdc
O=C(NN=CC(O)C1OC(=O)C(O)C1O)c1ccncc1,1.662,tdc
Cc1ccccc1N(CCO)CCO,1.948,tdc
CCCCN(CCCC)SN(C)C(=O)ON=CC(C)(C)SC,4.447,tdc
CCOC(=O)C1(c2ccccc2)CCN(CCOCc2ccccc2)CC1,3.112,tdc
CCOc1ccc([N+](=O)[O-])cc1,1.705,tdc
C1CN2CCC1CC2,3.136,tdc
CC(C)c1cccc(C(C)C)c1N=C=O,2.158,tdc
CC1(NC(N)=O)CCCCC1,2.177,tdc
COC(=O)C(C)Oc1ccc(Oc2ncc(C(F)(F)F)cc2Cl)cc1,2.98,tdc
CC1(C)OCC(CO)O1,1.276,tdc
CC12CCCC(C)(OC1)O2,1.935,tdc
CCCCOC(=O)C(C)Oc1ccc(Oc2ccc(C(F)(F)F)cn2)cc1,2.12,tdc
COP(=S)(OC)SCC(N)=O,2.367,tdc
C=CCOc1nc(OCC=C)nc(OCC=C)n1,2.6260000000000003,tdc
CC(C)=CC1C(C(=O)OCc2coc(Cc3ccccc3)c2)C1(C)C,2.435,tdc
CCCCC(C)(C)C(O)C=CC1C(C)CC(=O)C1CC=CCCCC(=O)O,4.236000000000001,tdc
NC(=S)Nc1ccc(Cl)cc1,4.095,tdc
C=CCCCCC=C,0.875,tdc
c1ccc(CC2OCCO2)cc1,1.873,tdc
CC(C)CCCC1CCC(C)(C(=O)NCC(=O)O)CC1,1.44,tdc
CCCCCCCCCCCl,-0.3429999999999999,tdc
Cn1c(=O)c2c(ncn2CC2OCCO2)n(C)c1=O,2.441,tdc
FCOC(C(F)(F)F)C(F)(F)F,1.268,tdc
O=C=Nc1ccc(Cc2ccc(N=C=O)cc2)cc1,1.435,tdc
OCCOCCN1CCN(C(c2ccccc2)c2ccccc2)CC1,2.608,tdc
CC(=NNCCC1CCCCC1)C(=O)O,2.611,tdc
CC(Cc1ccccc1)NCCn1cnc2c1c(=O)n(C)c(=O)n2C,3.533,tdc
COc1ccc(O)c(C(N)=O)c1,1.944,tdc
Nc1ccc(Cc2ccc(N)cc2)cc1,2.584,tdc
c1ccc(Cc2ccccc2)cc1,1.874,tdc
CCCCOC(NC(=O)c1ccccc1O)C(Cl)(Cl)Cl,1.652,tdc
O=C1C2C3OC3C1C1C2C2(Cl)C(Cl)=C(Cl)C1(Cl)C2(Cl)Cl,5.693,tdc
O=C1C(CCSc2ccccc2)C(=O)N(c2ccccc2)N1c1ccccc1,2.9360000000000004,tdc
CC(C)OC(=O)c1cncc(C(=O)OC(C)C)c1,1.682,tdc
CCCCCCC(C=O)=Cc1ccccc1,1.844,tdc
FC(F)(F)c1cccc(N=Cc2cccnc2)c1,2.495,tdc
OC1C2C3OC3C1C1C2C2(Cl)C(Cl)=C(Cl)C1(Cl)C2(Cl)Cl,5.52,tdc
Cc1cc(C(=O)Nc2ccccc2)c(C)o1,3.527,tdc
CCC(C)Nc1ccc(NC(C)CC)cc1,3.173,tdc
O=S1(=O)CC(Cl)(Cl)C(Cl)(Cl)C1,3.472,tdc
COc1cccc(C=Nc2c(C)n(C)n(-c3ccccc3)c2=O)c1,1.759,tdc
Cc1cc(C(=O)c2ccccc2)ccc1N=Cc1ccc(OCCC(C)C)cc1,2.41,tdc
CCCCOC(=O)c1ccc(-n2nc(OCc3ccccc3)c3ccccc32)cc1,2.302,tdc
FC(F)(F)c1nc2cc(I)ccc2[nH]1,3.512,tdc
O=C(Oc1ccccc1)Oc1ccccc1,2.155,tdc
Cc1cc(C(=O)c2ccccc2)ccc1N=Cc1cccc(OCCC(C)C)c1,2.264,tdc
CC1=CCC2CC1(S)C2(C)C,1.749,tdc
CCCC(c1cc(C)cc(C)c1O)c1cc(C)cc(C)c1O,1.734,tdc
CCNc1cccc(C)c1,2.3680000000000003,tdc
CC(C)N1CCCC1=O,1.642,tdc
O=C=Nc1ccc(Cl)c(Cl)c1,3.315,tdc
O=C(CCl)OCC1CC2C=CC1C2,3.08,tdc
CN1C(C(=O)Nc2ccccn2)=C(O)c2sc(Cl)cc2S1(=O)=O,4.812,tdc
C=CCOP(OCC=C)OCC=C,3.055,tdc
Cc1oc(C)c(C(=O)Nc2ccccc2)c1C,2.193,tdc
CC1NC(C)N(CCN2C(=S)SC(C)NC2C)C(=S)S1,1.846,tdc
CCCCC(C)CC(O)C=CC1C(O)CC(=O)C1CC(=O)CCCCC(=O)OC,3.97,tdc
CC(C)(O)CCc1ccccc1,1.873,tdc
CCCCC(CC)C(=O)O[Si](C)(OC(=O)C(CC)CCCC)OC(=O)C(CC)CCCC,2.317,tdc
CC(=O)c1cccc(N=Nc2ccc(N(C)C)cc2)c1,1.744,tdc
O=c1oc2ccccc2c(O)c1C(CC(O)c1ccc(-c2ccc(Br)cc2)cc1)c1ccccc1,6.032,tdc
CC(=O)OC(C)(C)CCc1ccccc1,1.629,tdc
CCCCCCC(=O)OCCOCCOCCOCCOC(=O)CCCCCC,1.224,tdc
N#CC(CCN1CCC(C(=O)O)(c2ccccc2)CC1)(c1ccccc1)c1ccccc1,3.455,tdc
O=C(O)CCC(=O)OCCCCCc1ccc(Cl)cc1,2.422,tdc
Cc1cc(NC(=O)c2ccccc2O)n(-c2ccccc2)n1,2.346,tdc
CCC1(NC(N)=O)CCCC1,2.216,tdc
CCCc1ccc(C=O)cc1,1.967,tdc
Nc1ccc(N=Nc2ccc(O)cc2)cc1,2.039,tdc
c1ccc(CCc2ccccc2)cc1,1.606,tdc
CC(Oc1ccccc1C1CCCCC1)C(=N)NO,3.703,tdc
Cc1ccoc1C,2.506,tdc
O=C(OCC(O)CO)c1ccccc1Nc1ccnc2cc(Cl)ccc12,2.21,tdc
C1CN(SSN2CCOCC2)CCO1,1.74,tdc
CC(C)N=C1SC(=NOC(=O)N(C)SN(C)C(=O)ON=C2SC(=NC(C)C)SC2(C)C)C(C)(C)S1,3.711,tdc
CC1=C2C(=O)OC(c3ccoc3)C2(C)CCC1,2.928,tdc
NS(=O)(=O)c1ccc(NC(=O)c2cc(=O)c3ccccc3o2)cc1,1.838,tdc
CCCC(=O)OCc1ccccc1,1.884,tdc
CCCCC(C)(C)O,2.151,tdc
CCCCC(CC)CNCC(C)(N)CN(C)CC(CC)CCCC,2.5340000000000003,tdc
CCN=C1SC(=NOC(=O)NC)C(C)(C)S1,4.618,tdc
CC(C)C(=O)OCCc1ccccc1,1.568,tdc
CNC(=O)ON=C1SC(=NC(C)C)SC1(C)C,4.4910000000000005,tdc
COC(=O)C1CCc2cc(C3CCCCC3)ccc21,2.799,tdc
Nc1ccc(F)c(F)c1F,2.323,tdc
CC(=O)OCC=Cc1ccccc1,1.7280000000000002,tdc
CC(C)N=C1SC(=NOC(=O)N(C)SC(Cl)(Cl)Cl)C(C)(C)S1,3.274,tdc
Nc1ccc(F)c(F)c1,2.579,tdc
BrCCc1ccccc1,2.358,tdc
CCCCc1cc[nH]n1,2.387,tdc
O=C1OCC2C1C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl,3.531,tdc
CNC(=O)ON=C1SC(=NC(C)(C)C)SC1(C)C,3.963,tdc
BrC=Cc1ccccc1,2.166,tdc
CC(C)(O)C=CC(=O)C(C)(O)C1C(O)CC2(C)C3CC=C4C(CC(O)C(=O)C4(C)C)C3(C)C(=O)CC12C,4.799,tdc
Clc1ccc([Si]23OCCN(CCO2)CCO3)cc1,2.74,tdc
CNC(=O)ON=C1SC(=NN(C)C)SC1(C)C,5.186,tdc
CC(C)Oc1ccccc1N,2.255,tdc
CN(C)N=C1SC(=NOC(=O)N(C)SC(Cl)(Cl)Cl)C(C)(C)S1,5.085,tdc
c1coc(-c2nc3ccccc3[nH]2)c1,2.5660000000000003,tdc
OCCc1ccccn1,1.113,tdc
CCOC(=O)C(C)(C)N=NC(C)(C)C(=O)OCC,2.676,tdc
O=C=Nc1ccc(Cl)cc1,3.0460000000000003,tdc
O=C1c2cc(Cl)ccc2OC2CCON12,2.1630000000000003,tdc
CN(SC(Cl)(Cl)Cl)C(=O)ON=C1SC(=C(C#N)C#N)SC1(C)C,2.904,tdc
CC=CC=CC(C)=O,1.959,tdc
CC1CC2Oc3ccc(Cl)cc3C(=O)N2O1,2.315,tdc
CCCCCCCCCc1ccc(O)cc1,2.134,tdc
O=C(Nc1nc(-c2ccccc2)cs1)OCC(Cl)(Cl)Cl,2.806,tdc
CC12C=CC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)COC(=O)CCCc1ccc(N(CCCl)CCCl)cc1,3.0860000000000003,tdc
CCNCc1cc([N+](=O)[O-])ccc1O,2.287,tdc
COC1CC(OC2C(C)C(=O)OC(C)C(C)C(O)C(C)C(=O)C3(CO3)CC(C)C(OC3OC(C)CC(N(C)C)C3O)C2C)OC(C)C1O,2.011,tdc
O=COCc1ccccc1,1.988,tdc
[O-][n+]1cccc(CSc2ccncn2)c1,1.979,tdc
CCCN(CCC)c1c([N+](=O)[O-])cc(C(F)(F)F)c(N)c1[N+](=O)[O-],1.357,tdc
CNC(=O)Oc1cc(C)ccc1C(C)C,2.6180000000000003,tdc
O=COCCc1ccccc1,1.669,tdc
CC(C)([N+](=O)[O-])C(C)(C)[N+](=O)[O-],3.547,tdc
Cc1cc(SCc2ccc[n+]([O-])c2)nc(N)n1,1.948,tdc
CCOCOC(=O)c1ccccc1Nc1c(Cl)ccc(C)c1Cl,3.062,tdc
O=COCC=Cc1ccccc1,1.7480000000000002,tdc
CC(C)OC(=O)C(Cl)(Cl)Cl,1.67,tdc
