InChIKey,SMILES,Corrosion_Eye_target
RMHMFHUVIITRHF-UHFFFAOYSA-N,CN1CCN(CC(=O)N2c3ccccc3C(=O)Nc3cccnc32)CC1,0
IYJMSDVSVHDVGT-UHFFFAOYSA-N,COC1C(O)CC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CC(O)C5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)OC1C,0
DTZMSDADRKLCQE-UHFFFAOYSA-N,CC(=O)Nc1c(I)c(C(=O)NC(C=O)C(O)C(O)C(O)CO)c(I)c(N(C)C(C)=O)c1I,0
RDLPVSKMFDYCOR-UHFFFAOYSA-N,CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)C3=CCC=CC3)C2SC1,0
RJMIEHBSYVWVIN-UHFFFAOYSA-N,CC(C(=O)O)c1ccc(N2Cc3ccccc3C2=O)cc1,0
VBZWSGALLODQNC-UHFFFAOYSA-N,O=C(C(F)(F)F)C(F)(F)F,1
VFTFKUDGYRBSAL-UHFFFAOYSA-N,C1COCCOCCOCCOCCO1,1
OVEMTTZEBOCJDV-UHFFFAOYSA-N,CCCCCCc1ccc(N)cc1,1
QEVGZEDELICMKH-UHFFFAOYSA-N,O=C(O)COCC(=O)O,1
QELSKZZBTMNZEB-UHFFFAOYSA-N,CCCOC(=O)c1ccc(O)cc1,1
OWYLAEYXIQKAOL-UHFFFAOYSA-N,COc1cc(OC)c(C(=O)CCCN2CCCC2)c(OC)c1,0
PZBPKYOVPCNPJY-UHFFFAOYSA-N,C=CCOC(Cn1ccnc1)c1ccc(Cl)cc1Cl,0
DHSSDEDRBUKTQY-UHFFFAOYSA-N,C=CCN1CCc2nc(N)sc2CC1,0
FOHHNHSLJDZUGQ-UHFFFAOYSA-N,CCCCN(CCCC)CCC(O)c1cc2c(Cl)cc(Cl)cc2c2cc(C(F)(F)F)ccc12,0
QEJPOEGPNIVDMK-UHFFFAOYSA-N,OCC(CBr)(CBr)CBr,1
YIAPLDFPUUJILH-UHFFFAOYSA-N,OC1CCc2ccccc21,1
JOAHPSVPXZTVEP-UHFFFAOYSA-N,CCN(CC)C(=O)NC1CC2c3cccc4[nH]cc(c34)CC2N(C)C1,0
GVCFFVPEOLCYNN-UHFFFAOYSA-N,Nc1ccc(Cl)c(C(=O)O)c1,1
WMPXPUYPYQKQCX-UHFFFAOYSA-N,COc1cc(NS(=O)(=O)c2ccc(N)cc2)ncn1,1
LWOWNIPZHGWKNR-UHFFFAOYSA-N,O=C(O)C=Cc1ccc([N+](=O)[O-])o1,1
TZFNLOMSOLWIDK-UHFFFAOYSA-N,CC(Cc1ccc(O)c(O)c1)(NN)C(=O)O,0
ZCTXEAQXZGPWFG-UHFFFAOYSA-N,O=C(NCNC(=O)NC1C(=O)NC(=O)N1CO)NC1C(=O)NC(=O)N1CO,1
LAHDERDHXJFFJU-UHFFFAOYSA-N,CCC1C2CC3C4N(C)c5ccccc5C45CC(C2C5OC(=O)CCl)N3C1O,0
XHLKOHSAWQPOFO-UHFFFAOYSA-N,c1ccc(-c2c[nH]cn2)cc1,1
WNRGWPVJGDABME-UHFFFAOYSA-N,COc1cc(N)cc(OC)c1,1
SIQPXVQCUCHWDI-UHFFFAOYSA-N,CCCn1c(=O)[nH]c(=O)c2[nH]cnc21,0
MQOBSOSZFYZQOK-UHFFFAOYSA-N,CC(C)(Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1)C(=O)O,0
XLYPHUGUKGMURE-UHFFFAOYSA-N,O=Cc1cc(O)ccc1[N+](=O)[O-],1
RGYOCHMZSLUCNP-UHFFFAOYSA-N,CC(C#N)c1cccc(C(=O)c2ccccc2)c1,1
JTVPZMFULRWINT-UHFFFAOYSA-N,CCN(CC)CCNC(=O)c1cc(S(C)(=O)=O)ccc1OC,0
DJQOOSBJCLSSEY-UHFFFAOYSA-N,Cc1cnc(C(=O)O)c[n+]1[O-],1
DSBIJCMXAIKKKI-UHFFFAOYSA-N,Cc1ccc([N+](=O)[O-])cc1N,1
VOWZNBNDMFLQGM-UHFFFAOYSA-N,Cc1ccc(C)c(N)c1,1
GZRKXKUVVPSREJ-UHFFFAOYSA-N,c1ccc(N2CCNCC2)nc1,1
GLEVLJDDWXEYCO-UHFFFAOYSA-N,Cc1c(C)c2c(c(C)c1O)CCC(C)(C(=O)O)O2,1
AJGLCXBDYCEVIE-UHFFFAOYSA-N,O=c1[nH]cc(Cl)cc1O,1
RKLQLYBJAZBSEU-UHFFFAOYSA-N,NS(=O)(=O)c1ccc(Cl)s1,1
AMTITFMUKRZZEE-UHFFFAOYSA-N,CCCCC=CCCCCCCCCCC=O,1
CQXADFVORZEARL-UHFFFAOYSA-N,C1COC(NC(C2CC2)C2CC2)=N1,0
RILLZYSZSDGYGV-UHFFFAOYSA-N,CC(C)NCCO,1
QPCVHQBVMYCJOM-UHFFFAOYSA-N,CCCOC(C(=O)OC1CCN(C)CC1)(c1ccccc1)c1ccccc1,0
UAIUNKRWKOVEES-UHFFFAOYSA-N,Cc1cc(-c2cc(C)c(N)c(C)c2)cc(C)c1N,1
YGRFRBUGAPOJDU-UHFFFAOYSA-N,Cc1ccc(NCCO)cc1O,1
VFEDRRNHLBGPNN-UHFFFAOYSA-N,Cc1ncc(CNC(=O)N(CCCl)N=O)c(N)n1,0
YBDBYPQFIMSFJW-UHFFFAOYSA-N,O=C(c1ccccc1)c1ccc(Cl)c([N+](=O)[O-])c1,1
CEMXHAPUFJOOSV-UHFFFAOYSA-N,CC1OC(OC2C(CO)OC(OC(C(O)CO)C(O)C(O)C=O)C(O)C2O)C(O)C(O)C1NC1C=C(CO)C(O)C(O)C1O,0
RVJABZUDCPZPPM-UHFFFAOYSA-N,C1CNCCNCCNCCNCCNCCN1,1
HEMGYNNCNNODNX-UHFFFAOYSA-N,Nc1ccc(C(=O)O)cc1N,1
JOATXPAWOHTVSZ-UHFFFAOYSA-N,CCN(CC)C(=O)Nc1ccc(OCC(O)CNC(C)(C)C)c(C(C)=O)c1,0
VSOOBQALJVLTBH-UHFFFAOYSA-N,COC(=O)c1ccccc1S(N)(=O)=O,1
DGRGLKZMKWPMOH-UHFFFAOYSA-N,Cc1ccc(N)c(N)c1,1
OTBXOEAOVRKTNQ-UHFFFAOYSA-N,O=C1CN2Cc3c(ccc(Cl)c3Cl)N=C2N1,0
IIVBFTNIGYRNQY-UHFFFAOYSA-N,CC(=O)OC1(C(C)=O)CCC2C3C=C(C)C4=CC(=O)CCC4C3CCC21C,0
XHOJAWVAWFHGHL-UHFFFAOYSA-N,CC(C)N1CCC(N(C(=O)Cc2ccccc2)c2ccc(Cl)cc2)CC1,0
XDXDZDZNSLXDNA-UHFFFAOYSA-N,CC(=O)C1(O)Cc2c(O)c3c(c(O)c2C(OC2CC(N)C(O)C(C)O2)C1)C(=O)c1ccccc1C3=O,0
JLICHNCFTLFZJN-UHFFFAOYSA-N,CCC1(c2cccc(O)c2)CCCCN(C)C1,0
ZBEKOEYCWKIMGU-UHFFFAOYSA-N,CCN1CCNC(=O)C1=O,1
MXZMACXOMZKYHJ-UHFFFAOYSA-N,CC(C)(C)C(=O)CC#N,1
HUPVIAINOSTNBJ-UHFFFAOYSA-N,CCOC=CC#N,1
CHZDPBVCBBQQRP-UHFFFAOYSA-N,Cc1nc2cc(-c3ccccc3)ccc2o1,1
LWMPFIOTEAXAGV-UHFFFAOYSA-N,NN1CCCCC1,1
WZXHSWVDAYOFPE-UHFFFAOYSA-N,COc1cc(Br)c2oc(C3CCNCC3)cc2c1,0
UTBVIMLZIRIFFR-UHFFFAOYSA-N,CSc1nc2ccccc2s1,1
KYBOHGVERHWSSV-UHFFFAOYSA-N,CCCCC(C)(C)C(O)C=CC1C(O)CC(=O)C1CCCCC=CC(=O)OC,0
LVQDKIWDGQRHTE-UHFFFAOYSA-N,Nc1nc(N)nc(NC2CC2)n1,1
SOWBFZRMHSNYGE-UHFFFAOYSA-N,NC(=O)C(=O)O,1
XNCSCQSQSGDGES-UHFFFAOYSA-N,CC(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O,1
RGDPZMQZWZMONQ-UHFFFAOYSA-N,CC(=O)Nc1cccc(C(=O)O)c1,1
YGBCLRRWZQSURU-UHFFFAOYSA-N,CCN(CC)c1ccc(C=NN(c2ccccc2)c2ccccc2)cc1,1
IVSZLXZYQVIEFR-UHFFFAOYSA-N,Cc1cccc(C)c1,1
HHLMWQDRYZAENA-UHFFFAOYSA-N,Nc1ccc(Oc2ccc(C(c3ccc(Oc4ccc(N)cc4)cc3)(C(F)(F)F)C(F)(F)F)cc2)cc1,1
SRZNHPXWXCNNDU-UHFFFAOYSA-N,COC1(NC(=O)C2SC(=C(C(N)=O)C(=O)O)S2)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CSC21,0
OOAHNJDZICJECC-UHFFFAOYSA-N,CCCCC(C)(C)C(O)C=CC1C(C)CC(=O)C1CC=CCCCC(=O)O,0
BBRBUTFBTUFFBU-UHFFFAOYSA-N,CCCCC(C)CC(O)C=CC1C(O)CC(=O)C1CC(=O)CCCCC(=O)OC,0
FYBFDIIAPRHIQS-UHFFFAOYSA-N,O=C(O)CCCC=CCC1C(O)CC(O)C1C=CC(O)COc1ccsc1,0
QJIUMVUZDYPQRT-UHFFFAOYSA-N,Nc1cc(Cl)nc(N)n1,1
NTJOBXMMWNYJFB-UHFFFAOYSA-N,CCN1CCCC1CNC(=O)c1cc(S(=O)(=O)CC)c(N)cc1OC,0
SXYIRMFQILZOAM-UHFFFAOYSA-N,COC1OC2OC3(C)CCC4C(C)CCC(C1C)C24OO3,0
PTOJVMZPWPAXER-UHFFFAOYSA-N,COC(=O)CCC=C=CCC1C(=O)CC(O)C1C=CC(O)COc1ccccc1,0
XMFCOYRWYYXZMY-UHFFFAOYSA-N,COc1cc(S(C)=O)ccc1-c1nc2ncccc2[nH]1,0
UCEWGESNIULAGX-UHFFFAOYSA-N,CC(C)NCCCC1(C(N)=O)c2ccccc2-c2ccccc21,0
JBYHSSAVUBIJMK-UHFFFAOYSA-N,C1CSCCO1,1
OJZYRQPMEIEQFC-UHFFFAOYSA-N,CCCCC(C)CC(O)C=CC1C(O)CC(=O)C1CCCCC=CC(=O)O,0
WDKXLLJDNUBYCY-UHFFFAOYSA-N,CNCCc1ccc(OC(=O)C(C)C)c(OC(=O)C(C)C)c1,0
WHPAGCJNPTUGGD-UHFFFAOYSA-N,C=C(c1ccccc1OCc1cccc(Cl)c1)n1ccnc1,0
ZRTQSJFIDWNVJW-UHFFFAOYSA-N,N#CC(=C1SCC(c2ccccc2Cl)S1)n1ccnc1,0
PWEBUXCTKOWPCW-UHFFFAOYSA-N,O=c1c(O)c(O)c1=O,1
FIQOFIRCTOWDOW-UHFFFAOYSA-N,CCOC(=O)C(CCc1ccccc1)NC1CSC(c2cccs2)CN(CC(=O)O)C1=O,0
QBDSZLJBMIMQRS-UHFFFAOYSA-N,CC(C)(c1ccccc1)c1ccc(O)cc1,1
JPAWFIIYTJQOKW-UHFFFAOYSA-N,Cc1[nH]c(=O)c(C#N)cc1-c1ccc2nccn2c1,0
UVNHKOOJXSALHN-UHFFFAOYSA-N,CC1CCC2C(C)C(OCc3ccc(C(=O)O)cc3)OC3OC4(C)CCC1C32OO4,0
KAGLWQUWUNBAOO-UHFFFAOYSA-N,CNC(Cc1ccccc1)C(=O)N1CCCC1C(=O)NC(C=O)CCCNC(=N)N,0
PMXMIIMHBWHSKN-UHFFFAOYSA-N,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2O,0
QJQAMHYHNCADNR-UHFFFAOYSA-N,CCC(=O)NC,1
QSBWDKUBOZHGOU-UHFFFAOYSA-N,CC(=O)SCC(=O)O,1
SRZXCOWFGPICGA-UHFFFAOYSA-N,SCCCCCCS,1
PGTWZHXOSWQKCY-UHFFFAOYSA-N,SCCCCCCCCS,1
VOHILFSOWRNVJJ-UHFFFAOYSA-N,BrCC1CCCO1,1
OUKQTRFCDKSEPL-UHFFFAOYSA-N,Cn1cccc1C=O,1
AEKVBBNGWBBYLL-UHFFFAOYSA-N,N#Cc1ccc(F)cc1,1
FFRYUAVNPBUEIC-UHFFFAOYSA-N,O=c1cnc2ccccc2[nH]1,1
UCQUAMAQHHEXGD-UHFFFAOYSA-N,CC(=O)c1ccc(O)c(O)c1,1
CSEWAUGPAQPMDC-UHFFFAOYSA-N,Nc1ccc(CC(=O)O)cc1,1
KFKSIUOALVIACE-UHFFFAOYSA-N,O=Cc1cccc(-c2ccccc2)c1,1
FHQAWINGVCDTTG-UHFFFAOYSA-N,NS(=O)(=O)c1cc(C(=O)O)ccc1Cl,1
QPERNSDCEUTOTE-UHFFFAOYSA-N,ClC1c2ccccc2CCc2ccccc21,1
OJCPSBCUMRIPFL-UHFFFAOYSA-N,CCCC(Cc1ccccc1)N1CCCC1,0
AETKQQBRKSELEL-UHFFFAOYSA-N,O=C(C=Cc1ccccc1)c1ccccc1O,1
JCQLPDZCNSVBMS-UHFFFAOYSA-N,c1ccc(COc2ccc3[nH]ccc3c2)cc1,1
RIKCMEDSBFQFAL-UHFFFAOYSA-N,CCCCCCCCOC(=O)c1ccc(O)cc1,1
WDZGGAFMGIOIQS-UHFFFAOYSA-N,O=C(C=Cc1ccc([N+](=O)[O-])cc1)c1ccccc1,1
UXIGWFXRQKWHHA-UHFFFAOYSA-N,CNC(=O)c1c(I)c(NC(C)=O)c(I)c(C(=O)O)c1I,0
LNETULKMXZVUST-UHFFFAOYSA-N,O=C(O)c1cccc2ccccc12,1
DCFDVJPDXYGCOK-UHFFFAOYSA-N,O=CC1CC=CCC1,1
YFDSDPIBEUFTMI-UHFFFAOYSA-N,OCC(Br)(Br)Br,1
MNNZINNZIQVULG-UHFFFAOYSA-N,ClCCc1ccccc1,1
WVRFSLWCFASCIS-UHFFFAOYSA-N,CCC1CCC(CCC(=O)O)C1,1
KEJXLQUPYHWCNM-UHFFFAOYSA-N,CCCOC(=O)Cc1ccc(OCC(=O)N(CC)CC)c(OC)c1,0
YEXOWHQZWLCHHD-UHFFFAOYSA-N,CC(C)(C)c1cc(C(=O)O)cc(C(C)(C)C)c1O,1
GOLSFPMYASLXJC-UHFFFAOYSA-N,CC(=O)OCCN(C)C,1
PTHLEKANMPKYDB-UHFFFAOYSA-N,CCC(=O)c1c(O)cc(O)cc1O,1
CQQUWTMMFMJEFE-UHFFFAOYSA-N,CCN(CC)C(=O)CCl,1
JOIYKSLWXLFGGR-UHFFFAOYSA-N,N#CCc1cccc(C(F)(F)F)c1,1
GDGIVSREGUOIJZ-UHFFFAOYSA-N,Nc1n[nH]c(=S)s1,1
IWJGMJHAIUBWKT-UHFFFAOYSA-N,Cc1cc(Br)ccc1O,1
MKIJJIMOAABWGF-UHFFFAOYSA-N,COC(=O)CS,1
ZLVFYUORUHNMBO-UHFFFAOYSA-N,Cc1cc(Br)cc(C)c1O,1
URZHQOCYXDNFGN-UHFFFAOYSA-N,C[Si]1(CCC(F)(F)F)O[Si](C)(CCC(F)(F)F)O[Si](C)(CCC(F)(F)F)O1,1
FKHNZQFCDGOQGV-UHFFFAOYSA-N,Cc1nc2ccccc2nc1C,1
VGZCKCJMYREIKA-UHFFFAOYSA-N,CC(=O)c1c(C)c[nH]c1C,1
RSPZSDWVQWRAEF-UHFFFAOYSA-N,C#CCCCC#C,1
FILKGCRCWDMBKA-UHFFFAOYSA-N,Clc1cccc(Cl)n1,1
FATBKZJZAHWCSL-UHFFFAOYSA-N,Clc1cc(Cl)c(Cl)nc1Cl,1
ZKKBIZXAEDFPNL-UHFFFAOYSA-N,CN(C)C=CC#N,1
CQZIEDXCLQOOEH-UHFFFAOYSA-N,N#CCCBr,1
SHKUUQIDMUMQQK-UHFFFAOYSA-N,C(CCOCC1CO1)COCC1CO1,1
YSUQLAYJZDEMOT-UHFFFAOYSA-N,CCCCOCC1CO1,1
YADZSMVDNYXOOB-UHFFFAOYSA-N,Oc1c(Br)cc(Br)c(O)c1Br,1
SZEGKVHRCLBFKJ-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCCNC,1
WPGHPGAUFIJVJF-UHFFFAOYSA-N,Clc1cncc(Cl)c1,1
MBDUKNCPOPMRJQ-UHFFFAOYSA-N,Nc1ccc(C(=O)O)c(Cl)c1,1
BSAIUMLZVGUGKX-UHFFFAOYSA-N,CCCCCCC=CC=O,1
WYMDDFRYORANCC-UHFFFAOYSA-N,O=C(O)CN(CC(=O)O)CC(O)CN(CC(=O)O)CC(=O)O,1
JVMSQRAXNZPDHF-UHFFFAOYSA-N,Nc1ccc(S(=O)(=O)O)c(N)c1,1
ZQKNBDOVPOZPLY-UHFFFAOYSA-N,C[Si](C)(C)CO,1
IJALWSVNUBBQRA-UHFFFAOYSA-N,Cc1cc(O)ccc1C(C)C,1
UXUCVNXUWOLPRU-UHFFFAOYSA-N,N#CSCCl,1
OKKRPWIIYQTPQF-UHFFFAOYSA-N,C=C(C)C(=O)OCC(CC)(COC(=O)C(=C)C)COC(=O)C(=C)C,1
CHUGKEQJSLOLHL-UHFFFAOYSA-N,OCC(CO)(CBr)CBr,1
ZVQXQPNJHRNGID-UHFFFAOYSA-N,CC(C)(C#N)C(C)(C)C#N,1
AULKDLUOQCUNOK-UHFFFAOYSA-N,O=C(O)c1cc(Cl)c(O)c(Cl)c1,1
IPRJXAGUEGOFGG-UHFFFAOYSA-N,CCCCNS(=O)(=O)c1ccccc1,1
KMVWNDHKTPHDMT-UHFFFAOYSA-N,c1ccc(-c2nc(-c3ccccn3)nc(-c3ccccn3)n2)nc1,1
JQZIKLPHXXBMCA-UHFFFAOYSA-N,SC(c1ccccc1)(c1ccccc1)c1ccccc1,1
FPPLREPCQJZDAQ-UHFFFAOYSA-N,CC(C#N)CCC#N,1
LKRDZKPBAOKJBT-UHFFFAOYSA-N,CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CCC5(C)C(C7=CC(=O)OC7)C(O)CC65O)C4)OC3C)OC2C)CC(O)C1O,0
JPBLHOJFMBOCAF-UHFFFAOYSA-N,Nc1nc2ccccc2o1,1
SVEUVITYHIHZQE-UHFFFAOYSA-N,CNc1ccccn1,1
XQWBMZWDJAZPPX-UHFFFAOYSA-N,NC(=S)c1cccnc1,1
ZLKMOIHCHCMSFW-UHFFFAOYSA-N,O=C(O)c1cccc(Cl)n1,1
OHKOGUYZJXTSFX-UHFFFAOYSA-N,CC1(C)SC2C(NC(=O)C(C(=O)O)c3ccsc3)C(=O)N2C1C(=O)O,0
ADVGKWPZRIDURE-UHFFFAOYSA-N,CC(=O)Nc1ccccc1O,1
NKKMVIVFRUYPLQ-UHFFFAOYSA-N,CC=CC#N,1
SFJRUJUEMVAZLM-UHFFFAOYSA-N,CC(C)(C)OCC1CO1,1
CUTFAPGINUFNQM-UHFFFAOYSA-N,O=[N+]([O-])c1cc(Br)ccc1O,1
IJFXRHURBJZNAO-UHFFFAOYSA-N,O=C(O)c1cccc(O)c1,1
RQKFYFNZSHWXAW-UHFFFAOYSA-N,Cc1ccc(N)cc1Cl,1
GRXMMIBZRMKADT-UHFFFAOYSA-N,Cc1ccc(N)cc1Br,1
HUIYGGQINIVDNW-UHFFFAOYSA-N,CCCCOC(=O)c1ccccc1N,1
YZXBAPSDXZZRGB-UHFFFAOYSA-N,CCCCCC=CCC=CCC=CCC=CCCCC(=O)O,1
FZTUYJOGFLNTCH-UHFFFAOYSA-N,NC(=O)OCC(COC(N)=O)c1ccccc1,0
URWAJWIAIPFPJE-UHFFFAOYSA-N,CNC1C(O)C(OC2C(N)CC(N)C(OC3OC(CN)=CCC3N)C2O)OCC1(C)O,0
KEECCEWTUVWFCV-UHFFFAOYSA-N,CCN(CC)CCNC(=O)c1ccc(NC(C)=O)cc1,0
GPNAVOJCQIEKQF-UHFFFAOYSA-N,Nc1nc2ccc([N+](=O)[O-])cc2s1,1
XWTIDFOGTCVGQB-UHFFFAOYSA-N,CCCCOC(=O)C(=O)C1C(C)CC2C3CC(F)C4=CC(=O)C=CC4(C)C3C(O)CC21C,0
XBMIVRRWGCYBTQ-UHFFFAOYSA-N,CCC(OC(C)=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1,0
RZVINYQDSSQUKO-UHFFFAOYSA-N,C=CC(=O)OCCOc1ccccc1,1
FXGQUGCFZKMIJW-UHFFFAOYSA-N,Nc1c(F)c(N)c(F)c(F)c1F,1
GJAWHXHKYYXBSV-UHFFFAOYSA-N,O=C(O)c1cccnc1C(=O)O,1
CWJNMKKMGIAGDK-UHFFFAOYSA-N,COc1ccccc1OC(=O)CNC(=O)Cc1ccc(C(=O)c2ccc(C)cc2)n1C,0
HDVRLUFGYQYLFJ-UHFFFAOYSA-N,COc1cc(O)cc(O)c1,1
XBLVHTDFJBKJLG-UHFFFAOYSA-N,CCOC(=O)c1cccnc1,1
ZMCHBSMFKQYNKA-UHFFFAOYSA-N,Nc1ccccc1S(=O)(=O)O,1
XDTTUTIFWDAMIX-UHFFFAOYSA-N,Cc1cc(C(=O)O)ccc1[N+](=O)[O-],1
ZAZKJZBWRNNLDS-UHFFFAOYSA-N,CCCCCCCCCCCCCC(=O)OC,1
HQYALQRYBUJWDH-UHFFFAOYSA-N,CCC[Si](OC)(OC)OC,1
JJQZDUKDJDQPMQ-UHFFFAOYSA-N,CO[Si](C)(C)OC,1
BPXVHIRIPLPOPT-UHFFFAOYSA-N,O=c1n(CCO)c(=O)n(CCO)c(=O)n1CCO,1
UIAFKZKHHVMJGS-UHFFFAOYSA-N,O=C(O)c1ccc(O)cc1O,1
JXZZEXZZKAWDSP-UHFFFAOYSA-N,O=C(NC1CCN(CCc2c[nH]c3ccccc23)CC1)c1ccccc1,0
YIJYFLXQHDOQGW-UHFFFAOYSA-N,C=CC(=O)OCCn1c(=O)n(CCOC(=O)C=C)c(=O)n(CCOC(=O)C=C)c1=O,1
JOBBTVPTPXRUBP-UHFFFAOYSA-N,O=C(CCS)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS,1
HDFFVHSMHLDSLO-UHFFFAOYSA-N,O=P(O)(OCc1ccccc1)OCc1ccccc1,1
KDOWHHULNTXTNS-UHFFFAOYSA-N,CC(O)C#CC(C)O,1
QWDBCIAVABMJPP-UHFFFAOYSA-N,CC(C)OC(=O)c1ccccc1C(=O)OC(C)C,1
DPQYRXNRGNLPFC-UHFFFAOYSA-N,O=[N+]([O-])c1cc(C(F)(F)F)c(Cl)c([N+](=O)[O-])c1Cl,1
DGDAVTPQCQXLGU-UHFFFAOYSA-N,Cc1cccc(C(=O)O)c1[N+](=O)[O-],1
PCNFLKVWBDNNOW-UHFFFAOYSA-N,NNc1ccc(C(=O)O)cc1,1
WFJRIDQGVSJLLH-UHFFFAOYSA-N,COC(=O)NN,1
XFUOBHWPTSIEOV-UHFFFAOYSA-N,O=C(OCC1CO1)C1CCCCC1C(=O)OCC1CO1,1
CHWNEIVBYREQRF-UHFFFAOYSA-N,CCc1ccc(O)c(OC)c1,1
MXHTZQSKTCCMFG-UHFFFAOYSA-N,c1ccc(CN(Cc2ccccc2)Cc2ccccc2)cc1,1
FVCOIAYSJZGECG-UHFFFAOYSA-N,CCN(O)CC,1
OVISMSJCKCDOPU-UHFFFAOYSA-N,ClCCCCCCCl,1
GGUBFICZYGKNTD-UHFFFAOYSA-N,CCOC(=O)CP(=O)(OCC)OCC,1
JPZOAVGMSDSWSW-UHFFFAOYSA-N,Nc1nc(Cl)cc(Cl)n1,1
GDOPTJXRTPNYNR-UHFFFAOYSA-N,CC1CCCC1,1
RVYGVBZGSFLJKH-UHFFFAOYSA-N,CCCCCCOC(=O)c1cccnc1,1
KBPUBCVJHFXPOC-UHFFFAOYSA-N,CCOC(=O)c1ccc(O)c(O)c1,1
PWZDJIUQHUGFRJ-UHFFFAOYSA-N,Clc1ccccc1N1CCNCC1,1
JUVSRZCUMWZBFK-UHFFFAOYSA-N,Cc1ccc(N(CCO)CCO)cc1,1
ANUSOIHIIPAHJV-UHFFFAOYSA-N,Oc1ccc(Cl)cc1Sc1cc(Cl)ccc1O,1
WAVOOWVINKGEHS-UHFFFAOYSA-N,CCN(CC)c1cccc(O)c1,1
ALIFPGGMJDWMJH-UHFFFAOYSA-N,c1ccc(N=NNc2ccccc2)cc1,1
WAPNOHKVXSQRPX-UHFFFAOYSA-N,CC(O)c1ccccc1,1
HFCFJYRLBAANKN-UHFFFAOYSA-N,Cc1c(N)cccc1[N+](=O)[O-],1
CQRYARSYNCAZFO-UHFFFAOYSA-N,OCc1ccccc1O,1
JCVQKRGIASEUKR-UHFFFAOYSA-N,CCO[Si](OCC)(OCC)c1ccccc1,1
VHLLJTHDWPAQEM-UHFFFAOYSA-N,CC(C)CC(C)(c1ccc(O)cc1)c1ccc(O)cc1,1
HMZGPNHSPWNGEP-UHFFFAOYSA-N,C=C(C)C(=O)OCCCCCCCCCCCCCCCCCC,1
WJJMNDUMQPNECX-UHFFFAOYSA-N,O=C(O)c1cccc(C(=O)O)n1,1
JUQLTPCYUFPYKE-UHFFFAOYSA-N,Cc1nc2sccn2c(=O)c1CCN1CCC(=C(c2ccc(F)cc2)c2ccc(F)cc2)CC1,0
OHJMTUPIZMNBFR-UHFFFAOYSA-N,NC(=O)NC(N)=O,1
HMBNQNDUEFFFNZ-UHFFFAOYSA-N,C=COCCCCO,1
CTQNGGLPUBDAKN-UHFFFAOYSA-N,Cc1ccccc1C,1
VMZVBRIIHDRYGK-UHFFFAOYSA-N,CN(C)Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,1
POSWICCRDBKBMH-UHFFFAOYSA-N,CC1CC(=O)CC(C)(C)C1,1
WKEDVNSFRWHDNR-UHFFFAOYSA-N,O=C(Nc1ccccc1)c1ccccc1O,1
WMPDAIZRQDCGFH-UHFFFAOYSA-N,COc1cccc(C=O)c1,1
BMVWCPGVLSILMU-UHFFFAOYSA-N,O=C1c2ccccc2CCc2ccccc21,1
IBODDUNKEPPBKW-UHFFFAOYSA-N,BrCCCCCBr,1
MOZDKDIOPSPTBH-UHFFFAOYSA-N,O=C(OCc1ccccc1)c1ccc(O)cc1,1
VTIMKVIDORQQFA-UHFFFAOYSA-N,CCCCC(CC)COC(=O)c1ccc(O)cc1,1
BXJZZJYNVIDEKG-UHFFFAOYSA-N,CC(=O)c1ccc(Cl)c(Cl)c1Cl,1
KFUSEUYYWQURPO-UPHRSURJSA-N,Cl/C=C\Cl,1
FQXQBFUUVCDIRK-UHFFFAOYSA-N,O=C(O)c1cccc(C(F)(F)F)c1,1
PYOKUURKVVELLB-UHFFFAOYSA-N,COC(OC)OC,1
OKJFKPFBSPZTAH-UHFFFAOYSA-N,O=C(c1ccc(O)cc1)c1ccc(O)cc1O,1
ZQTNQVWKHCQYLQ-UHFFFAOYSA-N,CCCCc1oc2ccc(NS(C)(=O)=O)cc2c1C(=O)c1ccc(OCCCN(CCCC)CCCC)cc1,0
KOFZTCSTGIWCQG-UHFFFAOYSA-N,CCCCCCCCCCCCCCBr,1
CQLOYHZZZCWHSG-UHFFFAOYSA-N,Cc1cccc2nccnc12,1
QMHIMXFNBOYPND-UHFFFAOYSA-N,Cc1cscn1,1
XPAQFJJCWGSXGJ-UHFFFAOYSA-N,Nc1ccc(NC(=O)c2ccc(N)cc2)cc1,1
TVMXDCGIABBOFY-UHFFFAOYSA-N,CCCCCCCC,1
VYXHVRARDIDEHS-UHFFFAOYSA-N,C1=CCCC=CCC1,1
NFCPRRWCTNLGSN-UHFFFAOYSA-N,Nc1ccccc1Nc1ccccc1,1
KMWHQYDMBYABKL-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCI,1
