InChIKey,SMILES,Mutagenicity_target
TUQQCMYCSWRQCO-UHFFFAOYSA-N,Nc1nc(NO)c2ncn(C3OC(CO)C(O)C3O)c2n1,1
YJDMFDPMOCFIRI-UHFFFAOYSA-N,c1cc2c3c(c4c(ccc5ccccc54)cc3c1)C1OC21,1
BWHOZHOGCMHOBV-FPLPWBNLSA-N,CC(=O)/C=C\c1ccccc1,1
KKTUEFLBKSWCII-UHFFFAOYSA-N,CCCCCOc1ccc(N=O)cc1,1
SIEAXQLZOYXGMS-UHFFFAOYSA-N,Cc1ccc(NCCCl)cc1,1
XTMZLPXHFVUXSA-UHFFFAOYSA-N,O=P(OCCC(Br)CBr)(OCCC(Br)CBr)OCCC(Br)CBr,0
QELFRAMSIASYLB-UHFFFAOYSA-N,COc1ccc2nc3c(cc2c1)-c1cccc2cccc-3c12,1
ZLFQPJMNTQAMSX-GATIEOLUSA-N,O=[N+]([O-])c1ccc2c(c1)nc(/C=N/OCc1ccccc1[N+](=O)[O-])n2Cc1ccc(Cl)cc1Cl,1
PQXKWPLDPFFDJP-ZXZARUISSA-N,C[C@@H]1O[C@@H]1C,1
SGDBTWWWUNNDEQ-GFCCVEGCSA-N,N[C@H](Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O,1
LFCWFVPSUMBNQM-LLVKDONJSA-N,C[C@@H](O)c1ccc2ccc3cccc4ccc1c2c34,1
LAXXPOJCFVMVAX-UHFFFAOYSA-N,CCCCSCCC(N)C(=O)O,0
LZSSMVFMSDPHCN-UHFFFAOYSA-N,CCC1(C(C)O)OC1(C(N)=O)C(=O)OC,0
YILRCDLYJGTFTH-UHFFFAOYSA-N,Nc1ccc(N=Nc2ccc(N=Nc3c(S(=O)(=O)O)cc4cc(S(=O)(=O)O)c(N=Nc5ccc(N=Nc6ccc(N)cc6N)cc5)c(O)c4c3N)cc2)c(N)c1,1
ITGZYPQCNIMBRB-UHFFFAOYSA-N,Cc1nc2c(ccc3ccc4ccc(O)cc4c32)[nH]1,1
GKNMRKKWVRAAOW-UHFFFAOYSA-N,CC(=O)ON(OC(C)C)C(=O)c1ccccc1,1
UZRBMLVHWQLFQF-UHFFFAOYSA-N,CC(C)c1cc(-c2ccccc2)ccc1N,1
YNFWZKLFAYROMP-UHFFFAOYSA-N,ClCc1cc2cccc3ccc4cc5ccccc5c1c4c32,1
GYJVJVCHHDSELE-UHFFFAOYSA-N,COC1=CC(=O)c2c(nc(C)c3c2[nH]c2ccccc23)C1=O,1
MEXUFEQDCXZEON-UHFFFAOYSA-N,FC(F)(Cl)Br,0
SDFLTYHTFPTIGX-UHFFFAOYSA-N,Cn1c2ccccc2c2ccccc21,1
BQARVUKCXRAJKO-UHFFFAOYSA-N,O=Nc1ccc2ccc3c4c(cc5ccc1c2c53)CCCC4,1
JUVIOZPCNVVQFO-NDXORKPFSA-N,C=C(C)[C@@H]1Cc2c(ccc3c2O[C@H]2COc4cc(OC)c(OC)cc4[C@@H]2C3=O)O1,0
FILGBJILVWQQMH-UHFFFAOYSA-N,OCc1ccc2c(c1)-c1cccc3cccc-2c13,1
PCLIMKBDDGJMGD-UHFFFAOYSA-N,O=C1CCC(=O)N1Br,1
HHNJBDDZFYZPLE-UHFFFAOYSA-N,Cn1c2ccc3cc2c(=S)c2cc(ccc21)OCCOCCOCCOCCOCCOCCO3,0
CMOKUAFPPCEHHF-UHFFFAOYSA-N,CNC(=O)NO,0
QRRSIFNWHCKMSW-UHFFFAOYSA-N,Cc1ccc([N+](=O)[O-])c(C(=O)O)c1,1
LCDJFVGAKJGCGB-QMMMGPOBSA-N,O=[N+]([O-])c1ccc(O[C@H]2CO2)cc1,1
HBFJNZBYSXSNHZ-UHFFFAOYSA-N,[O-][n+]1cc2ncccc2cn1,0
XYMGVEWHYUINOJ-UHFFFAOYSA-N,Cc1ccc2c(c1)-c1cc3ccccc3c3cc4ccccc4c-2c13,1
VYZKVUIQCRWXJH-UHFFFAOYSA-N,Cc1ccc2c(ccc3cc4ccccc4cc32)c1,1
FMBIUNYFMCJJEE-UHFFFAOYSA-N,c1ccc2c(c1)Cc1ccc3ccc4ccccc4c3c1-2,0
PUYRISKXBBQECH-UHFFFAOYSA-N,CCCCCCCCC1OC1CCCCCCCC(=O)OCC(CC)CCCC,0
YIPVUXAMZQBALD-UHFFFAOYSA-N,N#[N+][N-]CCC(=O)O,1
CPERTUHFXCKOES-UHFFFAOYSA-N,O=S(=O)(O)c1cc(N=Nc2c(O)ccc3ccccc23)ccc1-c1ccc(N=Nc2c(O)ccc3ccccc23)cc1S(=O)(=O)O,0
LLBQOVSJZWEDIE-UHFFFAOYSA-N,OC1c2c(ccc3c2ccc2ccccc23)C2OC2C1O,1
PYXBIIXXYVBVLU-UHFFFAOYSA-N,CC(C)(C)NCC(O)COc1ccc(O)cc1C1CCCC1,0
BGQHJKADBZPYGJ-UHFFFAOYSA-N,CCCCC(S)(CCC)CCCC,0
KFEZETDKFSMLMG-UHFFFAOYSA-N,Nc1ccccc1C(=O)OC1CCCCC1,0
WOYLPIYYFXVRAN-UHFFFAOYSA-N,Cn1c([N-][N+]#N)nc2ccc3ccccc3c21,1
AYSOUYKQIUYGFR-UHFFFAOYSA-N,CC1(C)CC(N)CC(C)(C)N1O,1
NQTADLQHYWFPDB-UHFFFAOYSA-N,O=C1CCC(=O)N1O,0
WMRIUQRPGNNURG-UHFFFAOYSA-N,CC(=O)ON(OCc1ccccc1)C(=O)c1ccccc1,1
KVDKMCOTAUKHLC-OAHLLOKOSA-N,C=C[C@@H](OC(C)=O)c1ccc(OC)c2ccccc12,1
YMROFIDYOYMCOT-UHFFFAOYSA-N,C1=Cc2c(ccc3ccc4ccccc4c23)C1,1
AMJPOSPVYFVPOR-UHFFFAOYSA-N,O=[N+]([O-])c1cc(-c2cccc([N+](=O)[O-])c2O)ccc1O,0
MALKRPRQNKEVSK-UHFFFAOYSA-N,N#[N+][N-]CC(O)c1ccccc1,1
XKAFKUGMXFMRCC-UHFFFAOYSA-N,NC(=O)N(c1ccccc1)c1ccccc1,0
CWFINLADSFPMHF-UHFFFAOYSA-N,ONc1cccc2ccccc12,1
PIJVASQAQLIDRI-UHFFFAOYSA-N,OC1c2ccc3nc4ccc5ccccc5c4cc3c2C2OC2C1O,1
RPQRDASANLAFCM-RXMQYKEDSA-N,C=CC(=O)OC[C@H]1CO1,1
WIAULBKJEJHCOJ-UHFFFAOYSA-N,O=Nc1ccc2ccc3cc4ccccc4c4ccc1c2c34,1
YWMTVUUYOAIDBC-RYUDHWBXSA-N,C[C@H]1C(C)(C)c2cc3c(cc2C1(C)C)[C@H](C)OCC3,0
MYERGISJXHBTKE-UHFFFAOYSA-N,CCn1cc(C(=O)O)c(=O)c2cc(F)c(-c3ccc(O)cc3)c(F)c21,1
XVUSKMFUTWIAKL-UHFFFAOYSA-N,NC(=O)N(c1ccccc1)c1ccc(C(=O)O)cc1,1
HXXLWTPFYWMBSC-UHFFFAOYSA-N,O=[N+]([O-])c1cc(Cl)c(N=Nc2ccc(N(CCO)CCO)cc2Cl)c(Cl)c1,1
KJMKAWHFLAYVBS-UHFFFAOYSA-N,COc1ccc2c(c1)-c1nccc3cc(OC)c(OC)c(c13)C2=O,1
SNMBQVDTTQLUAP-UHFFFAOYSA-N,Cc1cnc2c(n1)c(C)cc1c2nc(N)n1C,1
GYESAYHWISMZOK-UHFFFAOYSA-N,Oc1cccc2ncccc12,1
CWXUUUREGLBAQA-UHFFFAOYSA-N,CN(C)CCNC(=O)c1cccc2cc(-c3ccccc3)oc12,1
UELYVRHCROBZCL-UHFFFAOYSA-N,C=C(C)c1ccc(C)c2ccc(CO)c-2c1,1
CFJYNSNXFXLKNS-UHFFFAOYSA-N,CC1CCC(C(C)C)CC1,0
YYVYAPXYZVYDHN-UHFFFAOYSA-N,O=C1C(=O)c2ccccc2-c2ccccc21,0
IKVXMGABJCJXTD-UHFFFAOYSA-N,CC(=O)Nc1ccc2c(=O)c(=O)c3cccc4ccc1c2c43,1
YJQJOONVCZZDPE-UHFFFAOYSA-N,CC(C)(C)c1cc(-c2ccccc2)ccc1NO,1
MTFJSAGADRTKCI-YVMONPNESA-N,O/N=C/c1ccccn1,0
WWTKOCFTVBUGIJ-UHFFFAOYSA-N,ClCc1ccc2ccc3cc4ccccc4c4ccc1c2c34,0
CXZOCEZMGWOOFD-UHFFFAOYSA-N,Nc1cccc2c1ccc1ccccc12,1
SRNADEMZUKHZGO-UHFFFAOYSA-N,CN1CCN(c2cc3c(cc2F)n2c(=O)[nH]c(=O)cc2n3C2CC2)CC1,1
NJHURJLQAMUPST-UHFFFAOYSA-N,COc1nncc2ncccc12,0
SRSPQXBFDCGXIZ-JTQLQIEISA-N,N[C@@H](CCC(=O)NNc1ccc(CO)cc1)C(=O)O,1
HZKMTYYMOHISRX-UHFFFAOYSA-N,O=[N+]([O-])c1c2c(c3ccc4cccc5ccc1c3c45)CCC=C2,1
UNTSJRBZLAUZBX-VFXGIBKTSA-N,COC(=O)/C=C/C(C)=C\C=C\C(C)=C\C=C\C=C(C)\C=C\C=C(C)\C=C\C(=O)OC,1
GFYCENKHMQJSCM-UHFFFAOYSA-N,Cn1cnc(-c2ccccc2)c1N=O,1
ZKWHSGRDDNYNAN-UHFFFAOYSA-N,c1ccc2c(c1)ccc1c3cccnc3ccc21,1
FZEVMBJWXHDLDB-UHFFFAOYSA-N,O=C1CC2SCC=CN12,0
AFYFSKQCEUFIJU-UHFFFAOYSA-N,O=[N+]([O-])c1cc2c(cc1O)[nH]c1ccccc12,1
JYNVRRQCZATZKK-AATRIKPKSA-N,COC(=O)/C(C)=C/c1ccc([N+](=O)[O-])o1,1
CQGDBBBZCJYDRY-UHFFFAOYSA-N,COc1cccc2c1C(=O)c1ccccc1C2=O,1
LHXDLQBQYFFVNW-XCBNKYQSSA-N,CC1(C)C(=O)[C@@]2(C)CC[C@@H]1C2,0
FBSVHCGELQWERO-UHFFFAOYSA-N,N#CC1=C(C#N)SCCS1,0
WEQODPBVLBGVHC-UHFFFAOYSA-N,CN(C=O)N=O,1
SADYUZSTFFUBBP-UHFFFAOYSA-N,CC1(C)C=C(C(=O)O)C(C)(C)N1O,0
JDAGVHRXQORNKW-UHFFFAOYSA-N,CC(C)CN(N)CC(C)C,1
HAADFRCWPFJSDV-UHFFFAOYSA-N,Cc1cc(C)c2cc(C)c(N)cc2n1,1
QHJBGRJFPMGMCB-JXFKEZNVSA-N,N#Cc1ccc(C[C@@]23C[C@H](N=[N+]=[N-])CN2C(=O)N(c2cc(Cl)cc(Cl)c2)C3=O)cc1,1
OMBCVEKVDBLGBE-UHFFFAOYSA-N,CC(=O)ON(OCc1ccc(C(C)(C)C)cc1)C(=O)c1ccccc1,1
ZADHMFULSQPYAC-UHFFFAOYSA-N,CC(=O)Nc1nc(-c2cc([N+](=O)[O-])cs2)cs1,1
BQFCCCIRTOLPEF-UHFFFAOYSA-N,Cc1ccccc1N=Nc1c(O)ccc2ccccc12,1
LIRCDOVJWUGTMW-GWCFXTLKSA-N,O=C(O)CCC(=O)OC[C@H](NC(=O)C(Cl)Cl)[C@@H](O)c1ccc([N+](=O)[O-])cc1,0
WQUWYGUELXRTCC-UHFFFAOYSA-N,COc1nsc2ccc(N)cc12,1
QGQILXBVXCHHOM-GJZGRUSLSA-N,O=C(c1ccccc1)[C@@H]1O[C@H]1c1ccc([N+](=O)[O-])cc1,0
QMVDCUCAPJTHNE-VSZNYVQBSA-N,O[C@@H]1[C@H]2O[C@H]2c2cc3c(ccc4ccccc43)cc2[C@H]1O,1
QZVGOOACZKWFBZ-UHFFFAOYSA-N,Cc1c2c(nc3ccc(CO)cc13)-c1ccccc1C1OC21,0
HEGJVGOXYJDSJY-UHFFFAOYSA-N,Fc1cccc2cc3c(cc12)-c1cccc2cccc-3c12,1
NMUCSGKFOQYCFY-UHFFFAOYSA-N,Fc1ccc2c3c(cccc13)-c1cc3ccccc3cc1-2,1
MUKJDVAYJDKPAG-RXMQYKEDSA-N,C=CC(=O)OC[C@H](Br)CBr,1
ZUZJJOZXFBPXOA-UHFFFAOYSA-N,CC(=O)Nc1ccc(N=Nc2ccc(N(C)C)cc2)cc1,1
KIHQWOBUUIPWAN-UHFFFAOYSA-N,Nc1cc2ccccc2c2ccccc12,1
PGSVQALYZWZFIE-UHFFFAOYSA-N,O=[N+]([O-])c1cccc2c1c([N+](=O)[O-])cc1cccc([N+](=O)[O-])c12,1
WMJXSMKPBWRRFS-UHFFFAOYSA-N,O=C(O)CCC(=O)Nc1cc(Cl)c(Cl)c(Cl)c1,0
GBMJDWKCPRQQMY-UHFFFAOYSA-N,COc1ccc2cc3c4c(cc(OC)c(OC)c4c2c1)CCN3C,0
FLSXKOXUGJCABQ-UHFFFAOYSA-N,Fc1ccc(F)c2c1ccc1ncccc12,1
SNFCQJAJPFWBDJ-UHFFFAOYSA-N,COc1ccc(-c2nc(-c3ccccc3)c(-c3ccccc3)[nH]2)cc1,1
IDPGVJRVFCBNKY-UHFFFAOYSA-N,O=S(=O)(Nc1ccc(Cl)cc1)c1cccc2cccnc12,0
BCSPAFSTKFSEGV-UHFFFAOYSA-N,COC(=O)c1oc(N(OC(C)=O)C(C)=O)c(-c2ccccc2)c1-c1ccccc1,0
FHCLGDLYRUPKAM-UHFFFAOYSA-N,BrCC(Br)CBr,1
DTOSIQBPPRVQHS-IUQGRGSQSA-N,CC/C=C/C/C=C/C/C=C/CCCCCCCC(=O)O,0
OEONEHOVSJDOGK-UHFFFAOYSA-N,CC(=O)Nc1ccnc2ccccc12,0
NZPKARLAFLAVLO-UHFFFAOYSA-N,CNP(=S)(N1CC1)N1CC1,1
OGWGPENEZHHLHI-UHFFFAOYSA-N,BrCc1c2cccc3ccc4cc5cccc6ccc1c(c65)c4c32,1
FRPNYDRHOLAYDZ-UHFFFAOYSA-N,Nc1ccc2nc3c(N)cccc3nc2c1,1
NXTAUOKPRBKNBV-UHFFFAOYSA-N,CCCCN(CCCO)N=O,1
APQIUTYORBAGEZ-UHFFFAOYSA-N,CC(Br)Br,0
CDZAAIHWZYWBSS-UHFFFAOYSA-N,C=CC(=O)OCCBr,1
HKBLETIHDJLCQB-FPLPWBNLSA-N,O=[N+]([O-])c1ccccc1SS/C(Cl)=C(\Cl)C(F)(F)F,1
ILGCAHDCGCCOAB-UHFFFAOYSA-N,Cc1nc2c(C)cc3c(nc(N)n3C)c2nc1C,1
SYHFHUDMXDPQKQ-UHFFFAOYSA-N,CC(=O)OCNC(=O)c1ccc(Cl)cc1,0
VLBYEJLMIIVJIG-UHFFFAOYSA-N,CC12OOC1(C)c1ccccc1O2,1
LQIOLFAOWGBWPX-UHFFFAOYSA-N,CN1CCN(c2cc3c(cc2F)n2c(=O)n(O)c(=O)cc2n3C2CC2)CC1,1
KIFVOLVBGXELHT-UHFFFAOYSA-N,CC(C)(C)OC(=O)NC(C[N-][N+]#N)C(=O)O,1
JWBOIMRXGHLCPP-CYBMUJFWSA-N,Clc1ccc([C@H](c2ccccc2Cl)C(Cl)Cl)cc1,0
FAPCZAUMFXUDMS-UHFFFAOYSA-N,O=C1OC(O)C(C(Br)Br)=C1Br,1
CSTPONPRTFVJLO-UHFFFAOYSA-N,CC(=O)Nc1cccc(N)c1C(=O)O,1
KVTYWHGIZSCFLG-UHFFFAOYSA-N,CCCCCC(=O)Cc1cc(O)cc2c1C(=O)Oc1cc(O)c(C(=O)O)c(CCCCC)c1O2,0
MLUCVPSAIODCQM-IHWYPQMZSA-N,C/C=C\C=O,1
ZAYJHYHOTQVNOB-UHFFFAOYSA-N,OC1C2=c3c(cc4cccc5ccc(c3c54)C1O)-c1ccccc12,0
FLPAHYRBIDJSAP-UHFFFAOYSA-N,Fc1cnc2cccc(F)c2c1,0
SMJCMQYKZFYJPG-UHFFFAOYSA-N,N#CCCC(=O)CCc1ccc(C(=O)O)cc1,1
TUDDRKKJHAHZAS-SNAWJCMRSA-N,N#Cc1cccc(/C=C/c2ccc([N+](=O)[O-])cc2)c1,1
CYYDNXCYDWWSPS-VKHMYHEASA-N,ClC(Cl)(Cl)C[C@H]1CO1,1
VQHSOMBJVWLPSR-WUJBLJFYSA-N,OC[C@@H](O)[C@@H](O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)[C@H](O)[C@@H](O)CO,0
ZLANIZQHCMOMHT-UHFFFAOYSA-N,c1ccc2c(c1)CCc1cc3ccc4c(c3cc1-2)CCCC4,1
FCMRHMPITHLLLA-UHFFFAOYSA-N,Cc1cccc([N+](=O)[O-])c1N,1
YWDAVUKHNHOYAX-UHFFFAOYSA-N,CCCN(CCCC(=O)O)N=O,1
LNBSOHHDTLWCJR-UHFFFAOYSA-N,Cc1cc2c(c3cc4ccccc4cc13)C=CC(O)C2O,1
UYKFQGJTSPECEU-GQCTYLIASA-N,CS/C(C)=N\OC(=O)N(C)N=O,1
ALWZPUMEIGJJOR-UHFFFAOYSA-N,O=C(/N=c1\sn(C(=O)c2ccc(Cl)c(Cl)c2)c2ccc([N+](=O)[O-])cc12)c1ccc(Cl)c(Cl)c1,1
HVKJVEJUJZDPAH-UHFFFAOYSA-N,CCCCCCCCSCN1C=CN(C)C1,0
ODWIKMRCLCFXPH-UHFFFAOYSA-N,c1cc2c3c(c1)C1OC1c1cccc(c1-3)C1OC21,1
WHNBDXQTMPYBAT-UHFFFAOYSA-N,CCCCC1CO1,0
JSJBYUNWLNWERF-UHFFFAOYSA-N,CNP(=O)(N(C)C)N(C)C,1
LNFYSRMCCKKDEH-UHFFFAOYSA-N,Brc1cc(Br)c(-c2c(Br)cc(Br)cc2Br)c(Br)c1,0
UUFCCPUIZIGBPJ-UHFFFAOYSA-N,CC(=O)Nc1ccc2c(c1OC(C)=O)Cc1ccccc1-2,0
YPHMISFOHDHNIV-SPFNVWMYSA-N,C[C@H]1C[C@@H](C)C(=O)[C@@H]([C@@H](O)CC2CC(=O)NC(=O)C2)C1,0
UERUOXROMVBEBV-UHFFFAOYSA-N,c1cnc2c(c1)C1OC1CC2,0
OAAQPYUFAOHUMT-UHFFFAOYSA-N,CCCCN(CCCC(=O)O)N=O,1
NAFQRMMXAUBUQJ-UHFFFAOYSA-N,Nc1ccc(Cc2cc(O)c(N)c(Cl)c2)cc1Cl,0
ASMCYZCLGKOSEL-UHFFFAOYSA-N,C1COCC2(C1)CO2,1
UJJYHXUOXFTWOO-RTBURBONSA-N,Cc1c2ccccc2cc2c3c(ccc12)[C@@H](O)[C@H](O)C=C3,1
HBIBQTBRVIDUFD-UHFFFAOYSA-N,CCSc1cc(Cc2ccc(N)c(SCC)c2)ccc1N,1
DCTOHCCUXLBQMS-UHFFFAOYSA-N,C=CCCCCCCCCC,0
FCTKKVJFTOQIOV-UHFFFAOYSA-N,[O-][n+]1cc2ccncc2cn1,0
RIOSDPIZGIWNMS-UHFFFAOYSA-N,COc1ccc(N=O)cc1,1
FBTJXIHXAORGIR-UHFFFAOYSA-N,Nc1ccc(Cc2ccc(NO)c(Cl)c2)cc1Cl,1
NWLUZGJDEZBBRH-LURJTMIESA-N,CC(C)OC[C@H]1CO1,1
ZRWPUFFVAOMMNM-SSDOTTSWSA-N,O=C1C=C2C(=CCO[C@H]2O)O1,0
ALQLPWJFHRMHIU-UHFFFAOYSA-N,O=C=Nc1ccc(N=C=O)cc1,0
GDBXGINJWUCJOZ-UHFFFAOYSA-N,O=C(CCCCl)/N=c1\sn(C(=O)CCCCl)c2ccc([N+](=O)[O-])cc12,1
AMBRBRILSDZRQV-UHFFFAOYSA-N,COc1cccc2c1C1(C)OOC1(C)O2,1
ZSISUTCDDLFJLH-UHFFFAOYSA-N,Cc1cnc2cc3nc(N)n(C)c3c(C)c2n1,1
BXCZPBRYAKLJTN-UHFFFAOYSA-N,Cc1ccc2c3c1ccc1cccc(c13)C2,1
DYXXRXZXTKRLFX-UHFFFAOYSA-N,Cc1ccc2c(c1)cc1ccc3cccc4ccc2c1c34,1
FKTHQEHUMZTLTL-UHFFFAOYSA-N,Cn1c([N-][N+]#N)nc2ncc(-c3ccccc3)cc21,1
OPECBHGHSFBITB-UHFFFAOYSA-N,O=C1C=C(Nc2ccccc2)C(=O)c2ccccc21,1
WXUAQHNMJWJLTG-VKHMYHEASA-N,C[C@@H](CC(=O)O)C(=O)O,0
ITBDROATCZHGRZ-BYPYZUCNSA-N,O=NN1CCS[C@H]1CO,1
ASVDRLYVNFOSCI-UHFFFAOYSA-N,Cc1cc2c3ccccc3ccc2c2ccccc12,1
AFQHMLMYZPOSFP-UHFFFAOYSA-N,O=C(COc1cc(Cl)c(Cl)cc1Cl)NC(Cc1c[nH]c2ccccc12)C(=O)O,0
DKGYKMLWNJDGAV-UHFFFAOYSA-N,Cc1c(C)c2c(nc(N)n2C)c2nccnc12,1
XVJHERXDPYDRSF-UHFFFAOYSA-N,CC(=O)N(Cl)c1ccc2c(c1)Cc1ccccc1-2,1
GULVFSMZESEJBN-FNORWQNLSA-N,CCCCOC(=O)/C=C/c1ccc([N+](=O)[O-])o1,1
ZKHILWNFXSZCCP-UHFFFAOYSA-N,Nc1ccc(Cc2ccc(N=O)c(Cl)c2)cc1Cl,0
KGHMWBNEMFNJFZ-UHFFFAOYSA-N,c1ccc2c(c1)cc1c3ccccc3c3cccc4ccc2c1c43,1
GNFMNRWHMUCFDL-UHFFFAOYSA-N,CCOc1cc2c(c3ccc4ccccc4c13)CCC2=O,0
POXKBPUNCDMQMW-UHFFFAOYSA-N,COc1c(Cl)ccc2oc3cc4c(c(OC)c3c(=O)c12)C1C=COC1O4,1
GSIMPFFHNIFXOI-UHFFFAOYSA-N,c1cnc2c(c1)ccc1c3cccnc3ccc12,1
YTGJWQPHMWSCST-GSVOUGTGSA-N,C[C@@H](S)C(=O)NCC(=O)O,0
GPKJTRJOBQGKQK-MRXNPFEDSA-N,CCN(CC)CCC[C@@H](C)Nc1c2ccc(Cl)cc2nc2ccc(OC)cc12,1
BOUGCJDAQLKBQH-UHFFFAOYSA-N,FC(Cl)C(F)(F)F,0
VPSOTEYZOPXZJE-UHFFFAOYSA-N,CC(=O)c1cccc2c1OC1(C)OOC21C,1
BDZLLSQFVYYANY-UHFFFAOYSA-N,CCC(C)Nc1snc2ccccc12,0
LBDRKRYEJXQHBG-UHFFFAOYSA-N,Cc1cnc2cc(CO)c3c(nc(N)n3C)c2n1,1
JQYVNWLYERETFN-HZRCXWLISA-N,CC(=O)OC[C@H]1O[C@@H](Oc2cccc3c2C(=O)c2c(O)cccc2C3=O)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,1
LESVOLZBIFDZGS-SSDOTTSWSA-N,CNC(=O)[C@@H](C)SCCSP(=O)(OC)OC,1
UDOPVQJLNAVEPC-UHFFFAOYSA-N,NC(=O)Nc1cccc2cccnc12,0
TUGYIJVAYAHHHM-UHFFFAOYSA-N,c1ccc2c(c1)cc1ccc3cc4ccccc4c4ccc2c1c34,1
OZOQTNHPJBUEGC-UHFFFAOYSA-N,OC1c2ccc3c4c5c(cccc5cc3c2C2OC2C1O)C=C4,1
WNZQPKSYFLJLML-UHFFFAOYSA-N,Cc1ccc2nsc(NC(=O)C(Cl)(Cl)Cl)c2c1,1
GSCLMSFRWBPUSK-VKHMYHEASA-N,C[C@H]1CC(=O)O1,1
FVNCCTJGBOTWTM-UHFFFAOYSA-N,Cc1cnc2ccc3c(nc(NO)n3C)c2n1,1
CIYFDLXPMQTVEI-UHFFFAOYSA-N,O=C(O)C=C(C(Cl)Cl)C(Cl)Cl,1
OUXAABAEPHHZPC-UHFFFAOYSA-N,CC1(C)C2CCC3(CO3)C1C2,0
MAKPCNLYPXBRFO-UHFFFAOYSA-N,Nc1c2ccccc2nc2ccc(I)cc12,1
CWFVZMIGLFGLCL-UHFFFAOYSA-N,O=C(ON(OCc1ccccc1)C(=O)c1ccccc1)c1ccccc1,1
XLRYBCRFFFGIBX-UHFFFAOYSA-N,COC(=O)c1ccc(N=Nc2ccc(N(C)OC(C)=O)cc2)cc1,1
XOZXSVNFAFZRLK-UHFFFAOYSA-N,CC(=O)OCC12OOC1(C)c1ccccc1O2,1
XNJAYQHWXYJBBD-UHFFFAOYSA-N,O=[N+]([O-])c1cc(F)ccc1F,1
POLDHOINNQNRQG-UHFFFAOYSA-N,CCCN=NC(C)(C)OO,1
XUIRHRWOJCYEDJ-UHFFFAOYSA-N,Fc1ccc2cccnc2c1,1
VZIRCHXYMBFNFD-IWQZZHSRSA-N,O=C/C=C\c1ccco1,0
PKAXVJHNWKFFPM-VIFPVBQESA-N,N[C@@H](CCC(=O)NNc1ccccc1)C(=O)O,1
XAMUDJHXFNRLCY-LLVKDONJSA-N,CCOC(=O)[C@H](SP(=S)(OC)OC)c1ccccc1,0
GXYLXFITCXXCQV-UHFFFAOYSA-N,C[n+]1c2ccccc2cc2ccccc21,1
LVNDUJYMLJDECN-UHFFFAOYSA-N,Cc1cc(N)cc(N)c1,0
SUNXFMPZAFGPFW-ZYUZMQFOSA-N,C[C@H](CS)[C@@H]1CC[C@@H](C)[C@H](S)C1,0
GYXWNSDLDXGMGU-YFKPBYRVSA-N,C[C@H](Cl)CN(C)C,1
NVKNRXOMCYTFJF-UHFFFAOYSA-N,O=C1c2ccccc2C(=O)c2c1cc(OC1OC(COC3OCC(O)C(O)C3O)C(O)C(O)C1O)c(CO)c2O,1
LPQDGVLVYVULMX-CLBCNEFWSA-N,CCOC(=O)C[C@H](SP(=O)(OC)SC)C(=O)OCC,0
GHJUEIFJFIGMDD-XMMPIXPASA-N,C#C[C@@](OC(=O)NC1CCCCC1)(c1ccccc1)c1ccc(C)c(C)c1,1
LBJVHMAYBNQJBK-UHFFFAOYSA-N,CCc1cccc(CC)c1NC(=O)CCl,1
UCFXDDIPFRIIFO-UHFFFAOYSA-N,CC(=O)N(N)C(C)=O,0
UDSAFKFYWGEVMV-UHFFFAOYSA-N,OCCN(CCO)c1ccc2ccccc2c1,1
UYDCRMXZQKFWPR-UHFFFAOYSA-N,O=CN(O)c1ccc(Oc2ccc(Cl)cc2)cc1,1
FJTNLJLPLJDTRM-UHFFFAOYSA-N,Nc1ccc2c(n1)[nH]c1ccccc12,1
AGBQKNBQESQNJD-SSDOTTSWSA-N,O=C(O)CCCC[C@@H]1CCSS1,0
OZIPZYGKCQRLKN-UHFFFAOYSA-N,Cc1cccc(N=Nc2c(O)ccc3ccccc23)c1C,0
FSYKKLYZXJSNPZ-UHFFFAOYSA-N,CNCC(=O)O,0
PHOLIFLKGONSGY-CSKARUKUSA-N,Cn1/c(=N/N)sc2ccccc21,1
ISHBWEUQYFEVES-UHFFFAOYSA-N,Oc1cccc2c1ccc1c3ccccc3ccc21,1
IOOKJGQHLHXYEF-UHFFFAOYSA-N,CC(CCC(=O)O)C1CCC2C3C(=O)CC4CC(=O)CCC4(C)C3CCC12C,0
NISVZEWKUNUGQQ-UHFFFAOYSA-N,CC(C)(c1ccc(OCC(O)CO)cc1)c1ccc(OCC(O)CO)cc1,0
HGBCDXOKFIDHNS-HWKANZROSA-N,O=C/C=C/c1ccccc1Cl,1
FIOXQYCQDPWJJL-UHFFFAOYSA-N,C1=Cc2cc3cccc4c5ccccc5c5ccc1c2c5c34,1
AHZXFRRDQXXPJD-UHFFFAOYSA-N,CCCC(=O)C1c2cccc(O)c2C(=O)c2c(O)cccc21,1
BAVONGHXFVOKBV-ZJUUUORDSA-N,C=C(C)[C@@H]1CC=C(C)[C@@H](O)C1,0
YSWGFMQRGIUJCM-UHFFFAOYSA-N,CCOC(=O)C(C#N)c1snc2ccc([N+](=O)[O-])cc12,1
GOLXRNDWAUTYKT-UHFFFAOYSA-N,O=C(O)CCc1c[nH]c2ccccc12,0
