InChIKey,SMILES,Hepatotoxicity_target
ASDOKGIIKXGMNB-UHFFFAOYSA-N,O=C(O)c1cc2ccccc2c(Cc2c(O)c(C(=O)O)cc3ccccc23)c1O.OCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,1
CXKWCBBOMKCUKX-UHFFFAOYSA-M,CN(C)c1ccc2nc3ccc(=[N+](C)C)cc-3sc2c1.[Cl-],1
IJHNSHDBIRRJRN-UHFFFAOYSA-N,CN(C)CCC(c1ccccc1)c1ccccn1,1
UBOXGVDOUJQMTN-UHFFFAOYSA-N,ClCC(Cl)Cl,1
RHUYHJGZWVXEHW-UHFFFAOYSA-N,CN(C)N,1
UOORRWUZONOOLO-UHFFFAOYSA-N,ClC=CCCl,1
ZBQFYVZOWLAJKN-UHFFFAOYSA-N,FCCCCCF,1
JRIZOGLBRPZBLQ-UHFFFAOYSA-N,CC12CCC3C4CCC(=O)C=C4CCC3C1CCC2=O,0
PBCLOVRWBLGJQA-UHFFFAOYSA-N,C=CC(O)CC#N,0
QSWGSLWFQDIXSH-UHFFFAOYSA-N,CCCC(C)(F)F,0
HGUFODBRKLSHSI-UHFFFAOYSA-N,Clc1cc2c(cc1Cl)Oc1cc(Cl)c(Cl)cc1O2,0
FGLBSLMDCBOPQK-UHFFFAOYSA-N,CC(C)[N+](=O)[O-],1
KWRVVTZCOZBFRL-UHFFFAOYSA-N,Cl.Nc1cc(Cl)cc(Cl)c1,0
UVIQSJCZCSLXRZ-UHFFFAOYSA-N,CC(=O)OC1CCC2(C)C(=CCC3C2CCC2(C)C(c4cccnc4)=CCC32)C1,1
XUFXOAAUWZOOIT-UHFFFAOYSA-N,CC1OC(OC2C(CO)OC(OC3C(CO)OC(O)C(O)C3O)C(O)C2O)C(O)C(O)C1NC1C=C(CO)C(O)C(O)C1O,1
MNIPYSSQXLZQLJ-UHFFFAOYSA-N,O=C(O)COC(=O)Cc1ccccc1Nc1c(Cl)cccc1Cl,1
NOSIYYJFMPDDSA-UHFFFAOYSA-N,CC(=O)c1ccc2c(c1)N(CCCN(C)C)c1ccccc1S2,0
XLOQNFNTQIRSOX-UHFFFAOYSA-N,CC(=O)c1ccc2c(c1)N(CC(C)N(C)C)c1ccccc1S2,0
CSCPPACGZOOCGX-UHFFFAOYSA-N,CC(C)=O,0
GNOGSFBXBWBTIG-UHFFFAOYSA-N,CC(=O)Nc1c(I)cc(I)c(C(=O)O)c1I,0
IHUNBGSDBOWDMA-UHFFFAOYSA-N,COc1cc(C)c(C=CC(C)=CC=CC(C)=CC(=O)O)c(C)c1C,1
XLAKJQPTOJHYDR-UHFFFAOYSA-M,O=C(OC1C[N+]2(CCCOc3ccccc3)CCC1CC2)C(O)(c1cccs1)c1cccs1.[Br-],1
LZCDAPDGXCYOEH-UHFFFAOYSA-N,COc1ccc(-c2ccc3cc(C(=O)O)ccc3c2)cc1C12CC3CC(CC(C3)C1)C2,1
GFFGJBXGBJISGV-UHFFFAOYSA-N,Nc1ncnc2nc[nH]c12,0
UDMBCSSLTHHNCD-UHFFFAOYSA-N,Nc1ncnc2c1ncn2C1OC(COP(=O)(O)O)C(O)C1O,0
ZKHQWZAMYRWXGA-UHFFFAOYSA-N,Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C(O)C1O,0
GJSLOMWRLALDCT-UHFFFAOYSA-N,CN(C)Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,0
YJYPHIXNFHFHND-UHFFFAOYSA-N,COc1ccc2cccc(CCNC(C)=O)c2c1,1
FZSPJBYOKQPKCD-UHFFFAOYSA-N,CC(N)C(=O)OC(C)(C)Cc1ccc(Cl)cc1,1
UUZPPAMZDFLUHD-UHFFFAOYSA-N,CC(N)C(=O)NC(C)C(=O)NC1C2CN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4-c3ccc(F)cc3F)CC21,1
ARHWPKZXBHOEEE-UHFFFAOYSA-N,C=CCOc1ccc(CC(=O)O)cc1Cl,1
OFHCOWSQAMBJIW-UHFFFAOYSA-N,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CCCC(C)C)CC(O)CC1O,0
KLRSDBSKUSSCGU-UHFFFAOYSA-N,COCCCOc1cc(CC(CC(N)C(O)CC(C(=O)NCC(C)(C)C(N)=O)C(C)C)C(C)C)ccc1OC.COCCCOc1cc(CC(CC(N)C(O)CC(C(=O)NCC(C)(C)C(N)=O)C(C)C)C(C)C)ccc1OC.O=C(O)C=CC(=O)O,1
KSEYRUGYKHXGFW-UHFFFAOYSA-N,C=CCN1CCCC1CNC(=O)c1cc2[nH]nnc2cc1OC,0
POJWUDADGALRAB-UHFFFAOYSA-N,NC(=O)NC1NC(=O)NC1=O,0
FDQGNLOWMMVRQL-UHFFFAOYSA-N,C=CCC1(CC=C)C(=O)NC(=O)NC1=O,0
HIMXGTXNXJYFGB-UHFFFAOYSA-N,O=C1NC(=O)C(=O)C(=O)N1,0
XXROGKLTLUQVRX-UHFFFAOYSA-N,C=CCO,1
ATXHVCQZZJYMCF-UHFFFAOYSA-N,C=CCC1(O)CCC2C3CCC4=CCCCC4C3CCC21C,0
OBDOVFRMEYHSQB-UHFFFAOYSA-N,C=CCNc1nc(NCC=C)nc(N2CCN(C(c3ccc(F)cc3)c3ccc(F)cc3)CC2)n1,1
PAZJSJFMUHDSTF-UHFFFAOYSA-N,C=CCc1ccccc1OCC(O)CNC(C)C,0
GCUCIFQCGJIRNT-UHFFFAOYSA-N,O=C(O)CN1C(=O)c2cccc3cccc(c23)C1=O,1
VGLGVJVUHYTIIU-UHFFFAOYSA-N,C=CCSCC1Nc2cc(Cl)c(S(N)(=O)=O)cc2S(=O)(=O)N1,1
ZPFXAOWNKLFJDN-UHFFFAOYSA-N,CCN(CCCc1ccccc1)CCCc1ccccc1,0
OUJTZYPIHDYQMC-UHFFFAOYSA-N,COC(c1ccccc1)(c1ccccc1)C(Oc1nc(C)cc(C)n1)C(=O)O,1
JBDGDEWWOUBZPM-UHFFFAOYSA-N,Nc1c(Br)cc(Br)cc1CNC1CCC(O)CC1,0
OYTKINVCDFNREN-UHFFFAOYSA-N,Nc1ccncc1N,1
ONNOFKFOZAJDHT-UHFFFAOYSA-N,O=C(O)CCCCCCNC1c2ccccc2CCc2ccccc21,1
RMMXTBMQSGEXHJ-UHFFFAOYSA-N,Cc1c(N(C)C)c(=O)n(-c2ccccc2)n1C,1
QWGDMFLQWFTERH-UHFFFAOYSA-N,Clc1ccc2c(c1)C(N1CCNCC1)=Nc1ccccc1O2,1
YMARZQAQMVYCKC-UHFFFAOYSA-N,CC(C)CN(CC(O)C(Cc1ccccc1)NC(=O)OC1CCOC1)S(=O)(=O)c1ccc(N)cc1,1
CSDTZUBPSYWZDX-UHFFFAOYSA-N,CCCCCON=O,0
REYFJDPCWQRWAA-UHFFFAOYSA-N,c1ccc(CN(CC2=NCCN2)c2ccccc2)cc1,1
NUZWLKWWNNJHPT-UHFFFAOYSA-N,O=C1c2c(O)cccc2Cc2cccc(O)c21,0
VEQOALNAAJBPNY-UHFFFAOYSA-N,Cc1cc(=O)n(-c2ccccc2)n1C,0
NWGGKKGAFZIVBJ-UHFFFAOYSA-N,O=C(OCCN1CCN(c2cccc(C(F)(F)F)c2)CC1)c1ccccc1Nc1ccnc2cc(C(F)(F)F)ccc12,1
QNZCBYKSOIHPEH-UHFFFAOYSA-N,COc1ccc(-n2nc(C(N)=O)c3c2C(=O)N(c2ccc(N4CCCCC4=O)cc2)CC3)cc1,1
GWNOTCOIYUNTQP-UHFFFAOYSA-N,CCCCN1C(=O)C(C(O)C2CCCCC2)NC(=O)C12CCN(Cc1ccc(Oc3ccc(C(=O)O)cc3)cc1)CC2,1
UORJNBVJVRLXMQ-UHFFFAOYSA-N,C=CCC1(C(C)C)C(=O)NC(=O)NC1=O,0
MKKYBZZTJQGVCD-UHFFFAOYSA-N,NCCC(O)C(=O)NC1CC(N)C(OC2OC(CN)CCC2N)C(O)C1OC1OC(CO)C(O)C(N)C1O,0
KXNPVXPOPUZYGB-UHFFFAOYSA-N,CC1CNc2c(cccc2S(=O)(=O)NC(CCCN=C(N)N)C(=O)N2CCC(C)CC2C(=O)O)C1,1
GMDCDXMAFMEDAG-UHFFFAOYSA-N,CN1CC2c3ccccc3Oc3ccc(Cl)cc3C2C1.O=C(O)C=CC(=O)O,1
IAOZJIPTCAWIRG-UHFFFAOYSA-N,COC(=O)C(Cc1ccccc1)NC(=O)C(N)CC(=O)O,0
BSJMWHQBCZFXBR-UHFFFAOYSA-N,O=C1C(=O)c2ccccc2C(O)=C1C1CCC(c2ccc(Cl)cc2)CC1,1
IUCNQFHEWLYECJ-UHFFFAOYSA-L,C=C1C2CCC3C4(C)CC(OC5OC(CO)C(OS(=O)(=O)[O-])C(OS(=O)(=O)[O-])C5OC(=O)CC(C)C)CC(C(=O)O)C4CCC3(C2)C1O.[K+].[K+],1
WEAJZXNPAWBCOA-UHFFFAOYSA-N,COc1ccc(CNc2nc(N3CCCC3CO)ncc2C(=O)NCc2ncccn2)cc1Cl,1
RITAVMQDGBJQJZ-UHFFFAOYSA-N,CNC(=O)c1ccccc1Sc1ccc2c(C=Cc3ccccn3)n[nH]c2c1,1
UERHIZBSLAGDLU-UHFFFAOYSA-N,Cl.Cl.O=C(CCN1CCN2CCCC2C1)N1c2ccccc2Sc2ccc(Cl)cc21,1
MPHPHYZQRGLTBO-UHFFFAOYSA-N,CCCC1C(=O)N2C(N(C)C)=Nc3ccc(C)cc3N2C1=O,1
SEBMTIQKRHYNIT-UHFFFAOYSA-N,CN1CCC(=C2c3ccccc3CCc3cccnc32)CC1,0
ODFHGIPNGIAMDK-UHFFFAOYSA-N,CC1(C)SC2C(NC(=O)C(N=[N+]=[N-])c3ccccc3)C(=O)N2C1C(=O)O,0
KPYSYYIEGFHWSV-UHFFFAOYSA-N,NCC(CC(=O)O)c1ccc(Cl)cc1,1
FTOAOBMCPZCFFF-UHFFFAOYSA-N,CCC1(CC)C(=O)NC(=O)NC1=O,0
VXMOONUMYLCFJD-UHFFFAOYSA-N,COC(=O)C1=C(C)NC(C)=C(C(=O)OC2CCN(Cc3ccccc3)C2)C1c1cccc([N+](=O)[O-])c1,1
OMZAMQFQZMUNTP-UHFFFAOYSA-N,CC(=O)O.Cc1c(-c2ccc(O)cc2)n(Cc2ccc(OCCN3CCCCCC3)cc2)c2ccc(O)cc12,1
YWQGBCXVCXMSLJ-UHFFFAOYSA-N,CCOC(=O)C(C)(CC)Oc1ccc(Cc2ccc(Cl)cc2)cc1,1
PYVUMAGVCSQCBD-UHFFFAOYSA-N,CC(c1ccccc1)C1Nc2cc(Cl)c(S(N)(=O)=O)cc2S(=O)(=O)N1,1
FEJKLNWAOXSSNR-UHFFFAOYSA-N,CC(=O)Nc1ccc(OC(=O)c2ccccc2OC(C)=O)cc1,0
JFZGBMJPJZDNNT-UHFFFAOYSA-N,O=C(CNC(=O)c1ccc(Cl)cc1)NO,1
WHQCHUCQKNIQEC-UHFFFAOYSA-N,CCc1oc2ccccc2c1C(=O)c1cc(Br)c(O)c(Br)c1,1
HFACYLZERDEVSX-UHFFFAOYSA-N,Nc1ccc(-c2ccc(N)cc2)cc1,1
BLFLLBZGZJTVJG-UHFFFAOYSA-N,CCOC(=O)c1ccc(N)cc1,0
RWCCWEUUXYIKHB-UHFFFAOYSA-N,O=C(c1ccccc1)c1ccccc1,0
BWSSMIJUDVUASQ-UHFFFAOYSA-N,NS(=O)(=O)c1cc2c(cc1Cl)NC(Cc1ccccc1)NS2(=O)=O,1
IMPVZRLKKKXMKQ-UHFFFAOYSA-N,CC1(C)SC(C(NC(=O)Cc2ccccc2)C(=O)NCCCCC(N)C(=O)O)NC1C(=O)O.NCCCCC(N)C(=O)O,0
CTPOHARTNNSRSR-UHFFFAOYSA-N,CC#CCC(C)C(O)C=CC1C(O)CC2Oc3c(CCCC(=O)O)cccc3C21,1
ZADJRRFMOOACHL-UHFFFAOYSA-N,CCOC(=O)CC(O)CC(O)C=CC1=C(c2ccc(F)cc2)c2ccccc2OC12CCCC2,1
OENHQHLEOONYIE-UHFFFAOYSA-N,CC(C=CC=C(C)C=CC1=C(C)CCCC1(C)C)=CC=CC=C(C)C=CC=C(C)C=CC1=C(C)CCCC1(C)C,0
UUQMNUMQCIQDMZ-UHFFFAOYSA-N,CNCCc1ccccn1,1
CIWBQSYVNNPZIQ-UHFFFAOYSA-N,CCC(=O)OCC(=O)C1(OC(=O)CC)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,1
SNHRLVCMMWUAJD-UHFFFAOYSA-N,CCCCC(=O)OC1(C(=O)CO)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,1
KZJWDPNRJALLNS-UHFFFAOYSA-N,CCC(CCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C)C(C)C,0
JXDFEQONERDKSS-UHFFFAOYSA-N,NCCc1ccn[nH]1,0
HXLAFSUPPDYFEO-UHFFFAOYSA-N,COc1ccc(CCNCC(O)COc2cccc(C)c2)cc1OC,0
NAVMQTYZDKMPEU-UHFFFAOYSA-N,C=C(c1ccc(C(=O)O)cc1)c1cc2c(cc1C)C(C)(C)CCC2(C)C,1
SLKLQAMVBKKGMQ-UHFFFAOYSA-N,C=CCc1cc(-c2cc(CC=C)c(O)c(CN(CC)CC)c2)cc(CN(CC)CC)c1O.Cl.Cl,1
JAXUFJQVMKFWNB-UHFFFAOYSA-N,CN1CCCC1COC(=O)C(Oc1ccc(Cl)cc1)Oc1ccc(Cl)cc1,1
BFYRHDVAEJIBON-UHFFFAOYSA-N,CC(C)(Oc1ccc(Cl)cc1)C(=O)OC(COC(=O)c1cccnc1)COC(=O)c1cccnc1,1
YBJHBAHKTGYVGT-UHFFFAOYSA-N,O=C(O)CCCCC1SCC2NC(=O)NC21,0
LHHCSNFAOIFYRV-UHFFFAOYSA-N,CC(C)(C)NC(=O)NC(C(=O)N1CC2C(C1C(=O)NC(CC1CCC1)C(=O)C(N)=O)C2(C)C)C(C)(C)C,1
UUOJIACWOAYWEZ-UHFFFAOYSA-N,Cc1cc2c(OCC(CNC(C)(C)C)OC(=O)c3ccccc3)cccc2[nH]1,0
GXJABQQUPOEUTA-UHFFFAOYSA-N,CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)c1cnccn1)B(O)O,1
BXPOSPOKHGNMEP-UHFFFAOYSA-N,COc1cc(Nc2c(C#N)cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl.O,1
PHEZJEYUWHETKO-UHFFFAOYSA-N,Cc1c(-c2ccc(-c3ccccc3F)cc2)nc2ccc(F)cc2c1C(=O)O,1
HCRKCZRJWPKOAR-UHFFFAOYSA-N,CCNC1CN(CCCOC)S(=O)(=O)c2sc(S(N)(=O)=O)cc21,1
OJGDCBLYJGHCIH-UHFFFAOYSA-N,CN(Cc1cc(Br)cc(Br)c1N)C1CCCCC1,1
FMWLUWPQPKEARP-UHFFFAOYSA-N,ClC(Cl)Br,1
NUNIWXHYABYXKF-UHFFFAOYSA-N,CN(C)CCOC(c1ccccc1)c1ccc(Br)cc1,0
DIKBFYAXUHHXCS-UHFFFAOYSA-N,BrC(Br)Br,1
UMSGKTJDUHERQW-UHFFFAOYSA-N,Cc1nnc2n1-c1sc(Br)cc1C(c1ccccc1Cl)=NC2,1
VUAFHZCUKUDDBC-UHFFFAOYSA-N,CC(C)(S)C(=O)NC(CS)C(=O)O,1
IJTPQQVCKPZIMV-UHFFFAOYSA-N,O=C(O)CCC(=O)c1ccc(C2CCCCC2)c(Cl)c1,1
MXJWRABVEGLYDG-UHFFFAOYSA-N,CCCCOc1ccc(CC(=O)NO)cc1,1
FLWFHHFTIRLFPV-UHFFFAOYSA-N,CCCCC(C(=O)O)C(=O)N(Nc1ccccc1)c1ccccc1,1
HQIRNZOQPUAHHV-UHFFFAOYSA-N,Cc1ccc(Cl)c(OCC(O)CNC(C)(C)C)c1,0
COVZYZSDYWQREU-UHFFFAOYSA-N,CS(=O)(=O)OCCCCOS(C)(=O)=O,1
STDBAQMTJLUMFW-UHFFFAOYSA-N,CCCCC1(CC)C(=O)NC(=O)NC1=O,0
UULSXYSSHHRCQK-UHFFFAOYSA-N,CCC(C(=O)O)c1ccc(CC(C)C)cc1,1
HGBFRHCDYZJRAO-UHFFFAOYSA-N,CC(C)CC1Nc2cc(Cl)c(S(N)(=O)=O)cc2S(=O)(=O)N1,1
ALELTFCQZDXAMQ-UHFFFAOYSA-N,CC(CC1c2ccccc2CCc2ccccc21)CN(C)C,1
GMRQFYUYWCNGIN-UHFFFAOYSA-N,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CCCC(C)(C)O)CC(O)CC1O,1
XJUXBRCZUUHSKU-UHFFFAOYSA-L,O=C(Nc1ccc(C(=O)O)c([O-])c1)c1ccccc1.O=C(Nc1ccc(C(=O)O)c([O-])c1)c1ccccc1.[Ca+2],1
FATUQANACHZLRT-UHFFFAOYSA-L,O=C([O-])C(O)C(O)C(O)C(O)C(O)CO.O=C([O-])C(O)C(O)C(O)C(O)C(O)CO.[Ca+2],0
OVXZVDMCQPLHIY-UHFFFAOYSA-L,CC(C)(CO)C(O)C(=O)NCCCC(=O)[O-].CC(C)(CO)C(O)C(=O)NCCCC(=O)[O-].[Ca+2],1
IVFYLRMMHVYGJH-UHFFFAOYSA-N,CC1CC2=CC(=O)CCC2(C)C2CCC3(C)C(CCC3(C)O)C12,1
ZTWZVMIYIIVABD-UHFFFAOYSA-N,COCCOCC(CC1(C(=O)NC2CCC(C(=O)O)CC2)CCCC1)C(=O)Oc1ccc2c(c1)CCC2,0
OJFSXZCBGQGRNV-UHFFFAOYSA-N,CN(C)CCOC(c1ccc(Cl)cc1)c1ccccn1,0
UMMADZJLZAPZAW-UHFFFAOYSA-N,CCCCCC(C)(O)C=CC1C(O)CC(O)C1CC=CCCCC(=O)O.NC(CO)(CO)CO,0
BLMPQMFVWMYDKT-UHFFFAOYSA-N,CC(C)CC(NC(=O)C(CCc1ccccc1)NC(=O)CN1CCOCC1)C(=O)NC(Cc1ccccc1)C(=O)NC(CC(C)C)C(=O)C1(C)CO1,1
XZSMZRXAEFNJCU-UHFFFAOYSA-N,CCC(=O)c1ccc2c(c1)N(CCCN1CCN(CCO)CC1)c1ccccc1S2,0
RRYMAQUWDLIUPV-UHFFFAOYSA-N,CC(=O)OCC1=C(C(=O)O)N2C(=O)C(NC(=O)CC#N)C2SC1,0
QYIYFLOTGYLRGG-UHFFFAOYSA-N,NC(C(=O)NC1C(=O)N2C(C(=O)O)=C(Cl)CSC12)c1ccccc1,1
BOEGTKLJZSQCCD-UHFFFAOYSA-N,CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)c3ccc(O)cc3)C2SC1,1
DASYMCLQENWCJG-UHFFFAOYSA-N,CON=C(C(=O)NC1C(=O)N2C(C(=O)OCOC(=O)C(C)(C)C)=C(C)CSC12)c1csc(N)n1,1
OKBVVJOGVLARMR-UHFFFAOYSA-N,C=CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(=NOCC(=O)O)c3csc(N)n3)C2SC1,1
DKOQGJHPHLTOJR-UHFFFAOYSA-N,CON=C(C(=O)NC1C(=O)N2C(C(=O)[O-])=C(C[n+]3cccc4c3CCC4)CSC12)c1csc(N)n1,1
WYUSVOMTXWRGEK-UHFFFAOYSA-N,COCC1=C(C(=O)O)N2C(=O)C(NC(=O)C(=NOC)c3csc(N)n3)C2SC1,1
WDLWHQDACQUCJR-UHFFFAOYSA-N,CC=CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)c3ccc(O)cc3)C2SC1,1
SYLKGLMBLAAGSC-UHFFFAOYSA-N,NC(=O)c1cc[n+](CC2=C(C(=O)[O-])N3C(=O)C(NC(=O)C(c4ccccc4)S(=O)(=O)O)C3SC2)cc1,1
ZCCUWMICIWSJIX-UHFFFAOYSA-N,CCON=C(C(=O)NC1C(=O)N2C(C(=O)[O-])=C(Sc3nc(-c4cc[n+](C)cc4)cs3)CSC12)c1nsc(NP(=O)(O)O)n1,1
HFTSMHTWUFCYMJ-UHFFFAOYSA-N,Cc1oc(=O)oc1COC(=O)N1CCC(N2CCC(=CC3=C(C(=O)O)N4C(=O)C(NC(=O)C(=NO)c5nsc(N)n5)C4SC3)C2=O)C1,1
FUBBGQLTSCSAON-UHFFFAOYSA-N,CC(=O)OCC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)c3ccccc3)C2SC1,0
GVEZIHKRYBHEFX-UHFFFAOYSA-N,CC=CCC=CCCC(=O)C1OC1C(N)=O,0
RPLOPBHEZLFENN-UHFFFAOYSA-M,O=C([O-])CCC(=O)OCC(NC(=O)C(Cl)Cl)C(O)c1ccc([N+](=O)[O-])cc1.[Na+],0
MSIJLVMSKDXAQN-UHFFFAOYSA-N,CN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1.Cl,0
HOJIHIFXRHMKLL-UHFFFAOYSA-N,CC(N)Cl,0
ICKFFNBDFNZJSX-UHFFFAOYSA-N,CN(C)CCN(Cc1ccc(Cl)cc1)c1ccccn1,0
KKHPNPMTPORSQE-UHFFFAOYSA-N,CN(C)CCOC(C)(c1ccccc1)c1ccc(Cl)cc1,1
WEJDYJKJPUPMLH-UHFFFAOYSA-N,CC(C)(N)Cc1ccc(Cl)cc1.Cl,0
HGMSJMJPXGGEBP-UHFFFAOYSA-N,CCc1ccc(C(C)CCc2ccc([N+](C)(C)C)cc2)cc1,1
BHQCQFFYRZLCQQ-UHFFFAOYSA-N,CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C,1
IPOBOOXFSRWSHL-UHFFFAOYSA-N,c1ccc(C2(c3ccccc3)CC2C2=NCCN2)cc1,1
DHSUYTOATWAVLW-UHFFFAOYSA-N,CC1(C)CC1C(=O)NC(=CCCCCSCC(N)C(=O)O)C(=O)O,0
KJEBULYHNRNJTE-UHFFFAOYSA-N,COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC=Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1,1
BZMKNPGKXJAIDV-UHFFFAOYSA-N,CCC(CC)(CC(=O)Nc1cccc(C=Cc2nc(C3CCC3)cs2)c1)C(=O)O,0
ZDLBNXXKDMLZMF-UHFFFAOYSA-N,CCOc1cc(N)c([N+](=O)[O-])cc1C(=O)NC1CCN(CC2CC=CCC2)CC1,0
NKPPORKKCMYYTO-UHFFFAOYSA-N,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)C=Cc1ccccc1,1
DERZBLKQOCDDDZ-UHFFFAOYSA-N,C(=Cc1ccccc1)CN1CCN(C(c2ccccc2)c2ccccc2)CC1,1
GPUVGQIASQNZET-UHFFFAOYSA-N,CN1C(C(=O)Nc2ccccn2)=C(OC(=O)C=Cc2ccccc2)c2ccccc2S1(=O)=O,1
XAXMYHMKTCNRRZ-UHFFFAOYSA-N,N#CCCN1C(=O)C(O)N=C(c2ccccc2F)c2cc(Cl)ccc21,0
VDUWPHTZYNWKRN-UHFFFAOYSA-N,CCn1nc(C(=O)O)c(=O)c2cc3c(cc21)OCO3,1
PTOAARAWEBMLNO-UHFFFAOYSA-N,Nc1nc(Cl)nc2c1ncn2C1CC(O)C(CO)O1,1
QGPKADBNRMWEQR-UHFFFAOYSA-N,NC1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2Cl)C1,1
UFUVLHLTWXBHGZ-UHFFFAOYSA-N,CCCC1CC(C(=O)NC(C(C)Cl)C2OC(SC)C(OP(=O)(O)O)C(O)C2O)N(C)C1,1
BMOVQUBVGICXQN-UHFFFAOYSA-N,CCC(C)(Oc1ccc(C2(c3ccc(OC(C)(CC)C(=O)O)cc3)CCCCC2)cc1)C(=O)O,1
FCSHDIVRCWTZOX-UHFFFAOYSA-N,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CCl,0
UGOFYAXVVVXMQT-UHFFFAOYSA-N,CC(C)(OCc1ccc(-c2ccc(Cl)cc2)cc1)C(=O)O,1
JFRLWWDJCFYFSU-UHFFFAOYSA-N,CN(C)CCCC1c2ccccc2Nc2ccc(Cl)cc21,1
DGMZLCLHHVYDIS-UHFFFAOYSA-N,COc1ccc2c(C(=O)c3ccc(Cl)cc3)c(C)n(CC(=O)O)c2c1,1
BXTHDFJCJQJHKD-UHFFFAOYSA-N,CN(C)C1C(=O)C(C(=O)NCO)=C(O)C2(O)C(=O)C3=C(O)c4c(O)ccc(Cl)c4C(C)(O)C3CC12,0
QCHSEDTUUKDTIG-UHFFFAOYSA-L,O=C([O-])C1N=C(c2ccccc2)c2cc(Cl)ccc2NC1=O.[K+].[K+].[OH-],1
XDDJGVMJFWAHJX-UHFFFAOYSA-N,O=C(O)C1N=C(c2ccccc2)c2cc(Cl)ccc2NC1=O,1
XXPVSQRPGBUFKM-UHFFFAOYSA-N,COCCCCC(=NOCCN)c1ccc(Cl)cc1,1
KCUWTKOTPIUBRI-UHFFFAOYSA-M,Cc1onc(-c2ccccc2Cl)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)[O-].O.[Na+],1
QZUDBNBUXVUHMW-UHFFFAOYSA-N,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,1
PIQVDUKEQYOJNR-UHFFFAOYSA-N,COC(=O)C1C(OC(=O)c2ccccc2)CC2CCC1N2C.Cl,1
JMPUQJQXECRLKY-UHFFFAOYSA-N,CCC1CC(=O)C2Oc3c(OC)ccc4c3C23CCN(CC2CC2)C(C4)C13,1
ITRJWOMZKQRYTA-UHFFFAOYSA-N,CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(=O)CC21C,1
CVSVTCORWBXHQV-UHFFFAOYSA-N,CN(CC(=O)O)C(=N)N,0
FXAAOALUHHXBSO-UHFFFAOYSA-N,CC1CC(OC(=O)C2CCC(=O)N2)CC(C)(C)C1,1
KTEIFNKAUNYNJU-UHFFFAOYSA-N,CC(Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,1
HGBLNBBNRORJKI-UHFFFAOYSA-N,CC1(C)SC2C(NC(=O)C3(N)CCCCC3)C(=O)N2C1C(=O)O,0
WTYGAUXICFETTC-UHFFFAOYSA-N,CCC1(C2=CCCCC2)C(=O)NC(=O)NC1=O,0
GVOUFPWUYJWQSK-UHFFFAOYSA-N,CC(=O)Oc1ccc(C(=C2CCCCC2)c2ccc(OC(C)=O)cc2)cc1,1
BKYKPTRYDKTTJY-UHFFFAOYSA-N,NS(=O)(=O)c1cc2c(cc1Cl)NC(CC1CCCC1)NS2(=O)=O,1
DYDCUQKUCUHJBH-UHFFFAOYSA-N,NC1CONC1=O,1
SWRUZBWLEWHWRI-UHFFFAOYSA-N,OC(CCN1CCCCC1)(c1ccccc1)C1CCCC1,0
DUSHUSLJJMDGTE-UHFFFAOYSA-N,CC(=O)C1(O)CCC2C3C=C(Cl)C4=CC(=O)C5CC5C4(C)C3CCC21C,1
XETBXHPXHHOLOE-UHFFFAOYSA-N,CCCCCCOC(=O)NC(=N)c1ccc(NCc2nc3cc(C(=O)N(CCC(=O)OCC)c4ccccn4)ccc3n2C)cc1.CS(=O)(=O)O,1
NUKYPUAOHBNCPY-UHFFFAOYSA-N,Nc1ccncc1,1
