InChIKey,SMILES,Respiratory_target
WZLCEHIVYQVRHF-UHFFFAOYSA-N,COc1c(C)cccc1CC(O)CO,0
ZMVHMAFAQWEZEX-UHFFFAOYSA-N,COc1ccccc1NC(=S)NNC(=O)Cc1c(C)[nH]c2ccccc12,1
PEFKHSSQWUWSOD-UHFFFAOYSA-N,Cc1[nH]c2ccccc2c1CC(=O)NNC(=S)Nc1ccccc1,1
VUCPLMJTQLWKAM-UHFFFAOYSA-N,Cc1cccc(-n2c(Cc3c(C)[nH]c4ccccc34)n[nH]c2=S)c1,1
PWVKTZCAQDNLRO-UHFFFAOYSA-N,Cc1ccccc1NC(=S)NNC(=O)Cc1c(C)[nH]c2ccccc12,1
WWKQISBESFMFRA-UHFFFAOYSA-N,Cc1cccc(NC(=S)NNC(=O)Cc2c(C)[nH]c3ccccc23)c1,1
HZPBBRJUUBLHHI-UHFFFAOYSA-N,Cc1ccc(NC(=S)NNC(=O)Cc2c(C)[nH]c3ccccc23)cc1,1
MWAYGJNIZZIRHK-UHFFFAOYSA-N,Cc1[nH]c2ccccc2c1CC(=O)NNC(=S)Nc1ccc(Cl)cc1,1
ZBFPSJKBVWSQQY-UHFFFAOYSA-N,Cc1[nH]c2ccccc2c1CC(=O)NNC(=S)Nc1ccc(Br)cc1,1
APHDXACZRSOUMH-UHFFFAOYSA-N,Cc1[nH]c2ccccc2c1CC(=O)NNC(=S)Nc1ccc(I)cc1,1
RRWUSDYQEVLOKC-UHFFFAOYSA-N,C=CCNC(=S)NNC(=O)Cc1c(C)[nH]c2ccccc12,1
MWPLPQKJDAPXQR-UHFFFAOYSA-N,CCCCNC(=S)NNC(=O)Cc1c(C)[nH]c2ccccc12,1
LIEZBXUPACNEPI-UHFFFAOYSA-N,Cc1[nH]c2ccccc2c1Cc1n[nH]c(=S)n1-c1ccccc1,1
YQJBDYBTSJVYRO-UHFFFAOYSA-N,Cc1ccccc1-n1c(Cc2c(C)[nH]c3ccccc23)n[nH]c1=S,1
ZCAJLBFGHSOZMW-UHFFFAOYSA-N,Cc1ccc(-n2c(Cc3c(C)[nH]c4ccccc34)n[nH]c2=S)cc1,1
VEAXWCJEAAUBNS-UHFFFAOYSA-N,COc1ccccc1-n1c(Cc2c(C)[nH]c3ccccc23)n[nH]c1=S,1
DHDXMCCDFWQKGM-UHFFFAOYSA-N,COc1ccc(-n2c(Cc3c(C)[nH]c4ccccc34)n[nH]c2=S)cc1,1
XOHFMCKIJZUIMV-UHFFFAOYSA-N,Cc1[nH]c2ccccc2c1Cc1n[nH]c(=S)n1-c1ccc(Cl)cc1,1
XWROEPWYPUSRKR-UHFFFAOYSA-N,Cc1[nH]c2ccccc2c1Cc1n[nH]c(=S)n1-c1ccc(Br)cc1,1
AJWMIUGKGODHHJ-UHFFFAOYSA-N,Cc1[nH]c2ccccc2c1Cc1n[nH]c(=S)n1-c1ccc(I)cc1,1
GXUOKIWEPJDZCH-UHFFFAOYSA-N,Cc1[nH]c2ccccc2c1Cc1n[nH]c(=S)n1C1CCCCC1,1
FWXTZMOAIANYMQ-UHFFFAOYSA-N,C=CCn1c(Cc2c(C)[nH]c3ccccc23)n[nH]c1=S,1
LUZNIARHZJPBHZ-UHFFFAOYSA-N,CCCCn1c(Cc2c(C)[nH]c3ccccc23)n[nH]c1=S,1
YXYSIDKIONXQNM-UHFFFAOYSA-N,COc1ccc(NC(=S)NNC(=O)Cc2c(C)[nH]c3ccccc23)cc1,1
XVCQBERSJBUIEB-UHFFFAOYSA-N,COc1cc(C(=O)N(C)C)nn1-c1cccc(Cl)c1,1
FBCZATUQGDWDIU-UHFFFAOYSA-N,CNC(=O)c1cc(OC)n(-c2cccc(Cl)c2)n1,0
VTLVRMDPKYYQLS-UHFFFAOYSA-N,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccc([N+](=O)[O-])o1,0
BTSQRJRXEHPLIY-UHFFFAOYSA-N,Cc1ccccc1/N=C1/SCC(=O)N1CCCN1CCOCC1,0
ZDQPPESKBCASQW-UHFFFAOYSA-N,Cc1ccc(/N=C2/SCC(=O)N2CCCN2CCOCC2)cc1,1
XXMAAYGBBDBBIL-UHFFFAOYSA-N,Cc1cccc(C)c1/N=C1\SCC(=O)N1CCCN1CCOCC1,1
IAGFZPWQHMBBJP-UHFFFAOYSA-N,NS(=O)(=O)c1csc([N+](=O)[O-])c1,1
SDBZFUDPHOVZOP-UHFFFAOYSA-N,CCOc1ccccc1N1C(=O)C2C3C=CC(C3)C2C1=O,0
PYIHCGFQQSKYBO-UHFFFAOYSA-N,O=C(O)Cc1ccc2c(c1)OCc1ccccc1C2=O,0
PUSBZEZQSRLMEY-UHFFFAOYSA-N,COc1cc(Nc2nc(C)ccc2S)nc(OC)n1,1
IIUGNCGMTKQGSY-UHFFFAOYSA-N,Cc1ccc2c(n1)Nc1ncnc(N)c1S2,1
DFILOWKBJASVIL-UHFFFAOYSA-N,Cc1ccc(S)c(Nc2cc(=O)nc(N)[nH]2)n1,1
HIHUAMSKWMGUNW-UHFFFAOYSA-N,CC(=O)Sc1ccccc1C(=O)O,1
REVYYWXIURTZMT-UHFFFAOYSA-N,Cn1c(=O)c2c(nc(SCCO)n2C)n(C)c1=O,1
BFCRRLMMHNLSCP-UHFFFAOYSA-N,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1Br,0
GCAWNTQAMNBDAY-UHFFFAOYSA-N,CNc1ccc(O)c2c1C(=O)c1c(NC)ccc(O)c1C2=O,0
PGHJWTXISGXSHF-UHFFFAOYSA-N,C=CCC1(CC=C)C(=O)CC(=O)N(C2CCCCC2)C1=O,1
DBBXIIGYVZWDBT-UHFFFAOYSA-N,CCC1(CC)C(=O)CC(=O)N(C2CCCCC2)C1=O,1
JAGDZUSUEIQTBZ-UHFFFAOYSA-N,CCn1nc(C(C)(C)C)c2c1-c1ccccc1C2(O)c1ccccc1,1
UGPWZFYCCSIYOT-UHFFFAOYSA-N,CCn1nc(C(C)(C)C)c2c1-c1ccccc1C2(O)c1ccc(Cl)cc1,1
BWHNMHJACGPENC-UHFFFAOYSA-N,CCn1nc(C(C)(C)C)c2c1-c1ccccc1C2(O)c1ccc(C)cc1,1
YRWXJQDVSFBCLN-UHFFFAOYSA-N,CCC1(c2ccccc2)CCC(=O)N(CN2CCN(CN3C(=O)CCC(CC)(c4ccccc4)C3=O)CC2)C1=O,0
SEBVEHLTCQRKHP-UHFFFAOYSA-N,OC(CN1CCN(c2ccccc2)CC1)c1cccnc1,1
YMSKHVRNJNNIMI-UHFFFAOYSA-N,COc1ccccc1N1CCN(CC(O)c2cccnc2)CC1,1
XWCAAAMQXXZGCU-UHFFFAOYSA-N,COc1ccc(N2CCN(CC(O)c3cccnc3)CC2)cc1,1
TXWCDDRRZFHJOF-UHFFFAOYSA-N,Cc1ccccc1N1CCN(CC(O)c2cccnc2)CC1,1
ZMIBNAQKEYVEME-UHFFFAOYSA-N,Cc1cccc(N2CCN(CC(O)c3cccnc3)CC2)c1,1
OJBRTKDHECLQRZ-UHFFFAOYSA-N,Cc1ccc(N2CCN(CC(O)c3cccnc3)CC2)cc1,1
LUSXXGKHFHBBOK-UHFFFAOYSA-N,OC(CN1CCN(c2ccccc2Cl)CC1)c1cccnc1,1
RQRMZLQJWWLXKF-UHFFFAOYSA-N,OC(CN1CCN(c2cccc(Cl)c2)CC1)c1cccnc1,1
XZNTWHDKCQBRFP-UHFFFAOYSA-N,OC(CN1CCN(c2ccc(Cl)cc2)CC1)c1cccnc1,1
GJGCCLWHKBPPIJ-UHFFFAOYSA-N,OC(CN1CCN(c2ccccc2)CC1)c1ccncc1,1
CUWWSCCETGNYAJ-UHFFFAOYSA-N,COc1ccccc1N1CCN(CC(O)c2ccncc2)CC1,1
ARJNYHVVVSTBEA-UHFFFAOYSA-N,COC(CN1CCN(c2ccccc2)CC1)c1cccnc1,1
AHEPDULQXFTSOW-UHFFFAOYSA-N,CCOC(CN1CCN(c2ccccc2)CC1)c1cccnc1,1
MAZSEAIYFIJPJC-UHFFFAOYSA-N,COc1ccccc1N1CCN(CC(OC)c2cccnc2)CC1,1
HONKOOXYBLOMNX-UHFFFAOYSA-N,COC(CN1CCN(c2ccccc2Cl)CC1)c1cccnc1,1
RHKFILUJULXCGJ-UHFFFAOYSA-N,O=C(CN1CCN(c2ccccc2)CC1)c1cccnc1,1
GBQKNJRLFPNMDY-UHFFFAOYSA-N,O=C(CN1CCN(c2ccccc2Cl)CC1)c1cccnc1,1
OUIAVCBTBVYMAZ-UHFFFAOYSA-N,COc1ccccc1N1CCN(CC(=O)c2cccnc2)CC1,1
HGEVNRLDUFNBSW-UHFFFAOYSA-N,COc1ccccc1N1CCN(CCc2cccnc2)CC1,1
TXYVGFBIJKAUAP-UHFFFAOYSA-N,c1ccc(N2CCN(CCc3cccnc3)CC2)cc1,1
ONEBUYWOPQQDEV-UHFFFAOYSA-N,Clc1ccccc1N1CCN(CCc2cccnc2)CC1,1
IGVQTQOASBTUOX-UHFFFAOYSA-N,O=C(OCC1COC2(CCCCC2)O1)c1ccccc1O,0
NAXGGCPZYASDDW-UHFFFAOYSA-N,O=C(OCC1CSC2(CCCCC2)O1)c1ccccc1O,0
RXFJXUYDBQZLSW-UHFFFAOYSA-N,CC1=C(C(C)C)CC=CC1,0
KJRCVOWXLZJQKW-UHFFFAOYSA-N,Cc1cc(=O)c2c(C)ccc(C)c2o1,0
KYAMYNWIAQNFEG-UHFFFAOYSA-N,O=C(O)CN1C(=O)C(=O)c2ccccc21,0
WNUGDXSWWKZTSV-UHFFFAOYSA-N,CC1(C)C(C#N)C(=O)NC(=O)C1C#N,1
DJFNSIPRNOWLEQ-UHFFFAOYSA-N,O=C1CCCCC1C(O)c1ccc(Cl)cc1,0
QPBUAWLNGZJUEM-UHFFFAOYSA-N,O=C1C2=C(CCCC2)C(=O)N1c1ccccn1,0
DKWWULOOUAZNGJ-UHFFFAOYSA-N,c1ccc(-n2cc3c(c2)CCCC3)cc1,0
JYFYFJNCGTYGBC-UHFFFAOYSA-N,CCCCCC1(C)C(C#N)C(=O)NC(=O)C1C#N,1
UNEDMSATJNHCBM-UHFFFAOYSA-N,Cc1cc(=O)n(-c2cccc(OC(F)F)c2)n1C,1
VJHTVAONVMKOEL-UHFFFAOYSA-N,Cc1cc(=O)n(-c2ccc(OC(F)F)cc2)n1C,1
BXERGRXDZTVEOK-UHFFFAOYSA-N,Cc1cc(=O)n(-c2cccc(SC(F)F)c2)n1C,1
UUXKDEGAFJCCBF-UHFFFAOYSA-N,Cc1cc(=O)n(-c2ccc(SC(F)F)cc2)n1C,1
YNMUYTYHOAYWBP-UHFFFAOYSA-N,Cc1cc(=O)n(-c2ccc(S(=O)(=O)C(F)F)cc2)n1C,1
RHKAJQAIEVKRTO-UHFFFAOYSA-N,CCN(CC)CCNC(=N)c1ccc(OC(C)C)cc1,1
ZYQBXAZSRSUNTE-UHFFFAOYSA-N,Cc1[nH]c2ccccc2c1CCNC(=O)c1cccnc1,1
WAUDIBKITGHWMS-UHFFFAOYSA-N,CCCCOCC(COCCCC)OC(C)=O,0
AXOCQRIXONLMRS-UHFFFAOYSA-N,OCc1cccc2cc(Oc3ccc(Cl)c4cccnc34)c(O)cc12,1
JLLPFTPHTNXAHD-UHFFFAOYSA-N,OCc1cc(Cl)c2cc(O)c(Oc3cccc4cc(Cl)cnc34)cc2c1,1
BQNJDGBQHMXFLP-UHFFFAOYSA-N,OCc1cccc2cc(Oc3ccc(I)c4cccnc34)c(O)c(Cl)c12,1
OKTUZPNHTNSWOS-UHFFFAOYSA-N,OCc1cc(Br)cc2cc(Oc3cccc4cccnc34)c(O)c(Br)c12,1
WBDTXCLZEVWWFL-UHFFFAOYSA-N,OCc1cccc2c(O)c(Oc3cccc4cccnc34)ccc12,1
DFLUEFGMDBIGRS-UHFFFAOYSA-N,OCc1cccc2cc(Oc3cccc4cccnc34)c(O)cc12,1
NQBIIZCLITWWOH-UHFFFAOYSA-N,COc1cc(O)cc2c1N(CCCN(C)C)c1cc(Cl)ccc1S2,1
GIAVYZPYLHJCHT-UHFFFAOYSA-N,Cc1ccccc1C1CCCCC1=O,0
YNYNUTVLZJKTLZ-UHFFFAOYSA-N,CCCC1Cc2c(n(CCc3ccc(C)nc3)c3ccccc23)CN1,1
AQHKYFLVHBIQMS-UHFFFAOYSA-N,COC(F)(F)C(C(F)(F)F)C(F)(F)F,1
RGBIYOVCIRBCTL-UHFFFAOYSA-N,Cc1ccc2c(n1)Nc1nc(N)nc(N)c1S2,1
FAOJZLLGGFDDAA-UHFFFAOYSA-N,Cc1ccc2c(n1)Nc1nc(N)nc(Cl)c1S2,1
OUBIXKHZYMCCLO-UHFFFAOYSA-N,Cc1ccc2c(n1)Nc1[nH]c(=O)nc(N)c1S2,1
DQVHBIDSEFMVEU-UHFFFAOYSA-N,CCN(CCCl)Cc1ccc(Cl)cc1,1
QDJFCVLFAFASNE-UHFFFAOYSA-N,O=C(CI)NCC(O)CNC(=O)CI,1
AOPZIMQUPVBBKF-UHFFFAOYSA-N,CCOC(=O)CSc1nnc(-c2ccccc2)s1,1
JAIIRUBKMWLGHL-UHFFFAOYSA-N,CCOC(=O)CS(=O)(=O)c1nnc(-c2ccccc2)s1,1
ACEWLPOYLGNNHV-UHFFFAOYSA-N,CC(C)Cc1ccc(C(C)C(=O)OCc2ccccn2)cc1,0
CVSGHJBHRSEMRX-UHFFFAOYSA-N,CC1(C)C(C#N)C(=O)N(CN2CCOCC2)C(=O)C1C#N,1
BOXCQSCNUFVJIQ-UHFFFAOYSA-N,CCC1(C)C(C#N)C(=O)N(CN2CCOCC2)C(=O)C1C#N,1
WTIYVDBHKOAGAR-UHFFFAOYSA-N,OC(Cc1ccccc1)CN1CCN(c2ccccc2)CC1,1
VHZFQGVFPZEVFG-UHFFFAOYSA-N,NC(=O)NC(=O)NCc1ccccc1,0
KJVVLWOXGCUVHD-UHFFFAOYSA-N,O=C(NCc1nc2ccccc2c(=O)n1CCc1ccc(O)c(O)c1)c1ccccc1,0
NTYKFTHJEUWDOO-UHFFFAOYSA-N,COc1ccc(OC)c(CCN(C)C(N)=O)c1,1
INISTDXBRIBGOC-UHFFFAOYSA-N,CC(C)C(Nc1ccc(C(F)(F)F)cc1Cl)C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,1
GSLYQYULOSZYOE-UHFFFAOYSA-N,Cc1ccccc1N1C(=O)CCC(n2c(C)nc3ccccc3c2=O)C1=O,0
FRGLZTZLQLQWBI-UHFFFAOYSA-N,Cc1ccc(N2C(=O)CCC(n3c(C)nc4ccccc4c3=O)C2=O)cc1C,1
VHBIXWRLBUZVOC-UHFFFAOYSA-N,Cc1ccc(N2C(=O)CCC(n3c(C)nc4ccccc4c3=O)C2=O)c(C)c1,1
UZLLIKPVCJBENR-UHFFFAOYSA-N,Cc1ccc(C)c(N2C(=O)CCC(n3c(C)nc4ccccc4c3=O)C2=O)c1,1
YBGPNFSNWJLYTG-UHFFFAOYSA-N,Cc1cccc(C)c1N1C(=O)CCC(n2c(C)nc3ccccc3c2=O)C1=O,1
MJHUHYFFAHCKLN-UHFFFAOYSA-N,COc1ccc(N2C(=O)CCC(n3c(C)nc4ccccc4c3=O)C2=O)cc1,1
ICIIQZSAXDOWMG-UHFFFAOYSA-N,Cc1nc2ccccc2c(=O)n1C1CCC(=O)N(c2ccc(O)cc2)C1=O,1
COPSVUTZPKLNEY-UHFFFAOYSA-N,Cc1ccc(N2C(=O)CCC(n3c(C)nc4ccccc4c3=O)C2=O)cc1Cl,1
JJCMMLPQQYTYPG-UHFFFAOYSA-N,Cc1nc2ccccc2c(=O)n1C1CCC(=O)N(c2ccc(S(N)(=O)=O)cc2)C1=O,1
IGWQAQUDFYQIOL-UHFFFAOYSA-N,Cc1nc2ccccc2c(=O)n1C1CCC(=O)N(c2cccc3ccccc23)C1=O,1
NNNRVZNXDUKMSI-UHFFFAOYSA-N,Cc1nc2ccccc2c(=O)n1C1CCC(=O)N(c2nccs2)C1=O,1
QOLYDISDVWIKFN-UHFFFAOYSA-N,CCN(CC)C(=S)SC(=O)N(C)C,1
VRPRETQJYFCPRI-UHFFFAOYSA-N,CC(C)(C)C1(O)CCN(CC2c3ccccc3CCc3ccccc32)CC1,1
PVXVJDFPHRQLSW-UHFFFAOYSA-N,O=C(COc1ccccc1)N1CC1,0
NILQDNPVNRMYTN-UHFFFAOYSA-N,O=C(COc1ccc(Cl)cc1)N1CC1,0
JHBFGEOIOJLSIR-UHFFFAOYSA-N,COc1ccc(C(=O)CC2(O)C(=O)c3ccccc3C2=O)cc1OC,0
IBTAJIMCRCZHRC-UHFFFAOYSA-N,CCOC(=O)n1oc2ccccc2c1=O,0
SVOLFSZYJYCGEQ-UHFFFAOYSA-N,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccc(C(F)(F)F)o1,1
MIFGBHJILJHNJS-UHFFFAOYSA-N,NC(=O)c1ccc(C(=O)NCCN2CCN3Cc4[nH]c5ccccc5c4CC3C2)cc1,1
IJCRRJXGKHUUFF-UHFFFAOYSA-N,O=C(NCCCc1c[nH]c2ccccc12)c1cccc(Cl)c1,0
JEBHFKRIBCAUMR-UHFFFAOYSA-N,O=c1c2cc(Cl)ccc2on1CN1CCCCC1,0
PNPSSZWOMYWYHW-UHFFFAOYSA-N,FC(F)(F)c1cc(-c2ccccc2)c2nncn2n1,1
MEONKPHGTKPVEE-UHFFFAOYSA-N,Fc1ccc(-c2cc(C(F)(F)F)nn3cnnc23)cc1,1
XWFPAKPQJWRKCI-UHFFFAOYSA-N,Fc1ccc(-c2cc(C(F)(F)C(F)(F)F)nn3cnnc23)cc1,0
WGQASIOXFMKXRA-UHFFFAOYSA-N,Fc1ccc(-c2cc(-c3ccccc3)c3nncn3n2)cc1,0
KBNXTOJHEHCMNR-UHFFFAOYSA-N,CCN(CC)CCO[Si]1(c2ccc(Cl)cc2)CCCCC1,1
SIXRAHPXPAJESO-UHFFFAOYSA-N,CN(C)Cc1nnc(-n2c(-c3ccccc3)nc3ccccc3c2=O)s1,1
KITCRPIGRQMIAW-UHFFFAOYSA-N,O=c1c2ccccc2nc(-c2ccccc2)n1-c1nnc(CN2CCOCC2)s1,0
LDUOGKYOKCIPNO-UHFFFAOYSA-N,Cc1ccccc1NCc1nnc(-n2c(CNc3ccccc3C)nc3ccccc3c2=O)s1,0
KWBGYGKODFZVHT-UHFFFAOYSA-N,Cc1cc(C)n(-c2nc(-c3ccc(O)c(O)c3)cs2)n1,1
JEFRVCKLXOOWNK-UHFFFAOYSA-N,Cc1csc(-n2nc(C)cc2C)n1,1
ZYLGDSAPSSMRRT-UHFFFAOYSA-N,Cc1cc(C)n(-c2nc(-c3ccccc3)cs2)n1,0
CLPJVKREOPCTFK-UHFFFAOYSA-N,Cc1cc(C(F)(F)C(F)F)n(-c2nc(-c3ccc(O)c(O)c3)cs2)n1,1
MQFCAEFMKAECPE-UHFFFAOYSA-N,N#CCCCNCCC#N,1
NITMRIAAAKECLS-WDZFZDKYSA-N,O=C1NCCCN1/N=C/c1ccc([N+](=O)[O-])o1,0
FVYRUSCZCWSFLT-UHFFFAOYSA-N,CCOP(=O)(Cc1ccc(-c2nc3ccccc3s2)cc1)OCC,0
OYZSXZXCWUJDFJ-UHFFFAOYSA-N,O=c1c2c3c(sc2nc2scc(-c4ccc(Br)cc4)n12)CCCC3,0
BKNIXAGNUBETPN-UHFFFAOYSA-N,O=C(O)CCNC(=O)c1cccnc1Cl,0
XLPGZYXBXMCYJJ-UHFFFAOYSA-N,CC(CN(C)C)N1C(=O)N(c2ccc(Cl)cc2)CC1C,1
DIHFLCQZLIJXKB-UHFFFAOYSA-N,COc1ccccc1N1CCN(CC(O)c2ccccn2)CC1,1
ZSUOPPDUPWRULU-UHFFFAOYSA-N,COC(CN1CCN(c2ccccc2C)CC1)c1cccnc1,1
GKCKVCHGFKBYLJ-UHFFFAOYSA-N,CCOC(CN1CCN(c2ccccc2C)CC1)c1cccnc1,1
BMLZYLYIEWXTCM-UHFFFAOYSA-N,O=C(O)c1ccccc1Nc1cccc(Cl)c1CO,0
VRNDVGVAHVCCCU-UHFFFAOYSA-N,Cc1c(Nc2ccccc2C(=O)O)ccc(O)c1Cl,1
NUDQEQNODBLJCN-UHFFFAOYSA-N,COc1ccc(-c2csc(N3CC(=O)NC3=O)n2)cc1,1
XFVPEPYIFNNMHP-UHFFFAOYSA-N,CC1CC(=O)N(C)c2ccccc2N1C,0
VRBPDSBEMLMXGG-UHFFFAOYSA-N,Cc1ccccc1OCC(=O)N1CC1,0
YVOKGTMKRMWWJP-UHFFFAOYSA-N,O=C(COc1ccc([N+](=O)[O-])cc1)N1CC1,0
UYLHFGYZOSYPLU-UHFFFAOYSA-N,O=C(COc1ccccc1[N+](=O)[O-])N1CC1,0
YVWCNHGLSDUAQM-UHFFFAOYSA-N,Cc1ccc(OCC(=O)N2CC2)cc1,0
QLNLKYTYJSQEIE-UHFFFAOYSA-N,O=C(COc1cccc2ccccc12)N1CC1,0
VGCBCMBQDBWMBT-UHFFFAOYSA-N,Cc1cccc(OCC(=O)N2CC2)c1,0
GGXZCVYJRFSCPS-UHFFFAOYSA-N,O=C1C(=O)N(Cc2ccccc2)c2ccc(Br)cc21,0
URZPIQIVCRGAKT-UHFFFAOYSA-N,CCCCCCSC1CS(=O)(=O)CC1O,0
AGKMSAQHASAIOF-UHFFFAOYSA-N,CCCCCCCCCCCCSC1CS(=O)(=O)CC1O,1
IOISGVCNQGILBL-UHFFFAOYSA-N,CCCCCCCCCCCCS(=O)(=O)C1CS(=O)(=O)CC1O,0
SYRHGCGUNFJCQQ-UHFFFAOYSA-N,CCCCCCS(=O)C1CS(=O)(=O)CC1O,0
SYBGQUOWIDTOOE-UHFFFAOYSA-N,CCCCCCCCCCCCS(=O)C1CS(=O)(=O)CC1O,0
VZRYIZGMQICGSF-UHFFFAOYSA-N,O=CC(=O)c1ccc(F)c(F)c1,0
HYKLKVHEGMSVKE-UHFFFAOYSA-N,O=C(O)CCCN(CN(CCO)C1=NCCN1)C(=O)c1ccccc1,1
DWJKHCPKJOPMFX-UHFFFAOYSA-N,O=C(O)CCCN(CN(CCCO)C1=NCCN1)C(=O)c1ccccc1,1
PSFDRSWFKUYVET-UHFFFAOYSA-N,O=C(O)CCCN(CN(C1=NCCN1)C1CCCCC1)C(=O)c1ccccc1,1
NIPSVSOVTLKTPQ-UHFFFAOYSA-N,O=C(O)CCCN(CN(C1=NCCN1)C1CCCC1)C(=O)c1ccccc1,1
QFQYOGZRSSOJCN-UHFFFAOYSA-N,O=C(O)CCC(=O)c1ccc(-n2cc3ccccc3n2)cc1,0
MQQAYMHKAVHXHM-UHFFFAOYSA-N,CC(=O)CCc1ccc(-n2cc3ccccc3n2)cc1,0
APVBOPWEQGIKPO-UHFFFAOYSA-N,CC(C(=O)NO)c1ccc(-n2cc3ccccc3n2)cc1,0
GPGHTXSOXYITSX-UHFFFAOYSA-N,CC(C(N)=O)c1ccc(-n2cc3ccccc3n2)cc1,0
OWMPQPNJFWRDRH-UHFFFAOYSA-N,Fc1cccc(-n2cc3ccccc3n2)c1,0
XOMWRLPGRHGMLM-UHFFFAOYSA-N,Fc1ccccc1-n1cc2ccccc2n1,0
JNQANLFHMOCZAS-UHFFFAOYSA-N,COc1cccc(-n2cc3ccccc3n2)c1,0
OLPARULXFXIQHB-UHFFFAOYSA-N,Ic1ccc(-n2cc3ccccc3n2)cc1,0
IETRONPRJQXZBZ-UHFFFAOYSA-N,N#Cc1cccc(-n2cc3ccccc3n2)c1,0
PGPLPWPELYKDAP-UHFFFAOYSA-N,Cc1cc(Nc2nc(C)ccc2S)nc(N)n1,1
KVXYRSBKCWQAQT-UHFFFAOYSA-N,Cc1ccc(S)c(Nc2cc(N)nc(N)n2)n1,1
XSRFCTOUTHFGIL-UHFFFAOYSA-N,Cc1ccc(S)c(Nc2cc(Cl)nc(Cl)n2)n1,1
VFDXJOUOYOTEFU-UHFFFAOYSA-N,CSc1nc(N)cc(Nc2nc(C)ccc2S)n1,1
YKCQIBMPZWYMNV-UHFFFAOYSA-N,Cc1ccc(S)c(Nc2cc(Cl)nc(N)n2)n1,1
OUDPGYKBERHYDG-UHFFFAOYSA-N,O=c1[nH]cc([N+](=O)[O-])c(=O)n1CCNP(=S)(NCCn1c(=O)[nH]cc([N+](=O)[O-])c1=O)NCCn1c(=O)[nH]cc([N+](=O)[O-])c1=O,0
PGVOQVAJAASJMD-UHFFFAOYSA-N,Cc1cc(C)c2c(C)cc(=O)oc2c1S(=O)(=O)NC(=O)NN=C(c1ccccc1)c1ccccc1,0
ZZDKNUGZABTCAQ-UHFFFAOYSA-N,O=C(C1=NN(c2nncs2)C(C(=O)c2ccccc2)=NN1c1nncs1)c1ccccc1,1
RANAUHJCXFNKJF-UHFFFAOYSA-N,Cc1nnc(N2N=C(C(=O)c3ccccc3)N(c3nnc(C)s3)N=C2C(=O)c2ccccc2)s1,1
LJCBHTSLTDXRDO-UHFFFAOYSA-N,CCc1nnc(N2N=C(C(=O)c3ccccc3)N(c3nnc(CC)s3)N=C2C(=O)c2ccccc2)s1,1
KGANFGWYBFXPCY-UHFFFAOYSA-N,CCCc1nnc(N2N=C(C(=O)c3ccccc3)N(c3nnc(CCC)s3)N=C2C(=O)c2ccccc2)s1,0
WKQGORHVDYTJFB-UHFFFAOYSA-N,CN1C(c2ccccc2O)=NCC1c1ccccc1,1
GDYUXMHMMKIJBG-UHFFFAOYSA-N,CN1C(c2ccncc2)=NCC1c1ccccc1,1
PDSMGQPHKSYHJY-UHFFFAOYSA-N,CCN1C(c2ccncc2)=NCC1c1ccccc1,1
OCXTVWJUYSPTQW-UHFFFAOYSA-N,CCCN1C(c2ccncc2)=NCC1c1ccccc1,1
PYPPISZIYTWBLF-UHFFFAOYSA-N,CC(C)N1C(c2ccncc2)=NCC1c1ccccc1,1
OKHBMCHTIXFPOE-UHFFFAOYSA-N,COc1ccc2c(=O)c(C)c(-c3ccc(F)cc3)oc2c1CN(C)C,1
BMZNWXXQDLWOCN-UHFFFAOYSA-N,CCN(CC)Cc1c(OC)ccc2c(=O)c(C)c(-c3ccc(F)cc3)oc12,1
UEWGMFWSPRBISG-UHFFFAOYSA-N,COc1ccc2c(=O)c(C)c(-c3ccc(F)cc3)oc2c1CN1CCCC1,1
DCJJYIMYIJXFPT-UHFFFAOYSA-N,COc1ccc2c(=O)c(C)c(-c3ccc(F)cc3)oc2c1CN1CCCCC1,1
SLACVLUCWZYDAK-UHFFFAOYSA-N,COc1ccc2c(=O)c(C)c(-c3ccc(Cl)cc3)oc2c1CN(C)C,1
LWLNYRLTTRMKJI-UHFFFAOYSA-N,CCN(CC)Cc1c(OC)ccc2c(=O)c(C)c(-c3ccc(Cl)cc3)oc12,1
QTHOHQGKFKGDKD-UHFFFAOYSA-N,COc1ccc2c(=O)c(C)c(-c3ccc(Cl)cc3)oc2c1CN1CCCC1,1
XMKKVRWFDSORCV-UHFFFAOYSA-N,COc1ccc2c(=O)c(C)c(-c3ccc(Cl)cc3)oc2c1CN1CCCCC1,0
LTRHQEBFWROVEA-UHFFFAOYSA-N,Cc1cc(-n2cnc3ccccc3c2=O)on1,1
OBKNRVAXTAVHHJ-UHFFFAOYSA-N,Cc1cc(-n2c(C)nc3ccccc3c2=O)on1,1
HEODOZQRFGSFLN-UHFFFAOYSA-N,CCc1nc2ccccc2c(=O)n1-c1cc(C)no1,1
MGALUEYSHLIDFY-UHFFFAOYSA-N,Cc1cc(-n2c(-c3ccccc3)nc3ccccc3c2=O)on1,1
