index,smiles
209542,C[C@H](NS(=O)(=O)c1ccccc1F)C(=O)OCC(=O)N1CCc2ccccc21
209543,COC(=O)c1ccccc1NC(=O)c1cc(-c2cccs2)on1
209544,CCC1(CC)NC(=O)N(CC(=O)OCC(=O)NC(=O)c2ccccc2)C1=O
209545,Cc1cc(C)nc(SCc2nnc(SCc3ccccc3Cl)o2)n1
209546,COc1ccc(/C=C/C(=O)c2ccccc2)c(OC)c1
209547,CCN1C[C@]2(CO)CC[C@H](OC)[C@@]34C5C[C@H]6[C@H](OC)C5[C@](O)(C[C@H]6OC)[C@@H](C(OC)C23)[C@@H]14
209548,Cn1ccnc1C(=O)c1cc(SCC(=O)NC2CC2)nc2ccccc12
209549,O=C(Cn1nc(-c2ccccc2)ccc1=O)N1CCC2(CC1)OCCO2
209550,CC(C)(CNC(=O)/C=C/c1ccc(F)cc1)CNC(=O)/C=C/c1ccc(F)cc1
209551,COc1ccccc1NC(=O)Oc1ccc(C(C)=O)cc1
209552,CC(=O)Nc1ccc(S(=O)(=O)N(C)CC(=O)OCC(=O)Nc2cccnc2Cl)cc1
209553,COc1ccc(NC(=O)CC2Oc3ccccc3NC2=O)c(OC)c1
209554,CC(Oc1ccc2c3c(c(=O)oc2c1)CCCC3)C(=O)NCCN1CCOCC1
209555,O=C(NNC(=O)c1ccc2ccccc2c1O)Nc1ccc(F)cc1
209556,Cc1ccc(C(O)c2ccncc2)cc1
209557,COC(=O)c1cc(OC)c(OC)cc1NC(=S)N1CCN(Cc2ccccc2)CC1
209558,COc1ccc(C(=O)NCc2nnc(SCC(=O)NC3=NCCS3)n2C)cc1
209559,CC1CCCC(NC(=O)c2ccc3snnc3c2)C1C
209560,CC1CCCCC1NC(=O)NC(=O)CCl
209561,C=CC(C)C(C(=O)c1ccccc1)N(C)C
209562,COc1ccc(NC(=O)c2ccco2)cc1NC(=O)c1cccs1
209563,Cc1ccc(OCC(=O)Nc2ccc3c4c(cccc24)CC3)c(C)c1
209564,COC(=O)c1ccc(Cl)c(NS(=O)(=O)c2ccc3c(c2)OCCO3)c1
209565,Cc1cc(C)nc(NC(=O)c2ccc(Cl)cc2[N+](=O)[O-])c1
209566,O=C(O)c1cc(N=Nc2c(O)[nH]c3ccc([N+](=O)[O-])cc23)ccc1Cl
209567,O=C(CCNC(=O)C1CCN(S(=O)(=O)c2ccccc2)CC1)NCCc1cccc(F)c1
209568,CCCc1cc(=O)[nH]c2nnc(SCC(=O)Nc3cccc(NC(C)=O)c3)n12
209569,O=C(NC12CC3CC(CC(C3)C1)C2)N1CCN(S(=O)(=O)c2ccc(Cl)cc2)CC1
209570,O=S(=O)(Cc1ccccc1)N1CCN(c2ccccc2)CC1
209571,O=C(COC(=O)[C@@H]1CCCN1S(=O)(=O)c1ccccc1F)NCc1ccc2c(c1)OCO2
209572,COc1ccc(C2NC(c3ccc(OC)c(OC)c3OC)C(C)C(=O)C2C)c(OC)c1OC
209573,Cc1cccc(N2C(=O)CS/C2=N\NC(=O)c2cccnc2)c1C
209574,COc1ccc(-c2cc(Cl)cc3c(=O)c4ccccc4n(C)c23)cc1F
209575,CCn1c(CC(=O)Nc2ccc(C)c(Cl)c2)nnc1SCC(=O)Nc1nc(C)cs1
209576,CCC(O)CNC(=O)NC(=C(Cl)Cl)c1ccc(C)c(F)c1
209577,Cc1cc(=O)n2nc(N3CCC(C(=O)NCc4ccc(F)cc4)CC3)sc2n1
209578,CCCCCc1cc(=O)oc2c(C(CCN(CC)CC)c3cc(OC)c(OC)c(OC)c3)c(OC)cc(OC)c12
209579,COc1ccc(NC(=O)CN2CCN(Cc3ccccc3)CC2)cc1
209580,CN1C(=O)/C(=C/c2ccccc2F)Sc2ccc(C(=O)NCC3CCCO3)cc21
209581,CC(=Nc1cccc(O)c1)c1sc2ccccc2c1O
209582,CC(=O)c1ccc(NC(=O)Cc2cccs2)cc1
209583,Cc1ccc(Nc2nc3ccccc3s2)cc1
209584,COc1ccc(CNC(=O)[C@@H](NC(=O)C2CCN(C(=O)[C@@H]3CCCN3C(=O)OC(C)(C)C)CC2)C(C)C)cc1
209585,COc1cccc(-c2csc(N3CCN(C(=S)Nc4cccc(Cl)c4)CC3)n2)c1
209586,CCc1ccc(C(=O)NNC(=O)OC)cc1
209587,CCOc1ccc(S(=O)(=O)N(CC(N)=O)c2ccc(C)cc2)cc1
209588,O=C1C2CC=CCC2C(=O)N1Cc1nnc(-c2ccc(Cl)cc2)o1
209589,COC(=O)CSc1nnc(-c2ccc(OC)c(OC)c2)o1
209590,COc1ccc(S(=O)(=O)N2CCC(C(=O)Nc3cccc(C(C)=O)c3)CC2)cc1C
209591,O=C(COc1ccccc1F)N1CCc2ccccc2C1
209592,N#C/C(=C\c1ccccc1)C(=O)OCC(=O)N1CCCC1
209593,C=CCn1c(SCC(=O)Nc2ncc(Cc3cc(Cl)ccc3Cl)s2)nnc1-c1ccncc1
209594,CCC(CC)n1[nH]c(=O)cc1N
209595,CCc1ccc(NC(=O)COc2cccc(-n3cnnn3)c2)cc1
209596,CCC(NC(=O)c1cccc(Cn2cc([N+](=O)[O-])cn2)c1)c1ccc(C(C)C)cc1
209597,COc1ccc(-c2cc(C(F)(F)F)nc(SCC(=O)Nc3sc4c(c3C#N)CCC4)n2)cc1
209598,Cc1cc(C)nc(NS(=O)(=O)c2ccc(NS(=O)(=O)c3ccc(C#N)cc3)cc2)n1
209599,COC(=O)C(C)Sc1nc2c(c(=O)[nH]c(=O)n2C)n1CCC(C)C
209600,CC(=O)Nc1cccc(NC(=O)c2ccc3[nH]c(C)c(C)c3c2)c1
209601,NN(Cc1ccccc1)C(=S)Nc1ccc(Cl)c(Cl)c1
209602,CC(c1ccccc1C(O)c1ccccc1)N(C)C
209603,Cc1cc(N/N=C/c2ccc(N(C)C)cc2)nc(NCc2ccccc2)n1
209604,O=C(N/N=C/c1ccc(COc2ccc(Br)cc2)o1)c1ccco1
209605,Cc1cccc(NC(=O)CSC(N)=O)c1C
209606,O=C1Nc2ccccc2C1=Nc1ccc(S(=O)(=O)Nc2nccs2)cc1
209607,CCC(=O)N(Cc1cc(=O)[nH]c2ccccc12)c1ccccc1OC
209608,CC1=Nc2cc(C(=O)O)ccc2Sc2c(C)ccc(C)c21
209609,CCCSc1cc(N)cc([N+](=O)[O-])c1
209610,Cc1ccn2c(C=O)c(-c3ccc(F)cc3)c(C=O)c2c1
209611,CCN(CC)CCCNC(=O)Cn1ncc2c(=O)oc3ccc(C)cc3c21
209612,COc1ccc(-c2noc(CCC(=O)NCC3CCN(Cc4cccc(C)c4)CC3)n2)cc1
209613,O=C(Nc1cccc2c1CCCC2)C1CCCN(S(=O)(=O)c2cccc3nonc23)C1
209614,O=C(Cn1c(CO)nc2ccccc21)Nc1ccc2c(c1)OCCCO2
209615,CCOC(=O)C(C(C)=O)c1c(Br)c(O)c(O)c2c(C(=O)c3ccc(C)cc3)coc12
209616,CCOc1ccc(OCCCN(C)C)cc1
209617,COc1cc(CCC(=O)N2CCN(c3cccc(C)c3C)CC2)cc(OC)c1OC
209618,Cc1ccc(NS(=O)(=O)c2cn(C)c(=O)n(C)c2=O)cc1C
209619,CC(C)CNCC1OCc2ccccc2CO1
209620,CCN(CC)S(=O)(=O)c1ccc2oc(SCC3CN=C(c4ccc(OC)cc4)S3)nc2c1
209621,N#CNC(=Nc1cccc(F)c1)SCc1ccccc1
209622,CCCCn1cnc2cc(NCc3cccc(OC)c3O)ccc21
209623,O=C(OCc1csc(-c2ccccc2)n1)C1=NN(c2ccccc2)C(=O)CC1
209624,CCc1ccccc1NC(=O)Nc1cccn(Cc2ccc(F)cc2)c1=O
209625,CC(CCc1ccccc1)NC(=O)C1CCN(c2nnc(-n3cccc3)s2)CC1
209626,CCOC(=O)c1cnc(SC)nc1N
209627,Fc1ccc(C(c2nnnn2Cc2cccs2)N2CCN(c3ccccc3)CC2)cc1
209628,Cc1c(C(=O)N2CCCCC2C)sc2nc3n(c(=O)c12)CCC3
209629,COc1cccc(NC(=O)[C@H](NC(=O)[C@@H]2Cc3ccccc3CN2)c2ccccc2)c1
209630,CCC1CCc2c(sc(NC(C)=O)c2C#N)C1
209631,CC(C)(C)OC(=O)NCC1CCC(C(=O)NC[C@H](CC(=O)O)c2ccc(Cl)cc2)CC1
209632,CCOC(=O)c1sc(Nc2ccccc2)nc1C
209633,CC(=O)Nc1ccc(NC(=O)COc2cccc3c2OC(C)(C)C3)cc1
209634,CN1CCCN(C(=O)COc2ccc(F)cc2F)CC1
209635,COC(=O)c1ccccc1NC(=O)CN1CCCCC1
209636,CC(=O)c1sc(NC(=O)c2ccc(Br)o2)nc1C
209637,Nc1ncnc2c1nc(SCCO)n2Cc1ccccc1
209638,C#CCOCCOCCOCCNc1nc(N2CCOCC2)nc(N2CCN(C(=O)[C@H](Cc3cc4ccccc4[nH]3)n3cc([C@@H](N)C(C)CC)nn3)CC2)n1
209639,CC(=NCCc1c[nH]c2ccccc12)c1c(O)n(Cc2ccccc2)c(=O)[nH]c1=O
209640,CCCCN1CC[C@H]2C=CC[C@@H](C(=O)NCc3ccc(OC)cc3)[C@H]2C1=O
209641,Oc1ccc(C[C@@H]2CNCCN2CCC23CC4CC(CC(C4)C2)C3)cc1
209642,O=C(NC1CCN(Cc2ccccc2)CC1)c1ccc2c(c1)[nH]c(=O)n2Cc1ccc(F)cc1
209643,CCOc1cc(C2NC(=S)NC(C)=C2C(=O)Nc2ccc(OC)cc2)ccc1O
209644,O=C(Nc1cccc(S(=O)(=O)N2CCCCC2)c1)c1cccs1
209645,CC1=NN(c2ccccc2)C(=O)C1c1ccccc1
209646,COc1ccccc1N(CC(=O)NCC1CCCO1)C(=O)CCC(=O)Nc1cc(C)on1
209647,CNc1oc(C)nc1S(=O)(=O)c1ccc(C)cc1
209648,Nc1cccc2nsnc12
209649,COc1cc(C(=O)N[C@@H](C)C(=O)NCc2ccco2)cc(OC)c1OC
209650,O=C(NC1CCN(Cc2nnnn2CCc2ccccc2)CC1)c1ccccc1F
209651,CC(C)c1ccc(NC(=O)c2snc3ccc(Cl)cc23)cc1
209652,CSCCC(NC(=O)c1ccccc1Cl)C(=O)Nc1ccc(C)c(S(=O)(=O)N2CCOCC2)c1
209653,CCOC(=O)CSc1nnc(CCc2nc3ccccc3[nH]2)n1C
209654,c1csc(-c2nc3ccccc3[nH]2)c1
209655,Cc1ccc(S(=O)(=O)N(CC2CO2)c2ccccc2[N+](=O)[O-])cc1
209656,O=C(Nc1nnc(-c2cccs2)s1)C1CC1
209657,CC(C)[C@]1(c2ccc(Cl)cc2)ON(c2ccccc2C(F)(F)F)C1=O
209658,Cc1c(Cl)cccc1NC(=S)N1CCC(N(C)CC2CCCO2)CC1
209659,CCN(CCCNC(=O)CC(C(=O)N1CCc2ccccc21)n1ccnc1)c1cccc(C)c1
209660,O=C(O)Cn1c(CC(=O)N2CCCC2)nc2ccccc21
209661,CCCCN(CC)C(=O)c1cc2cc3ccc(OC)cc3nc2o1
209662,COC(=O)C1CCN(C(=O)NC(C)(C)C)CC1
209663,Cc1cc(C)cc(NS(=O)(=O)c2ccc3[nH]c(=O)ccc3c2)c1
209664,COc1ccc(NS(=O)(=O)c2ccc(NC(=S)NC(=O)c3ccc(F)cc3)cc2)nn1
209665,c1ccn2cc(CSC3=NCCS3)nc2c1
209666,CCCCN(CC)CCNc1c(NC2CCN(C(=O)OCC)CC2)c(=O)c1=O
209667,CCOc1ccc2[nH]c(=O)c(CN(Cc3ccco3)Cc3nnnn3Cc3ccccc3)cc2c1
209668,Cc1ccc(C(=O)O)cc1NS(=O)(=O)c1ccc2c(c1)oc(=O)n2C
209669,Cc1[nH]c2ccc(C(=O)N3CCN(c4ccccc4Cl)CC3)cc2c1C
209670,O=C(O)c1cccc(Nc2ncnc3ccc(Br)cc23)c1
209671,Cc1ccc(C(=O)NCc2ccc3c(c2)OCO3)c(C)c1
209672,N/C(=N\OC(=O)c1ccco1)c1ccccc1
209673,COCc1nc2ccccc2n1CCc1ccccc1
209674,Cc1ccc(N2CC(C(=O)N/N=C/c3c(F)cccc3Cl)CC2=O)cc1
209675,CCOC(=O)c1ccc2c(c1)C(=O)N(C1CCCCC1)C2=O
209676,CCN(CC)CCN1C(=O)C(=O)/C(=C(/O)c2cccc(OC)c2)C1c1ccccn1
209677,Cc1ccc(S(=O)(=O)NCCc2nnc3ccc(NCCCOC(C)C)nn23)cc1
209678,Cc1nc(NCC2CCCO2)[nH]c(=O)c1CCC(C)C
209679,COc1ccc(C2CC2/C(=N/OC(=O)c2cccs2)c2ccccc2)cc1
209680,COc1ccccc1N1CC(O)=C(c2nc3ccccc3s2)C1=N
209681,C#CCNc1c2c(nc3nnnn13)CCCC2
209682,O=C(CCC1CCCN(C(=O)C2CCCC2)C1)NCc1ccc(F)c(F)c1
209683,CCOc1ccc(CNC(=O)C(C)n2ccc3cc(S(=O)(=O)N4CCCC4)ccc32)cc1
209684,O=C(CSc1nc2ccsc2c(=O)n1CC1CCC(C(=O)O)CC1)c1ccc(Cl)cc1
209685,COc1ccc(-c2cc(C(=O)Nc3nc4ccccc4s3)c3ccccc3n2)cc1OC
209686,CN(C)C(=O)N1CCCC(C(=O)NCc2cccs2)C1
209687,Cc1ccccc1Nc1nc(N2CCOCC2)nc(N2CCOCC2)n1
209688,O=C(NCCCn1ccnc1)c1noc2c1CCCC2
209689,Cc1cc2cc(CCNS(C)(=O)=O)c(=O)[nH]c2cc1C
209690,Cc1c(Cl)ccc(S(=O)(=O)NCCN2CCOCC2)c1Cl
209691,Cc1cccc(NC(=O)c2sc3nc(N)c(C#N)cc3c2N)c1
209692,CC(=O)Nc1nc(C)c(Oc2ccc(Cl)cc2)c(=O)[nH]1
209693,CCCC(=O)N/N=C1\CS(=O)(=O)N(C)c2ccsc21
209694,Cc1ccc(NC(=O)CCCc2ccccc2)c([N+](=O)[O-])c1
209695,COc1nc2ccccc2c(=O)n1OCC(C)C
209696,O=S(=O)(c1ccccc1C(F)(F)F)N1CCN(S(=O)(=O)c2ccccc2C(F)(F)F)CC1
209697,Cn1c(SCCOc2ccccc2Cl)nnc1-c1ccncc1
209698,Cn1nnc(NC(=S)NC(=O)c2cccc3ccccc23)n1
209699,COc1ccc(C(CNC(=O)CNC(=O)c2cccc(C)c2)N2CCOCC2)cc1
209700,O=C(CN1C(=O)NC2(CCCC2)C1=O)Nc1ccc(C(F)(F)F)cc1
209701,CCn1c(=O)c(=O)n(CC)c2cc(S(=O)(=O)Nc3cc(C)ccc3C)ccc21
209702,CCN1CCN(CC(O)COCCOc2ccc(Br)cc2)CC1
209703,O=C(NC1CCCCC1)C(c1cccs1)N(Cc1cccs1)C(=O)c1cccs1
209704,Cc1cc(=O)n(CC2CC(c3ccccc3Cl)=NO2)c2ccccc12
209705,CCN(CC)CCCn1c2c(c(SCC(=O)Nc3cccc(C)c3C)nc1=O)CCC2
209706,Cc1ccc2nc(C(O)C(O)c3nc4ccc(C)cc4[nH]3)[nH]c2c1
209707,COC(=O)c1c(NC(=O)C2C3CCC(C3)C2C(=O)O)sc2c1CCCCC2
209708,COc1cccc(NC(=O)CN(C)C(=O)CSc2ncnc3sc(C)c(C)c23)c1
209709,CCOc1ccc(CNC(=O)CCn2c(=O)oc3ccccc32)cc1
209710,O=C(CSc1nnc(Cc2ccccc2)n1Cc1ccco1)NC1CCCC1
209711,CCc1nnc(NC(=O)CSc2nnc(Cc3cccn3C)n2C)s1
209712,COc1cc(OC)cc(C(=O)NCCCN2CCOCC2)c1
209713,COc1cc(OC)c(/C=N/n2c(C3CCCCC3)n[nH]c2=S)c(OC)c1
209714,CCN(CC(=O)Nc1ccccc1C(F)(F)F)C(=O)CCc1c(C)[nH]c(=O)c(C#N)c1C
209715,Cc1cccc(N2CCN(CC(O)COCc3cccs3)CC2)c1C
209716,O=C(Oc1ccc(-c2csnn2)cc1)C1CC1
209717,CCCCN(CC)C(=O)Cn1cnc2ccc(S(=O)(=O)N3CCC(C)CC3)cc2c1=O
209718,C/C(=N\NC(=O)c1n[nH]c2c1CCC2)c1cccs1
209719,O=C(NCc1cccs1)C1CCC(CNS(=O)(=O)c2cccs2)CC1
209720,COc1ccc(-n2c(NC(=O)c3ccco3)c(C#N)c3nc4ccccc4nc32)cc1
209721,O=S(=O)(NCCc1ccncc1)c1cc(Br)ccc1F
209722,Cc1cccc(CSc2nnc([C@@H]3CCCN3)o2)c1
209723,O=C(N/N=C\c1c(O)ccc2ccccc12)c1ccc(S(=O)(=O)N2CCCCC2)cc1
209724,O=C1C2Sc3[nH]c(=O)sc3C(c3cc([N+](=O)[O-])ccc3O)C2C(=O)N1c1ccccc1
209725,CCCC(=O)Nc1c2c(nn1-c1ccc(OC)cc1)CS(=O)C2
209726,CCCc1nc(SCC(=O)N2CCc3ccccc3C2)c2ccccc2n1
209727,COc1ccc(S(=O)(=O)N2CCCC2C(=O)Nc2nccs2)cc1
209728,O=C(NC1CCCCC1)N1CCc2ccccc2C1
209729,O=C1C2C3C=CC(C4CC34)C2C(=O)N1/N=C/c1ccc(-c2ccc([N+](=O)[O-])cc2)o1
209730,O=C(CCC(=O)Nc1ccc(Cl)cc1)N/N=C/c1ccc2c(c1)OCO2
209731,CCN(CC)CCOc1ccc2nc(N(C)C)sc2c1
209732,COc1ccc(C2C=C(c3ccc(Br)s3)Nc3ncnn32)cc1OC
209733,COC(=O)CC1C(=O)NCCN1C(=O)c1cc(OC)c(OC)cc1OC
209734,O=C(NCc1cccnc1)C1CC(=O)N(CCc2ccccc2)C1
209735,Cc1ccc(CSCCC(=O)NCCc2ccc(Cl)cc2)cc1
209736,CCCC1OC2CC3C4CCC5=CC(=O)C=CC5(C)C4C(O)CC3(C)C2(C(=O)O)O1
209737,Nc1sc(-c2ccccc2)c(Cc2ccccc2)c1C(=O)O
209738,COc1cc(CN2CCN(CC3CC3)CC2CCO)cc(OC)c1
209739,NC(=O)/C(=C/c1cccnc1)NC(=O)c1ccccc1
209740,COc1ccc(CC(=O)NCC2CCCN(Cc3ccc(F)cc3F)C2)cc1
209741,CNc1nc2c(c(=O)n(C)c(=O)n2C)n1Cc1ccccc1
209742,CCCNC(=O)c1onc(CSc2nc3ccccc3[nH]2)c1C(=O)NCCC
209743,Cc1ccc(S(=O)(=O)N2CCCCC2CCNC(=O)C(=O)NC2CCCC2)cc1
209744,O=C(N/N=C/c1ccccc1C(=O)O)c1cccc(S(=O)(=O)N2CCCCC2)c1
209745,COc1ccccc1Nc1cc(C(=O)NCc2cccnc2)c2ccccc2n1
209746,CCc1nnc2c3cnn(-c4ccccc4)c3ncn12
209747,Cc1noc2ncnc(Oc3ccc4ccccc4c3)c12
209748,Cc1ccc(C)c(Cn2nnc(C(=O)Nc3ccc4c(c3)OCCO4)c2N)c1
209749,CS(=O)(=O)N(CC(=O)NCCC1=CCCCC1)c1cccc([N+](=O)[O-])c1
209750,C=CS(=O)(=O)c1ccc(Oc2ccc(S(=O)(=O)C=C)cc2)cc1
209751,O=C(NC1CCCCC1)N(CCN1CCCC1)Cc1cc2cc3c(cc2[nH]c1=O)OCCO3
209752,Cc1cc(=O)oc2cc(OCC(=O)Nc3nnc(C(C)C)s3)ccc12
209753,CCOC(=O)c1cccc(NC(=O)CCc2nnc3ccc(N4CCN(C)CC4)nn23)c1
209754,CCCN1Cc2cccc(C(N)=O)c2C1=O
209755,Cc1ccc(-n2nc(C)c(C(=O)Nc3cccc(C(=O)NC4CC4)c3)n2)c(C)c1
209756,Cc1ccc(-n2c(C)cc(C(=O)CN3CCOCC3)c2C)cc1
209757,Cc1ccc(-c2noc(CCCC(=O)NC3CCCCC3)n2)cc1
209758,Cc1ccccc1-n1c(SCC(=O)N(C)C2CCS(=O)(=O)C2)nc2ccccc2c1=O
209759,Cc1ccccc1N1CCN(C(=S)c2ccc([N+](=O)[O-])cc2)CC1
209760,O=C(OCC(=O)N1CCOCC1)c1ccc(N2CCOCC2)c([N+](=O)[O-])c1
209761,CN1CCN(NC(=O)c2ccc(Cl)cc2Cl)CC1
209762,COc1ccc(S(=O)(=O)N/N=C\c2ccc3c(c2)OCO3)c(OC)c1
209763,O=C(COc1ccccc1)Nc1cccc(-c2ccc(N3CCOCC3)nn2)c1
209764,Cc1ccc2c(c1)-c1c(ssc1=S)C(C)(C)N2C(=O)c1ccco1
209765,CCOC(=O)N1CCN(S(=O)(=O)N2CCCC(C(=O)NCCc3ccccc3)C2)CC1
209766,COc1ccc(C(=O)CSc2n[nH]c(-c3ccncc3)n2)cc1[N+](=O)[O-]
209767,O=C(CN1C(=O)NC2(CCCCC2)C1=O)N1CCN(S(=O)(=O)c2ccccc2)CC1
209768,CCc1ccc(NC(=O)C(=O)N/N=C(\C)CC(=O)Nc2ccccn2)cc1
209769,CN1CCN(c2ccc(NC(=S)NC(=O)c3cccc4c(Br)cccc34)cc2)CC1
209770,Cc1cc(NC(=O)CSc2nc(-c3ccccc3Cl)nc3c2c(=O)n(C)c(=O)n3C)no1
209771,COc1cc(CC(=O)Nc2ccc3nc(C)sc3c2)cc(OC)c1OC
209772,Oc1ccc(-c2nc3ncccn3c2Nc2ccc3c(c2)OCO3)cc1
209773,Cc1cc(F)c(F)c(C(=O)N2CCOCC2)c1Cl
209774,Cc1ccc(CSCCNC(=O)c2ccc(NS(C)(=O)=O)cc2)cc1
209775,CCN1CCCC1CNCC(O)COc1ccc(C(C)(C)C)cc1C
209776,CCN1C(=O)[C@H]2[C@@H](c3ccc(C)cc3)N3C(=O)N(c4ccccc4)C(=O)[C@@]3(CC)[C@H]2C1=O
209777,Cc1ccc(C(=O)NCc2nc3ccccc3[nH]2)o1
209778,Cc1nn(CC(=O)NCCCN2CCCCC2)c(=O)c2cccn12
209779,Cc1ccc(CNC(=O)c2csc3c2CCCCC3)cc1
209780,Cc1ccc(NC(=O)N(CCCN2CCOCC2)Cc2cccs2)cc1C
209781,CCCCn1c(N)c(N(CCOC)C(=O)c2ccc(Cl)c(S(=O)(=O)N3CCCC3)c2)c(=O)[nH]c1=O
209782,Cc1ccc(C(=O)N/C(=C\c2ccco2)C(=O)NCCN2CCCCC2)cc1C
209783,CCOC(=O)C1CCCN(c2c(N3CCN(C)CC3)c(=O)c2=O)C1
209784,O=C(NCc1cccnc1)C1CC(c2ccc(Cl)c(Cl)c2)=NO1
209785,C=CCn1c(SCC(N)=O)nc2nc3c(cc2c1=O)COC(C)(C)C3
209786,O=C(O)c1ccccc1C(=O)Nc1ccc(Nc2ccc([N+](=O)[O-])cc2[N+](=O)[O-])cc1
209787,Cc1ccc(C(=O)NCC(=O)OCC(=O)N(CC(C)C)c2c(N)n(Cc3ccccc3)c(=O)[nH]c2=O)cc1
209788,CCc1nc(SCC(=O)N2CCOCC2)c2c(=O)n(C)c(=O)n(C)c2n1
209789,CCOC(=O)c1sc(Nc2nc(C)cc(C)n2)nc1C
209790,COc1ccccc1CNC(=O)c1ccc2c(=O)n3c(nc2c1)CCCCC3
209791,O=C(c1ccc(S(=O)(=O)N2CCOCC2)cc1)N1CCN(c2ccccc2)CC1
209792,CCOC(=O)c1c(S(=O)(=O)NCC(=O)Nc2cccc(C)c2C)c(C)n(C)c1C
209793,COCCNC(=S)N(CCc1c(C)[nH]c2ccc(C)cc12)Cc1cc(OC)c(OC)c(OC)c1
209794,Cn1c(SCC(=O)N/N=C/c2ccc(O)c(O)c2)nc2ccccc21
209795,C/C(=N\Nc1ccc(C#N)cc1[N+](=O)[O-])c1ccc(O)cc1
209796,COc1cccc(/C=N/n2c(N)c(S(=O)(=O)c3cccs3)c3nc4ccccc4nc32)c1OC
209797,O=C(O)c1ccc(-n2nnnc2SCc2cccc(Br)c2)cc1
209798,COc1cc(NC(=O)c2ccccc2Cl)c2ncccc2c1
209799,CN(C)S(=O)(=O)c1cccc(COC(=O)c2cccnc2Cl)c1
209800,CCOC(=O)C(Cc1ccc(O)cc1)NC(=O)CNC(=O)C(CC(C)C)NC(=O)OC(C)(C)C
209801,Cc1nn(C)c2ncc(C(N)=O)c(Oc3cccnc3)c12
209802,Cc1ccc(-n2ccnc2SCC(=O)N(CC(C)C)C2CCS(=O)(=O)C2)c(C)c1
209803,CC(C)NC(=O)NC(=O)COC(=O)Cc1c(F)cccc1Cl
209804,Clc1ccc(CSc2ncccn2)cc1
209805,COc1ccc(-c2nc3cc(NC(=S)NC(=O)Cc4ccccc4)ccc3o2)cc1
209806,NS(=O)(=O)c1ccc(CCNC(=O)CSc2nc3ccccc3c(=O)n2CCC(=O)N2CCCCC2)cc1
209807,CC1(C)OC(=O)C(=CNc2ncccn2)C(=O)O1
209808,COc1ccccc1CN1CC(C(=O)N(C)Cc2ccncc2C)CCC1=O
209809,O=S1(=O)CCN2C=Nc3sc4c(c3C2=N1)CCCC4
209810,COc1ccc(OC)c(S(=O)(=O)Nc2ccc(CC(=O)O)cc2)c1
209811,NC1=CC(=O)c2cccc3cccc1c23
209812,CC(=O)Nc1ccc(S(=O)(=O)Nc2cccc(-c3ccc4nncn4n3)c2)cc1
209813,COc1ccccc1NC(=O)N(Cc1ccc2c(c1)OCO2)Cc1nc2ccccc2c(=O)[nH]1
209814,O=C(/C=C/c1ccco1)Nc1ccc(Oc2ccc(Cl)cc2)cc1
209815,CCOc1ccc(-c2noc(CCCC(=O)NC3CCCCC3)n2)cc1OC
209816,COc1ccccc1C(=O)Nc1ccccn1
209817,Cc1cccc(N2CCN(S(=O)(=O)c3ccc4[nH]c(=O)ccc4c3)CC2)c1C
209818,Cc1ccc(NC(=S)N(CCN(C)C)C(C)c2cccnc2)cc1
209819,CCN1CCN(Cc2c(O)ccc3c2O/C(=C\c2ccccc2)C3=O)CC1
209820,COc1ccc(NC(=S)NC(=O)C2CCC2)cc1
209821,O=C(CNS(=O)(=O)c1cccs1)N1CCC2(CC1)OCCO2
209822,COc1cccc(C(=O)N(C)c2nnc(-c3ccncc3)s2)c1
209823,CSc1ccc(/C=C/C(=O)N2CCCN(C)CC2)cc1
209824,CC(=O)c1sc(NC(=O)CN2C(=O)NC3(CCCC3)C2=O)nc1-c1ccccc1
209825,CN(CCOc1ccc(Cl)cc1)C(=O)c1cc(S(=O)(=O)N2CCOCC2)ccc1N1CCCC1
209826,CCOC(=O)Nc1nnc(Cc2ccc(Cl)c(Cl)c2)s1
209827,Cc1c(C(=O)O)sc2nc(CSc3nnc(-c4ccc(F)cc4)n3C)[nH]c(=O)c12
209828,CCOc1ccc2nc(NC(=O)c3ccc(C)o3)sc2c1
209829,CC(Oc1ccccc1)C(=O)OCC(=O)NC(=O)NC1CCCCC1
209830,Cc1ccc(C(CC(=O)O)C2CCOC(C)(C)C2)cc1
209831,CCn1ccnc1CN1CCCC(C(=O)c2cc(C)c(OC)c(C)c2)C1
209832,Cc1cccc(N2CCN(C(=O)CC(NC(=O)c3ccccc3)c3ccccc3)CC2C)c1
209833,Cc1cccc(NC(=O)COC(=O)c2ccc(S(=O)(=O)N3CCCCC3)cc2)c1C
209834,O=C(NC(=S)NNC(=O)c1ccccc1O)c1cccc([N+](=O)[O-])c1
209835,CCOC(=O)C1CCCN(Cc2cc(Br)c(OC)cc2OC)C1
209836,Cc1ccc(S(=O)(=O)N2CCN(C(=O)COC(=O)CNC(=O)c3ccccc3)CC2)c(C)c1
209837,COc1ccc(OC)c(CC(=O)Nc2cc(S(=O)(=O)N3CCCCC3)ccc2C)c1
209838,CC1(CCc2ccc3c(c2)OCO3)NCCc2c1[nH]c1ccccc21
209839,CCOc1cccc(SCc2noc(C(=O)NC(C)C)c2C(=O)O)c1
209840,CN1CCN(C(=O)Nc2ccc3c(c2)N(C)C(=O)c2ccccc2S3)CC1
209841,COc1ccccc1-c1nnc(C2CCN(S(=O)(=O)c3ccccc3[N+](=O)[O-])CC2)o1
