InChIKey,SMILES,Cardiotoxicity-30_target
OZGNYLLQHRPOBR-DHZHZOJOSA-N,CN(C/C=C/c1ccccc1)Cc1cccc2ccccc12,1
XTZNCVSCVHTPAI-UHFFFAOYSA-N,O=C(O)c1ccc2ccccc2c1O.OCc1cc(C(O)CNCCCCCCOCCCCc2ccccc2)ccc1O,1
HTSNFXAICLXZMA-CYBMUJFWSA-N,CCCN1CCC[C@@H](c2cccc(O)c2)C1,1
KRMKBOUUDPUIDK-UHFFFAOYSA-N,O=C(CCN1CCN(CCO)CC1)N1c2ccccc2Sc2ccc(C(F)(F)F)cc21,1
OSVMTWJCGUFAOD-KZQROQTASA-N,C[C@]12CC[C@H]3[C@@H](CCC4=C(O)C(=O)CC[C@@]43C)[C@@H]1CCC2=O,1
ISEHJSHTIVKELA-UHFFFAOYSA-N,CC(C)NC(C)Cc1ccc(I)cc1,1
WMBWREPUVVBILR-WIYYLYMNSA-N,O=C(O[C@@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1,1
HXCNRYXBZNHDNE-UHFFFAOYSA-N,Cc1nc2ccccn2c(=O)c1CCN1CCC(C(=O)c2ccc(F)cc2)CC1,1
CPZBLNMUGSZIPR-NVXWUHKLSA-N,O=C1c2cccc3c2[C@H](CCC3)CN1[C@@H]1CN2CCC1CC2,1
WIXFIQKTHUVFDI-UHFFFAOYSA-M,CC1(S(=O)(=O)[O-])CC(=O)c2ccccc2C1=O,1
ZZKWNLZUYAGVOT-UHFFFAOYSA-N,CCN(CC)CCC(=O)N1c2ccccc2Sc2ccc(Cl)cc21,1
HEYBXKVTQOEUTP-UHFFFAOYSA-N,COc1ccnc(CS(=O)c2nc3cc(OC(F)F)ccc3[n-]2)c1OC,1
NYKCGQQJNVPOLU-ONTIZHBOSA-N,CN(C(=O)Cc1ccc(Cl)c(Cl)c1)[C@H]1CC[C@@]2(CCCO2)C[C@@H]1N1CCCC1,1
SVFXPTLYMIXFRX-XJKSGUPXSA-N,CN[C@@H]1C[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,1
UDKABVSQKJNZBH-DWNQPYOZSA-N,C=C1C[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]2(C)[C@@]1(OC(C)=O)C(C)=O,1
MFWNKCLOYSRHCJ-AGUYFDCRSA-N,CN1[C@H]2CCC[C@@H]1CC(NC(=O)c1nn(C)c3ccccc13)C2,1
NNAIYOXJNVGUOM-UHFFFAOYSA-N,CCNC(=O)N1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,1
ZKMNUMMKYBVTFN-HNNXBMFYSA-N,CCCN1CCCC[C@H]1C(=O)Nc1c(C)cccc1C,1
XLMALTXPSGQGBX-GCJKJVERSA-N,CCC(=O)O[C@](Cc1ccccc1)(c1ccccc1)[C@H](C)CN(C)C,1
JOAHPSVPXZTVEP-YXJHDRRASA-N,CCN(CC)C(=O)N[C@H]1C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,1
OEBPANQZQGQPHF-UHFFFAOYSA-N,Cn1c(NCCN(CCO)CCCc2ccc([N+](=O)[O-])cc2)cc(=O)n(C)c1=O,1
WHTVZRBIWZFKQO-CQSZACIVSA-N,CCN(CC)CCC[C@@H](C)Nc1ccnc2cc(Cl)ccc12,1
XJQPQKLURWNAAH-UHFFFAOYSA-N,COc1cc(CNC(=O)CCCCCCC(C)C)ccc1O,1
DWTTZBARDOXEAM-UHFFFAOYSA-N,CC1CCCC(O)CCCCCc2cc(O)cc(O)c2C(=O)O1,1
MFVJXLPANKSLLD-UHFFFAOYSA-N,Cc1nc2sccn2c(=O)c1CCN1CCC(=C(c2ccccc2)c2ccc(F)cc2)CC1,1
MNHDKMDLOJSCGN-UHFFFAOYSA-N,COc1ccccc1N1CCN(CCCCNC(=O)c2ccc3ccccc3c2)CC1,1
WNZBBTJFOIOEMP-UHFFFAOYSA-N,OC(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,1
ZHVWWEYETMPAMX-UHFFFAOYSA-N,Oc1ccc2c3c1OC1c4oc5ccccc5c4CC4(O)C(C2)N(CC2CC2)CCC314,1
UQOOPIMXBSPVJI-UHFFFAOYSA-N,Cc1cc(C(C)(C)CC(C)(C)C)ccc1OCCOCC[N+](C)(C)Cc1ccccc1,1
YJZYDPRMWYWYCG-UHFFFAOYSA-N,COc1ccccc1N1CCN(CCN(C(=O)c2ccc(F)cc2)c2ccccn2)CC1,1
KDXISMANFPJVJY-UHFFFAOYSA-N,CC1(C)C(=O)N(CCN2CCC(C(=O)c3ccc(F)cc3)CC2)c2ccccc21,1
WVZSEUPGUDIELE-UHFFFAOYSA-N,CC(CN1CCC(Cc2ccccc2)CC1)C(O)c1ccc(O)cc1,1
BLYMJBIZMIGWFK-UHFFFAOYSA-N,CCCN(CCC)C1CCc2ccc(O)cc2C1,1
LDKDSVXYORIIBQ-UHFFFAOYSA-N,NC(=O)c1ccc(OCCC(O)N2CC=C(c3ccc(F)cc3)CC2)cc1,1
RAQPOZGWANIDQT-UHFFFAOYSA-N,c1ccc(CCCN2CCN(CCOC(c3ccccc3)c3ccccc3)CC2)cc1,1
AKXCFAYOTIEFOH-UHFFFAOYSA-N,C=CCN1CCC23c4c5ccc(O)c4OC2C(=NNC(=O)c2ccccc2)CCC3(O)C1C5,1
ALIZQKUHKVLOFI-UHFFFAOYSA-N,CC[Se]CCC(N)C(=O)O,1
KZFDKINRISJFCO-UHFFFAOYSA-N,CN1C2CCC1CC(OC(c1ccccc1)c1ccccc1N)C2,1
IDZASIQMRGPBCQ-UHFFFAOYSA-N,CCCCN1CCCC1CNC(=O)c1cc(C#N)c2ccccc2c1OC,1
XFTVOHWWEQGXLS-UHFFFAOYSA-N,CN1CCc2cc(Br)c(O)cc2C(c2ccccc2)C1,1
PCUIFSZMAIXEDE-UHFFFAOYSA-N,CCOC(=O)c1ncn2c1C1CCNC1C(=O)c1cc(OC)ccc1-2,1
GAAKALASJNGQKD-UHFFFAOYSA-N,Nc1ccc(CCN2CCN(c3cccc(C(F)(F)F)c3)CC2)cc1,1
WIYUZYBFCWCCQJ-UHFFFAOYSA-N,Oc1ccc2c3c1OC1c4[nH]c5ccccc5c4CC4(O)C(C2)N(CC2CC2)CCC314,1
MLDCBJPLHBPJET-UHFFFAOYSA-N,c1ccc(CN2CCC3(CCCc4ccccc43)CC2)cc1,1
QTDZOWFRBNTPQR-UHFFFAOYSA-N,O=C(O)C1=CCCNC1,1
KQWVAUSXZDRQPZ-UHFFFAOYSA-N,C=CCN1CC(C)N(C(c2ccc(C(=O)N(CC)CC)cc2)c2cccc(OC)c2)CC1C,1
AOOSJYIINXVNHV-UHFFFAOYSA-N,CCCCN1CCC(COC(=O)c2cc(Cl)c(N)c3c2OCCO3)CC1,1
LLBLNMUONVVVPG-UHFFFAOYSA-N,OC1(c2ccc(Cl)cc2)CCN(Cc2c[nH]c3ccccc23)CC1,1
VQLPLYSROCPWFF-UHFFFAOYSA-N,CN(C(=O)Cc1ccc(Cl)c(Cl)c1)C1CCCCC1N1CCCC1,1
HLRBSTGXOFUEHW-OAHLLOKOSA-N,CCCN1CCc2cc(O)cc3c2[C@H]1Cc1ccc(O)c(O)c1-3,1
WIYUZYBFCWCCQJ-OOGIKFLQSA-N,Oc1ccc2c3c1O[C@H]1c4[nH]c5ccccc5c4C[C@@]4(O)C(C2)N(CC2CC2)CC[C@]314,1
JELFWSXQTXRMAJ-UHFFFAOYSA-N,CNc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(NC)n1,1
RQQJJXVETXFINY-UHFFFAOYSA-N,NC(N)=NC(=O)c1nc(Cl)c(N2CCCCCC2)nc1N,1
ZHTDDOWJIRXOMA-YVEZLPLXSA-N,C[C@]12CC[C@@H]3c4ccc(O)cc4C(=O)C[C@H]3[C@@H]1CC[C@@H]2O,1
KXDROGADUISDGY-UHFFFAOYSA-N,NC(=NCc1ccccc1)NC(=O)c1nc(Cl)c(N)nc1N,1
SJDOMIRMMUGQQK-UHFFFAOYSA-N,COc1ccccc1N1CCN(CCCCN2C(=O)c3ccccc3C2=O)CC1,1
YBCYJDNOPAFFOW-XOAARHKISA-N,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=Cc5nc6nc7ccccc7n6cc5C[C@]4(C)[C@H]3CC[C@@]21C,1
ZNSZQJHTFRQUPD-UHFFFAOYSA-N,O[Si](CCCN1CCCCC1)(c1ccc(F)cc1)C1CCCCC1,1
WSPOMRSOLSGNFJ-AUWJEWJLSA-N,CN(C)CC/C=C1/c2ccccc2Sc2ccc(Cl)cc21,1
GOTMKOSCLKVOGG-OAHLLOKOSA-N,CN1CCc2cc(Cl)c(O)cc2[C@@H](c2ccccc2)C1,1
BTGAJCKRXPNBFI-OAHLLOKOSA-N,CCCN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3,1
KMPWYEUPVWOPIM-QAMTZSDWSA-N,C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccccc12,1
JXMYTVOBSFOHAF-UHFFFAOYSA-N,Cc1cccc(C2CN(C)CCc3c2cc(O)c(O)c3Cl)c1,1
NSHMVLOWOAQFTP-UHFFFAOYSA-N,CCN(CC)CCOC(=O)C1(c2ccc([N+](=O)[O-])cc2)CCCC1,1
CTKNMSVWMRRCPW-UHFFFAOYSA-N,Clc1ccc(C(c2ccc(Cl)cc2)n2cc[n+](CC(OCc3ccc(Cl)cc3Cl)c3ccc(Cl)cc3Cl)c2)cc1,1
YDBCEBYHYKAFRX-UHFFFAOYSA-N,COc1ccc(NC(=O)c2ccc(-c3ccc(-c4noc(C)n4)cc3C)cc2)cc1N1CCN(C)CC1,1
QNBCPLWFVGLFHO-CYBMUJFWSA-N,CN1CCc2cc(O)cc3c2[C@H]1Cc1ccc(O)c(O)c1-3,1
GFBKORZTTCHDGY-UFWORHAWSA-N,CN1CCN(CC/C=C2\c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1,1
TXQKSMSLZVKQBI-UHFFFAOYSA-N,O=C(O)C1CCCN(CCC=C(c2ccccc2)c2ccccc2)C1,1
QAUVAHYHKLRJCQ-UHFFFAOYSA-N,COc1cccc(OC)c1OCCNCC1CSc2ccccc2O1,1
DQVARXSGNFBPMB-UHFFFAOYSA-N,COc1cccc(C(=O)NCCN2CCN(c3ccc(Cl)cc3)CC2)c1,1
IBQMHBGFMLHHLE-UHFFFAOYSA-N,CCN(CC)CCCCCCCCOC(=O)c1cc(OC)c(OC)c(OC)c1,1
ALFGDCNSEBJYSP-UHFFFAOYSA-N,CC(N)Cc1c[nH]c2ccc(OCc3cccs3)cc12,1
CJDRUOGAGYHKKD-FCXWBZPOSA-N,CC[C@H]1C2C[C@H]3[C@@H]4N(C)c5ccccc5C45C[C@H](C2[C@H]5O)N3[C@@H]1O,1
RTHCYVBBDHJXIQ-MRXNPFEDSA-N,CNCC[C@@H](Oc1ccc(C(F)(F)F)cc1)c1ccccc1,1
QGXBDMJGAMFCBF-LUJOEAJASA-N,C[C@]12CC[C@H]3[C@@H](CC[C@H]4C[C@@H](O)CC[C@@]43C)[C@@H]1CCC2=O,1
BFCDFTHTSVTWOG-YLJYHZDGSA-N,CCCCCCCCN[C@H](C)[C@@H](O)c1ccc(SC(C)C)cc1,1
RIJFNUHYNBVLOZ-DOOHLRMFSA-N,CN1[C@H]2CC[C@@H]1CC(OC(=O)C1C=Nc3ccccc31)C2,1
IIVBFTNIGYRNQY-YQLZSBIMSA-N,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C,1
HJWHHQIVUHOBQN-UHFFFAOYSA-N,C=CCN1CCc2c(cc(O)c(O)c2Cl)C(c2ccccc2)C1,1
VQLPLYSROCPWFF-ROUUACIJSA-N,CN(C(=O)Cc1ccc(Cl)c(Cl)c1)[C@H]1CCCC[C@@H]1N1CCCC1,1
DXCUKNQANPLTEJ-UHFFFAOYSA-N,CCN(CC)CCCCNc1ncc2cc(-c3cc(OC)cc(OC)c3)c(NC(=O)NC(C)(C)C)nc2n1,1
QELDJEKNFOQJOY-ZDUSSCGKSA-N,COc1ccc2c(c1O)-c1c(OC)c(OC)cc3c1[C@H](C2)N(C)CC3,1
VQLPLYSROCPWFF-ZWKOTPCHSA-N,CN(C(=O)Cc1ccc(Cl)c(Cl)c1)[C@H]1CCCC[C@H]1N1CCCC1,1
LJOQGZACKSYWCH-VOMFEXJBSA-N,CC[C@H]1CN2CCC1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12,1
RUZYUOTYCVRMRZ-HXUWFJFHSA-N,COc1cc2nc(N3CCN(C(=O)[C@H]4COc5ccccc5O4)CC3)nc(N)c2cc1OC,1
HMFHBZSHGGEWLO-SOOFDHNKSA-N,OC[C@H]1OC(O)[C@H](O)[C@@H]1O,1
BYGXICRJQZKUPA-UHFFFAOYSA-N,NC(=O)CNCCC(c1ccccc1)c1ccccc1,1
LKHRMULASXZCLG-UHFFFAOYSA-N,CCn1c(=O)[nH]c2cc(Cl)c(Cl)cc21,1
NGZXDRGWBULKFA-VSGBNLITSA-N,COc1cc2c3cc1Oc1cc(ccc1O)C[C@@H]1c4c(cc(OC)c(O)c4Oc4ccc(cc4)C[C@H]3N(C)CC2)CCN1C,1
PUMYFTJOWAJIKF-UHFFFAOYSA-N,CN1C(=O)CN=C(c2ccc(Cl)cc2)c2cc(Cl)ccc21,1
WSEQXVZVJXJVFP-HXUWFJFHSA-N,CN(C)CCC[C@]1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,1
UOLJKAPABHXFRE-UHFFFAOYSA-N,CCCN(CCC)C1Cc2cc(OC)c(OC)cc2C1,1
ZSNNBSPEFVIUDS-ATRFCDNQSA-N,[N-]=[N+]=N[C@@H]1C[C@H](n2ccc(=O)[nH]c2=O)O[C@@H]1CO,1
MOZPSIXKYJUTKI-UHFFFAOYSA-N,Cn1cc(C(=O)OCC2CCN(CCNS(C)(=O)=O)CC2)c2ccccc21,1
QDERNBXNXJCIQK-UHFFFAOYSA-N,CCN(c1nc(N)c(C(=O)N=C(N)N)nc1Cl)C(C)C,1
WVTKBKWTSCPRNU-KYJUHHDHSA-N,COc1ccc2cc1Oc1ccc(cc1)C[C@H]1c3cc(c(OC)cc3CCN1C)Oc1c(OC)c(OC)cc3c1[C@H](C2)N(C)CC3,1
ASXGJMSKWNBENU-CQSZACIVSA-N,CCCN(CCC)[C@@H]1CCc2cccc(O)c2C1,1
FELGMEQIXOGIFQ-ZDUSSCGKSA-N,Cc1nccn1C[C@@H]1CCc2c(c3ccccc3n2C)C1=O,1
FFTVPQUHLQBXQZ-KHKMKUPUSA-N,CN(C)c1ccc(O)c2c1CC1CC3C(N(C)C)C(=O)/C(=C(/N)O)C(=O)[C@@]3(O)C(=O)C1=C2O,1
IVOMOUWHDPKRLL-KQYNXXCUSA-M,Nc1ncnc2c1ncn2[C@@H]1O[C@@H]2COP(=O)([O-])O[C@H]2[C@H]1O,1
LTLYEAJONXGNFG-HBNTYKKESA-N,CC(C)C[C@H](NC(=O)[C@@H]1O[C@H]1C(=O)O)C(=O)NCCCCN=C(N)N,1
KKZGFVAZUKHFAC-MRXNPFEDSA-N,C=CCN1CCc2c(cc(O)c(O)c2Br)[C@@H](c2ccccc2)C1,1
HJUAKZYKCANOOZ-UHFFFAOYSA-N,COC(=O)N1CCN(C(=O)Cc2ccc(Cl)c(Cl)c2)C(CN2CCCC2)C1,1
YGKPIROTKVQCCU-UHFFFAOYSA-N,O=C(OCCN1CCCCC1)c1c[nH]c2ccccc12,1
LXFHSCDLMBZYKY-UHFFFAOYSA-N,CN1CCN(c2nc3cc(C(F)(F)F)ccc3n3cccc23)CC1,1
BGKFPRIGXAVYNX-UHFFFAOYSA-N,O=C(O)c1cc(=O)c2c(Cl)cc(Cl)cc2[nH]1,1
VIKNJXKGJWUCNN-FOEMKWDFSA-N,C#C[C@]1(O)CCC2C3CCC4=CC(=O)CC[C@@H]4C3CC[C@@]21C,1
MQUQNUAYKLCRME-INIZCTEOSA-N,Cc1ccc(S(=O)(=O)N[C@@H](Cc2ccccc2)C(=O)CCl)cc1,1
NTZCUBODONTYCA-UHFFFAOYSA-M,CN(C)CCOC(c1ccccc1)c1ccccc1.Cn1c(=O)c2[nH]c(Cl)nc2n(C(=O)[O-])c1=O,1
MZQYEXKXFXQJMD-UHFFFAOYSA-N,Oc1ccc(CCNc2ncnc3ccc(Cl)cc23)cc1,1
DRCMAZOSEIMCHM-UHFFFAOYSA-N,Oc1cc2c(cc1O)CN(C(=S)NCCc1ccc(Cl)cc1)CCC2,1
SBPRIAGPYFYCRT-UHFFFAOYSA-N,COc1ccccc1N1CCN(CCN(C(=O)C2CCCCC2)c2ccccn2)CC1,1
ZWPODSUQWXAZNC-YOFSQIOKSA-N,CN1[C@H]2CC[C@@H]1CC(OC1c3ccccc3CCc3ccccc31)C2,1
KMPWYEUPVWOPIM-KODHJQJWSA-N,C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccccc12,1
MTZVJHSZYMWIAG-UHFFFAOYSA-N,CCS(=O)(=O)Nc1cccc(C(=C2CCCCC2)c2cnc[nH]2)c1,1
YEWGIGCYIAMFMA-UHFFFAOYSA-N,CN1CCc2ccccc2Cc2[nH]c3ccccc3c2CC1,1
RTHCYVBBDHJXIQ-INIZCTEOSA-N,CNCC[C@H](Oc1ccc(C(F)(F)F)cc1)c1ccccc1,1
VFDHMSXXELYMRW-ICSRJNTNSA-N,CCc1ccccc1OC[C@@H](O)CN[C@H]1CCCc2ccccc21,1
YSXKPIUOCJLQIE-BDWAOYLISA-N,OC(CCN1CCCCC1)(c1ccccc1)C1C[C@@H]2C=C[C@H]1C2,1
RFDAIACWWDREDC-FRVQLJSFSA-M,C[C@H](CCC(=O)NCC(=O)[O-])[C@H]1CC[C@H]2[C@H]3[C@H](C[C@H](O)[C@@]21C)[C@@]1(C)CC[C@@H](O)C[C@H]1C[C@H]3O,1
FFUBTEITUNMMOK-UHFFFAOYSA-N,CN=c1nc(-c2ccccc2)n(-c2ccccc2)s1,1
BJIPVHLRWSDKOS-UHFFFAOYSA-N,O=S1(=O)N(CCN2CC=C(c3c[nH]c4cc(F)ccc34)CC2)c2cccc3c2N1CCC3,1
NPUKDXXFDDZOKR-NSHDSACASA-N,CCOC(=O)c1cncn1[C@@H](C)c1ccccc1,1
GYSZUJHYXCZAKI-UHFFFAOYSA-N,COc1cccc(OC)c1OCCNCC1COc2ccccc2O1,1
PMKJGGBYYNEYPA-UHFFFAOYSA-N,CC(CCCCC(=O)Nc1ccc(C(F)(F)F)cc1)NCCc1cnc[nH]1,1
FCDRFVCGMLUYPG-QZTJIDSGSA-N,FC(F)(F)c1cc(CO[C@@H]2CCCN[C@@H]2c2ccccc2)cc(C(F)(F)F)c1,1
IDEHCMNLNCJQST-UHFFFAOYSA-N,NCCCCCCNS(=O)(=O)c1cccc2c(Cl)cccc12,1
YNZFFALZMRAPHQ-SYYKKAFVSA-N,CCCCCCC(C)(C)c1ccc([C@@H]2C[C@H](O)CC[C@H]2CCCO)c(O)c1,1
QJHCTHPYUOXOGM-UHFFFAOYSA-N,OC(CN1CCN(c2cccc(Cl)c2)CC1)C(c1ccccc1)c1ccccc1,1
LIHCKGZEDBNUJG-UHFFFAOYSA-N,CN1CCc2cc(O)c(O)cc2C(c2ccccc2)C1,1
GRTOGORTSDXSFK-XJTZBENFSA-N,COC(=O)C1=CO[C@@H](C)[C@H]2CN3CCc4c([nH]c5ccccc45)[C@@H]3C[C@H]12,1
OGJGQVFWEPNYSB-UHFFFAOYSA-N,Clc1ccc(N2CCN(Cc3c[nH]c4ncccc34)CC2)cc1,1
BUUXBIIFLQVFAR-UHFFFAOYSA-N,O=C(Nc1ccccc1)Nc1n[nH]c2nnc(-c3ccccc3)c(-c3ccccc3)c12,1
PEYUIKBAABKQKQ-AFHBHXEDSA-N,c1cc2c(cc1[C@H]1OC[C@@H]3[C@@H](c4ccc5c(c4)OCO5)OC[C@H]13)OCO2,1
PHTUQLWOUWZIMZ-GZTJUZNOSA-N,CN(C)CC/C=C1\c2ccccc2CSc2ccccc21,1
CGWOIDCAGBKOQL-FQEVSTJZSA-N,COc1cc2nc(N3CCN(C(=O)OCc4ccccc4)[C@H](C(=O)NC(C)(C)C)C3)nc(N)c2cc1OC,1
HUJXGQILHAUCCV-MOROJQBDSA-N,CNC(=O)[C@H]1O[C@@H](n2cnc3c(NCc4cccc(I)c4)ncnc32)[C@H](O)[C@@H]1O,1
QBUVZVXIRYFENV-UHFFFAOYSA-N,C=CCN1CCc2cc(O)c(O)cc2C(c2ccccc2)C1,1
ZBJLUVHQIPUCPM-UHFFFAOYSA-N,c1ccc(-n2nnc3ccccc32)cc1,1
IMONTRJLAWHYGT-FJMAIUEKSA-N,C#C[C@]1(OC(C)=O)CCC2C3CCC4=CC(=O)CC[C@@H]4C3CC[C@@]21C,1
UYNCFCUHRNOSCN-FYYLOGMGSA-N,CCCCCCCCCC(=O)N[C@H](CN1CCOCC1)[C@H](O)c1ccccc1,1
SGXXNSQHWDMGGP-WDZFZDKYSA-N,CN/C(=C/[N+](=O)[O-])NCCSCc1csc(CN(C)C)n1,1
ACVGNKYJVGNLIL-UHFFFAOYSA-O,COc1ccc(-c2ccc(N)[n+](CCCC(=O)O)n2)cc1,1
ZIDQIOZJEJFMOH-UHFFFAOYSA-N,O=C(O)CCCCCCC1C(=O)NC(=O)N1CCC(O)C1CCCCC1,1
KRXNUUNUUBIOCB-UHFFFAOYSA-N,NC(CO)(CO)COC(=O)C1CCn2c(C(=O)c3ccccc3)ccc21,1
SZLZWPPUNLXJEA-QEGASFHISA-N,COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5cc(OC)ccc5c4CCN3C[C@H]2C[C@@H](OC(=O)/C=C/c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC,1
PUETUDUXMCLALY-HOTGVXAUSA-N,COc1cc(C[C@@H](CO)[C@H](CO)Cc2ccc(O)c(OC)c2)ccc1O,1
UZHSEJADLWPNLE-SJROMKODSA-N,C=CCN1CC[C@]23c4c5ccc(O)c4OC2C(=O)CC[C@@]3(O)C1C5,1
AEFPCFUCFQBXDQ-CHWSQXEVSA-N,COc1ccc(C(=O)OC2C[C@H]3CC[C@H](C2)N3C)cc1OC,1
CFTOTSJVQRFXOF-UHFFFAOYSA-N,c1ccc2c3c([nH]c2c1)CNCC3,1
RXMUPNVSYKGKMY-UHFFFAOYSA-N,CN(C)c1nc(N)c(C(=O)N=C(N)N)nc1Cl,1
PKNYXWMTHFMHKD-UHFFFAOYSA-N,CC(C)(Sc1ccc(CCN(CCCCC2CCCCC2)C(=O)NC2CCCCC2)cc1)C(=O)O,1
BYYQYXVAWXAYQC-IBGZPJMESA-N,CC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)OCc1cc(C(F)(F)F)cc(C(F)(F)F)c1,1
SWUARLUWKZWEBQ-VQHVLOKHSA-N,O=C(/C=C/c1ccc(O)c(O)c1)OCCc1ccccc1,1
GSQOBTOAOGXIFL-LFIBNONCSA-N,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NCCCc1ccccc1,1
XSFJVAJPIHIPKU-CCRGDLLISA-N,CC1(C)O[C@@H]2CC3C4C[C@H](F)C5=CC(=O)C=CC5(C)C4C(O)CC3(C)[C@]2(C(=O)CO)O1,1
KDLRVYVGXIQJDK-SSDYFQDUSA-N,CCC[C@@H]1C[C@@H](C(=O)N[C@@H](C2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)[C@H](C)Cl)N(C)C1,0
ZKLPARSLTMPFCP-OAQYLSRUSA-N,O=C(O)COCCN1CCN([C@H](c2ccccc2)c2ccc(Cl)cc2)CC1,0
RWBRUCCWZPSBFC-RXRZZTMXSA-N,C[C@H](O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,0
LAGYWHSFHIMTPE-UHFFFAOYSA-O,Oc1ccc(CC[NH+]2CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC2)cc1,1
ZYZAKOQQAICCJY-UHFFFAOYSA-N,CS(=O)(=O)Nc1ccc(CCN(CCOc2ccc(NS(C)(=O)=O)cc2)c2ccc([N+](=O)[O-])c3nonc23)cc1,1
SZDPJIDXSCBQEQ-UHFFFAOYSA-N,CC(C)(C)c1cc(CN2CCC(CNCCCCCC(c3ccc(F)cc3)c3ccc(F)cc3)C2)cc(C(C)(C)C)c1O,1
PFOLMILRZUSKJO-UHFFFAOYSA-N,O=C1NCCN1CCN1CC=C(c2cn(-c3ccc(F)cc3)c3ccc(Cl)cc23)CC1,1
YNNUSGIPVFPVBX-RTWAWAEBSA-O,C[NH+]1CCC[C@@H]1CCO[C@@](C)(c1ccccc1)c1ccc(Cl)cc1,1
AVFMZQVTHCWXLS-UHFFFAOYSA-N,CCOC(=O)C1CCCN(C(=N)c2ccc(C(=O)Nc3ccc(Cl)cc3C(=O)Nc3ccc(Cl)cn3)cc2)C1,1
IUDRMGZXAUQZQV-UHFFFAOYSA-N,c1ccc(-c2[nH]c3ccccc3c2C2CC3CCC(C2)N3c2ccccc2)cc1,1
MJIFNEGWZJIOKW-UHFFFAOYSA-N,O=C1NCCN1CCN1CCC(C2CN(c3ccc(F)cc3)c3ccccc32)CC1,1
CTKNMSVWMRRCPW-PMERELPUSA-N,Clc1ccc(C(c2ccc(Cl)cc2)n2cc[n+](C[C@H](OCc3ccc(Cl)cc3Cl)c3ccc(Cl)cc3Cl)c2)cc1,1
BROVXIYHWJSPHN-UHFFFAOYSA-N,COc1ccc(CNc2nnc(N3CCC4(CC3)CC(O)C4)c3ccc(C#N)cc23)cc1Cl,1
BBYDRFMSSSQLBT-UHFFFAOYSA-N,Fc1ccc(N(CCNCCc2ccccc2)c2ccc(F)cc2)cc1,1
TXCJLTAYFFGNRE-UHFFFAOYSA-N,CCOC(=O)C1CCN(C(=N)c2ccc(C(=O)Nc3c(OC)cc(Cl)cc3C(=O)Nc3ccc(Cl)cn3)c(F)c2)CC1,1
AMMLIKZUXHUTJS-UHFFFAOYSA-N,CC(C)(C)c1cc(CN2CCN(CCCCCC(c3ccc(F)cc3)c3ccc(F)cc3)CC2)cc(C(C)(C)C)c1O,1
WUXDFTYUVPKGCE-UHFFFAOYSA-N,CCOc1cc(CN2CCC(Nc3nc4ccccc4o3)CC2)ccc1OC,1
GQBISTGDMBIUFI-UHFFFAOYSA-N,COc1c(C(C)(C)C)cc(C(=O)NCC2CCN(CCCCCC(c3ccc(F)cc3)c3ccc(F)cc3)C2)cc1C(C)(C)C,1
DQRHHCDOOFBYIO-UHFFFAOYSA-N,COc1cc(CN2CCC(CNCCCCCC(c3ccc(F)cc3)c3ccc(F)cc3)C2)cc(OC)c1OC,1
RYLXNIBUJUTFDK-UHFFFAOYSA-N,O=C(NCC1CCN(CCCCCC(c2ccc(F)cc2)c2ccc(F)cc2)C1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,1
OZNMWGJECFCZKD-UHFFFAOYSA-N,N#Cc1ccc(C2=CC3(CCNCC3)Oc3ccccc32)cc1,1
YZBWJKXWVHZMER-UHFFFAOYSA-O,CCOc1ccccc1C(=O)NCCC[NH+]1CCOCC1,1
DVQXAHGZSWJSQT-UHFFFAOYSA-N,COc1ccccc1Oc1ccccc1CN1CCC2(CC1)CCN(C(=O)c1cc[n+]([O-])cc1)CC2,1
